Name,Sector,Province,Amount
Opera Africa,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,489662
Opera Africa,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,624549
Opera Africa,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,628320
Out in Africa,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,167000
P.E.A.C.E. Foundation,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,3490330
Project Gateway,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,800000
Richards Bay Spatial Development Initiative,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,848804
Richards Bay Spatial Development Initiative,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,2900000
Richards Bay Spatial Development Initiative,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,1351452
South Roots Kibbutz El Shammah,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,40000
Speech and Drama Association of South Africa,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,43716
University of Natal,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,3077270
Victory Sonqoba Theatre,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,2000000
Victory Sonqoba Theatre,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,81000
Wildlife & Environment Society of SA,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,36000
Women's Leadership and Training Programme,"ARTS, CULTURE & NATIONAL HERITAGE",KwaZulu-Natal,2800000
Drama for Education & Development Project,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,255500
Dzingahe Drama Association,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,300
Dzingahe Drama Association,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,295000
Makgoba Environmental Club,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,710000
Neotha Arts,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,82000
Neotha Arts,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,256500
Soetfontein Rural Development Association,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,1330000
Southern African Folklore Society,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,200000
Tinkawu Theatre Laboratory,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,636000
Tipfuxeni Arts and Cultural Development Centre,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,308400
Umfundiso Skills Development,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,3240000
University of Venda,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,1641000
University of Venda for Science & Technology,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,5000000
Wits School of Arts,"ARTS, CULTURE & NATIONAL HERITAGE",Limpopo,769100
Endangered Wildlife Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Mpumalanga,235977
Endangered Wildlife Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Mpumalanga,165050
Johannes Stegmann Theatre Donor Trust Fund,"ARTS, CULTURE & NATIONAL HERITAGE",Mpumalanga,277895
Khumbulani Mpumalanga Programme,"ARTS, CULTURE & NATIONAL HERITAGE",Mpumalanga,967040
South African Blind Musicians Association,"ARTS, CULTURE & NATIONAL HERITAGE",Mpumalanga,127462
South African Heritage Resources Agency SAHRA,"ARTS, CULTURE & NATIONAL HERITAGE",Mpumalanga,100000
Victory Sonqoba Theatre,"ARTS, CULTURE & NATIONAL HERITAGE",Mpumalanga,81000
Vukani Community Theatre,"ARTS, CULTURE & NATIONAL HERITAGE",Mpumalanga,1053100
Apollo Development Association,"ARTS, CULTURE & NATIONAL HERITAGE",Northern Cape,1724000
Delta Environmental Centre,"ARTS, CULTURE & NATIONAL HERITAGE",Northern Cape,499446
McGregor Museum,"ARTS, CULTURE & NATIONAL HERITAGE",Northern Cape,878592
SA Heritage Resources Agency,"ARTS, CULTURE & NATIONAL HERITAGE",Northern Cape,5647450
SA Heritage Resources Agency,"ARTS, CULTURE & NATIONAL HERITAGE",Northern Cape,16650000
Sol Plaatjie Municipality,"ARTS, CULTURE & NATIONAL HERITAGE",Northern Cape,855000
South African Ballet Theatre,"ARTS, CULTURE & NATIONAL HERITAGE",Northern Cape,814120
South Roots Kibbutz El Shammah,"ARTS, CULTURE & NATIONAL HERITAGE",Northern Cape,40000
De Wildt Cheetah and Wildlife Trust,"ARTS, CULTURE & NATIONAL HERITAGE",North West,314000
Greater Taung Municipality,"ARTS, CULTURE & NATIONAL HERITAGE",North West,6660000
Greater Taung Municipality,"ARTS, CULTURE & NATIONAL HERITAGE",North West,2166000
"Mmabana Arts, Culture and Sports Foundation","ARTS, CULTURE & NATIONAL HERITAGE",North West,2166900
Mmabana Foundation,"ARTS, CULTURE & NATIONAL HERITAGE",North West,552343
Mmabana Foundation,"ARTS, CULTURE & NATIONAL HERITAGE",North West,800000
Multi-Vision Youth Development Project,"ARTS, CULTURE & NATIONAL HERITAGE",North West,207000
National Eisteddfod Academy,"ARTS, CULTURE & NATIONAL HERITAGE",North West,210315
Nhlapho Sibanda Heritage Arts & Culture,"ARTS, CULTURE & NATIONAL HERITAGE",North West,346000
Tshwane Youth Development,"ARTS, CULTURE & NATIONAL HERITAGE",North West,263400
Athlone Academy of Music,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,159423
Baxter Theatre,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,689595
Bergriver Municipality,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,640000
Bergriver Municipality,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1280800
Bergzicht Training Centre,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1485354
Bush Radio,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,202699
Cape Flats Development Association,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,500000
Cape Flats Development Association,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,130000
Cape Town City Ballet,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,2498600
Cape Town Minstrel Carnival,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,240000
Cape Town Opera,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,2427000
Cape Town Women's Festival Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1000000
Cape Towns Minstrel Carnival,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,10000
Catholic Welfare & Development,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,102810
Community Arts Association (ComArt),"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,247152
Community Arts Project,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,442400
District Six Museum Foundation,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,2740850
Early Learning Resource Unit,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,250000
English Academy of SA,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,56700
Footprint Educational Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,30000
Garden Route Botanical Garden Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,462000
Hout Bay & Llandudno Heritage Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1500000
Iziko Museums of Cape Town,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1000000
Iziko Museums of Cape Town,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1600000
Jazzart Dance Theatre,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,174750
Jazzart Dance Theatre,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,665556
Kannaland Municipality,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,60000
Kannaland Municipality,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,570000
Khanyisa School for Supportive Education,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,82000
Klein Karoo National Arts Festival,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,3000000
Lwandle Migrant Labour Museum,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,299320
Magnet Theatre Educational Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,256807
Marine Environmental Education Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,250000
Marine Environmental Education Trust (MEET),"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,304000
Mopo Cultural Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,750000
National Botanical Institute,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1872000
National Film & Video Foundation,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,500000
New Africa Theatre,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,107900
New Africa Theatre Association,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,227420
NICRO  Western Cape,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,136200
Oasis Association,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,954989
Ocean View Development Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,293000
One City Events (t/a The Cape Town Festival),"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,2128446
Out in Africa,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,167000
Robben Island Museum,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,3300000
Ruth Prowse School of the Arts,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,61260
SA College of Music,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1777860
SHAWCO,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1923495
Sithengi Film & TV Market,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,11126250
South African College,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,500000
South African Scout Association,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1117800
South Roots Kibbutz El Shammah,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,40000
Spier Arts Trust,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,1000000
St Joseph's Adult Education Programme,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,108100
Stellenbosch University: Wordfest,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,293462
University of Stellenbosch,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,400000
Zip Zap Circus School,"ARTS, CULTURE & NATIONAL HERITAGE",Western Cape,243700
Abbeyfield Society,Charities,National Bodies,400000
ACVV Hoofbestuur Cape Town,Charities,National Bodies,2110500
Age in Action,Charities,National Bodies,1420780
Alzhheimers & Related Dementias Association,Charities,National Bodies,300000
Autism South Africa - Johannesburg,Charities,National Bodies,200000
BADISA: Cape Town,Charities,National Bodies,12863400
Befrienders South Africa: Danhof,Charities,National Bodies,187520
Black Sash Trust: Cape Town,Charities,National Bodies,2000000
Boys Town South Africa: Johannesburg,Charities,National Bodies,653000
Cancer Association South Africa,Charities,National Bodies,5839326
Catholic Institute of Education,Charities,National Bodies,255400
Catholic Institute of Education: Johannesburg,Charities,National Bodies,281080
Centre for Augmentative Alternative Communication - Interface SA,Charities,National Bodies,200000
Cheshire Homes South Africa: Cape Town,Charities,National Bodies,430000
Co-Operative Organisation for Upgrading of Numeracy Training,Charities,National Bodies,695115
Curamus Association: Pretoria,Charities,National Bodies,100000
Deafblind South Africa,Charities,National Bodies,500000
Development & Welfare Agency,Charities,National Bodies,2821000
Disabled Children Action Group: Cape Town,Charities,National Bodies,781800
Disabled People South Africa (DPSA),Charities,National Bodies,642930
Down Syndrome Association: Pretoria,Charities,National Bodies,250100
Down Syndrome South Africa,Charities,National Bodies,100000
Epilepsy South Africa,Charities,National Bodies,1232000
FAMSA - National,Charities,National Bodies,653852
FAMSA  Pretoria,Charities,National Bodies,200000
Girl Guides Association of SA: Johannesburg,Charities,National Bodies,428803
Heart Foundation of South Africa,Charities,National Bodies,727000
House of Mercy Boksburg,Charities,National Bodies,2500000
Legal Resources Centre,Charities,National Bodies,500000
Leprosy Mission: Johannesburg,Charities,National Bodies,351000
Muscular Dystrophy Foundation,Charities,National Bodies,122500
Muscular Foundation of South Africa: Pinegowrie,Charities,National Bodies,220000
National Association for Child Minders Soweto,Charities,National Bodies,837000
National Children's Rights Committee: Johannesburg,Charities,National Bodies,500000
National Council for Persons With Physical Disabilities,Charities,National Bodies,1000000
National Council of SPCA's,Charities,National Bodies,1557000
National Peace Accord Trust,Charities,National Bodies,100000
"National Welfare, Social Services & Development Forum & Partners",Charities,National Bodies,1098987
NICRO National Office: Cape Town,Charities,National Bodies,2705460
Ondersteuningsraad,Charities,National Bodies,1024933
Operation Hunger: Johannesburg,Charities,National Bodies,1996500
Parkinson's Association South Africa,Charities,National Bodies,486218
Peace Foundation (Ndumu Development Committee),Charities,National Bodies,283788
Pioneer Printers: Worcester,Charities,National Bodies,2921000
Protec National,Charities,National Bodies,464500
Quadriplegic Association of South Africa,Charities,National Bodies,76400
Quadriplegic Association of South Africa: Pinetown,Charities,National Bodies,250000
READ Educational Trust,Charities,National Bodies,10696986
Retina SA Johannesburg,Charities,National Bodies,600000
Rural Development Support Programme: Cape Town,Charities,National Bodies,238834
Rural Education Access Programme,Charities,National Bodies,405000
SA Congress for Early Childhood Development,Charities,National Bodies,600000
SA Mobility,Charities,National Bodies,81000
SA National Council for the Blind: Pretoria,Charities,National Bodies,1000000
SA National Lobby Group for People with Acquired Brain Injuries,Charities,National Bodies,372636
SA Training Institute: Pretoria,Charities,National Bodies,453600
SANCA National Directorate,Charities,National Bodies,1782199
SANCA: Pretoria/Soshanguve,Charities,National Bodies,1500000
Save the Children Fund: Johannesburg,Charities,National Bodies,200000
South African Blind Workers Organisation: Johannesburg,Charities,National Bodies,535000
South African Federation for Mental Health,Charities,National Bodies,2162341
South African National Council for Child & Family Welfare,Charities,National Bodies,9000000
South African National Council for the Blind: Pretoria,Charities,National Bodies,868246
Southern Africa Stroke Foundation,Charities,National Bodies,250000
Southern African Sexual Health Association (SASHA),Charities,National Bodies,50000
St Johns Ambulance Foundation,Charities,National Bodies,2511600
St Johns Ambulance: Durban,Charities,National Bodies,1000000
Umtapo Centre,Charities,National Bodies,495000
Youth for Christ South Africa,Charities,National Bodies,1500000
AB Educare Centre: Middelburg,Charities,Eastern Cape,51713
ACVV Despatch,Charities,Eastern Cape,500000
ACVV Eldorado,Charities,Eastern Cape,555726
"ACVV Huis Corrie Dreyer, Adelaide",Charities,Eastern Cape,300000
"ACVV Huis Silwerjare Old Age Home, Somerset East",Charities,Eastern Cape,520000
ACVV Newton Park Missionate Port Elizabeth,Charities,Eastern Cape,594374
ACVV Poplar Avenue [including Doempie Playground],Charities,Eastern Cape,840400
ACVV Port Elizabeth Central,Charities,Eastern Cape,415948
ACVV Port Elizabeth North,Charities,Eastern Cape,1000000
ACVV Port Elizabeth South,Charities,Eastern Cape,611000
ACVV Port Elizabeth West,Charities,Eastern Cape,759000
ACVV Somerset East,Charities,Eastern Cape,249000
"Age in Action, Eluyolweni Service Centre: Port Elizabeth",Charities,Eastern Cape,1255996
Algoa Bay Council for the Aged: Port Elizabeth,Charities,Eastern Cape,623318
Aliwal North Child & Family Welfare Society,Charities,Eastern Cape,500000
Aliwal North Legal & Community Advice,Charities,Eastern Cape,262280
Amatola Haven Old Age Home,Charities,Eastern Cape,250000
Amatola HIV/Aids: King Williams Town,Charities,Eastern Cape,50000
Association for Rehabilitation (REHAB): East London,Charities,Eastern Cape,733511
Association for the Physically Disabled,Charities,Eastern Cape,1745348
Aurora Special Care Centre: Port Elizabeth,Charities,Eastern Cape,858000
Berea Gardens Retirement Foundation: East London,Charities,Eastern Cape,273000
Border Hospice Association,Charities,Eastern Cape,297110
BPW Oteniqua Refuge,Charities,Eastern Cape,75736
Callie Evens Lodge: Cathcart,Charities,Eastern Cape,350000
Cancer Association of SA: Eastern Cape Branch,Charities,Eastern Cape,2899952
Cape Town City Mission Eastern: Cape Region PE,Charities,Eastern Cape,731804
Cerebral Palsy Association Eastern Cape: Port Elizabeth,Charities,Eastern Cape,204077
Children's Haven MTR Smit: Port Elizabeth,Charities,Eastern Cape,1000000
Christelike Maatskaplike Raad: Joubertina,Charities,Eastern Cape,240000
Christelike Maatskaplike Raad: Port Elizabeth,Charities,Eastern Cape,1000000
Christelike Maatskaplike Raad: Queenstown,Charities,Eastern Cape,362698
Christian Social Services: Humansdorp,Charities,Eastern Cape,661120
Cradock Child & Family Welfare Society,Charities,Eastern Cape,504332
Disabled Children,Charities,Eastern Cape,1500000
DJ Sobey Home for the Aged,Charities,Eastern Cape,950000
East London Benevolent Society,Charities,Eastern Cape,140000
East London Children's Home,Charities,Eastern Cape,500000
East London Old Timer's Centre,Charities,Eastern Cape,1509723
East London Old Timers Centre: Tecoma,Charities,Eastern Cape,1000000
East London Senior Citizens Association,Charities,Eastern Cape,281849
East London SPCA,Charities,Eastern Cape,240000
Eastern Province Child & Youth Care Centre: Port Elizabeth,Charities,Eastern Cape,680000
Elliot Home for the Aged,Charities,Eastern Cape,255932
Eluxolweni Charitable Trust,Charities,Eastern Cape,517000
FAMSA Border: East London,Charities,Eastern Cape,200000
FAMSA Grahamstown,Charities,Eastern Cape,155000
FAMSA Grahamstown,Charities,Eastern Cape,202500
FAMSA Stutterheim,Charities,Eastern Cape,161740
Gadra Advice & Community Work,Charities,Eastern Cape,205388
Grahamstown Child & Family Welfare Society,Charities,Eastern Cape,1314400
HIPPY,Charities,Eastern Cape,530300
Huis John Vorster,Charities,Eastern Cape,300000
Ikhwezi Lokusa Rehabilitation & Sheltered Employment: Umtata,Charities,Eastern Cape,646124
Ikhwezi Women's Support Centre: Cathcart,Charities,Eastern Cape,395346
"Isifungo Pre-Primary School, Soweto on Sea: Port Elizabeth",Charities,Eastern Cape,200000
"Kenton Bushmans Child & Family Welfare Society, Kenton on Sea",Charities,Eastern Cape,402000
Khanyisa Community Educare Dev: Empilweni Community Health Care,Charities,Eastern Cape,165500
Khanyisa Comm Educare Dev: Imlungisi Community Sewing Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Ingomso Lethu Sewing Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Jongisizwe Sewing Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Kanana Sewing & Agricultural Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Khanya Kwezi Pre-School,Charities,Eastern Cape,137650
Khanyisa Comm Educare Dev: Khanyisa Day Care,Charities,Eastern Cape,242000
Khanyisa Comm Educare Dev: Masiphakame Sewing Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Masizakhe Poultry Project,Charities,Eastern Cape,149400
Khanyisa Comm Educare Dev: Qhamani Sewing Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Sinovuyo Sewing Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Sinoxolo Sewing Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Siyavuka Women's Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Sondlisizwe Vegetable Garden,Charities,Eastern Cape,198000
Khanyisa Comm Educare Dev: Sophuhla Sewing Project,Charities,Eastern Cape,300000
Khanyisa Comm Educare Dev: Sophumelela Sewing Project,Charities,Eastern Cape,300000
Khululeka Community Education Dev Centre Queenstown,Charities,Eastern Cape,800000
King Williams Town Child & Family Welfare Society,Charities,Eastern Cape,250000
King Williams Town Child Youth Care Centre,Charities,Eastern Cape,500000
Kruisfontein Humansdorp Child & Family Welfare,Charities,Eastern Cape,300000
Langa Kwanobuhle Self Help & Resource Exchange: Uitenhage,Charities,Eastern Cape,2000000
Leisure Homes for Senior Citizens,Charities,Eastern Cape,316000
Lifeline East London,Charities,Eastern Cape,250000
Madeira Home Housing Utility Company,Charities,Eastern Cape,252132
Marais Steyn Home,Charities,Eastern Cape,220000
Masikhule Early Childhood Development Centre: Umtata,Charities,Eastern Cape,500000
McClelland Centre: East London,Charities,Eastern Cape,290807
Methodist Homes for the Aged: Port Elizabeth,Charities,Eastern Cape,2300000
Mzomtsha Children's Home,Charities,Eastern Cape,376185
NICRO Eastern Cape: Port Elizabeth,Charities,Eastern Cape,437850
Nomzamo Special Care Centre: Peddie,Charities,Eastern Cape,715000
Ons Tuiste: Humansdorp,Charities,Eastern Cape,491816
Oosterland Youth Centre,Charities,Eastern Cape,635000
PE Ladies Benevolent Society,Charities,Eastern Cape,100000
Port Elizabeth Charity Organisation,Charities,Eastern Cape,80000
Project for Conflict Resolution & Development: Port Elizabeth,Charities,Eastern Cape,400000
Project for Conflict Resolution & Development: Port Elizabeth,Charities,Eastern Cape,650000
Queenstown Child & Family Welfare Society,Charities,Eastern Cape,280000
Retina South Africa (East Cape): Port Elizabeth,Charities,Eastern Cape,172300
SA Blind Workers Organisation,Charities,Eastern Cape,350000
SANCA Alcohol & Drug Centre Central Eastern Cape,Charities,Eastern Cape,755946
Society for the Physically Disabled: Grahamstown,Charities,Eastern Cape,70000
Somerset East Child & Family Welfare Society,Charities,Eastern Cape,270000
Somerset East Child & Family Welfare Society,Charities,Eastern Cape,270800
SPCA Cradock,Charities,Eastern Cape,50000
SPCA Kirkwood,Charities,Eastern Cape,100000
St Francis Hospice,Charities,Eastern Cape,147720
St Johns Ambulance Foundation: Grahamstown,Charities,Eastern Cape,540940
St Johns Ambulance: PE Centre George Sub Centre,Charities,Eastern Cape,1197964
Student Partnership Worldwide South Africa: East London,Charities,Eastern Cape,200000
The Caring Network: Cape Town,Charities,Eastern Cape,150000
The Early Learning Centre Trust,Charities,Eastern Cape,200000
The Restoration of Human Abilities Assoc: Port Elizabeth,Charities,Eastern Cape,100000
Uitenhage Mental Health Mzamohle Special School,Charities,Eastern Cape,393632
Umtata Child & Family Welfare Society,Charities,Eastern Cape,886000
Umtata Child Abuse Resource Centre,Charities,Eastern Cape,196276
Umtata Street Child Programme,Charities,Eastern Cape,204400
Union of Jewish Women,Charities,Eastern Cape,60000
Age in Action: Bloemfontein,Charities,Free State,729293
Age in Action: Free State Branch,Charities,Free State,227138
AIDS Mission Outreach Trust Lebone Care Centre: Danhof,Charities,Free State,259100
Alzheimer's & Related Dementias Association,Charities,Free State,58000
Amari School for Specialised Education: Welkom,Charities,Free State,924000
Andries Marie Oosthuizen Tehuis: Parys,Charities,Free State,75987
Association for Persons with Disabilities & Deaf: Free State,Charities,Free State,580000
Aurora Alcohol & Drug Centre: Bloemfontein,Charities,Free State,384102
Bronville Crèche: Welkom,Charities,Free State,200000
C & F Welfare Bloemfontein Heidedal Crèche & Pre-Primary,Charities,Free State,249129
Cancer Association of South Africa: Free State Branch,Charities,Free State,1842098
Catholic Community Service: Bethlehem,Charities,Free State,938969
Charlotte Moll Haven,Charities,Free State,250000
Child & Family Welfare Society: Bloemfontein,Charities,Free State,388762
Disabled Children,Charities,Free State,1500000
Disabled People of SA,Charities,Free State,1000000
FAMSA Bloemfontein,Charities,Free State,872152
FAMSA Free State: Welkom,Charities,Free State,117756
Golden Gateway Hospice: Bethlehem,Charities,Free State,200000
Golden Gateway: Bethlehem,Charities,Free State,492541
Goldfields Alcohol & Drug Centre: Welkom,Charities,Free State,305467
Goldfields Society for the Blind,Charities,Free State,270000
Imperanipark Tehuis vir Bejaardes,Charities,Free State,500000
Kamohelo Children's Centre: Sasolburg,Charities,Free State,2861050
Kerklike Maatskaplike Dienste,Charities,Free State,76265
Kerklike Maatskaplike Dienste: Kroonstad,Charities,Free State,42000
Kgotsong Child & Family Welfare: Bothaville,Charities,Free State,96910
Kroon-Day Care Centre for the Disabled: Kroonstad,Charities,Free State,89600
Lechabile Lehae la bana Crèche: Kroonstad,Charities,Free State,450000
Lifeline Free State Welkom,Charities,Free State,732332
Mangaung Society,Charities,Free State,300000
Morning Star Children's Centre: Welkom,Charities,Free State,422000
NICRO Free State,Charities,Free State,781241
Oranje Trompsburg,Charities,Free State,82500
Oranje Vroue Vereeniging Bethlehem,Charities,Free State,221536
Oranje Vroue Vereeniging Ficksburg,Charities,Free State,200000
Oranje Vroue Vereeniging Harrismith,Charities,Free State,160678
Oranje Vroue Vereeniging Head Office,Charities,Free State,208958
Oranje Vroue Vereeniging Hennenman,Charities,Free State,164116
Oranje Vroue Vereeniging Ventersburg,Charities,Free State,473672
Oranje Vroue Vereeniging Zastron,Charities,Free State,300000
Oranje Vroue Vereeniging Bethlehem,Charities,Free State,775836
Oranje Vroue Vereeniging Bethlehem,Charities,Free State,100000
Oranje Vroue Vereeniging Bloemfontein,Charities,Free State,575261
Oranje Vroue Vereeniging Brandfort,Charities,Free State,5095000
Oranje Vroue Vereeniging Frankfort,Charities,Free State,7080
Oranje Vroue Vereeniging Kroonstad,Charities,Free State,355374
Oranje Vroue Vereeniging Zastron,Charities,Free State,417196
Oranje Vroue Vereeniging Bethlehem Thuson Child,Charities,Free State,268978
Oranje Vroue Vereeniging Bothaville,Charities,Free State,66687
Oranje Vroue Vereeniging Wesselbron,Charities,Free State,287540
Skemervreugde Sentrum vir Bejaardes: Paul Roux,Charities,Free State,375000
Society for the Blind Free State,Charities,Free State,100000
Southern Free State Mental Health,Charities,Free State,549177
Thusanang Development & Training: Bothaville,Charities,Free State,300000
Tshepang Educare Trust: Bethlehem,Charities,Free State,260442
Tswelelopele Pre School,Charities,Free State,100000
Vrystaat Nasorg,Charities,Free State,77040
Vrystaat Nasorg: Bloemfontein,Charities,Free State,390028
ABC Day Care & Pre School: Soweto,Charities,Gauteng,22196
Abraham Kriel Maria Kloppers Children's Home: Langlaagte,Charities,Gauteng,3000000
African Self-Help Association: Johannesburg,Charities,Gauteng,1211000
Age in Action,Charities,Gauteng,2208196
Agisanang Domestic Abuse Prevention & Training: Johannesburg,Charities,Gauteng,1630000
AGS Home for the Aged: Pretoria,Charities,Gauteng,42000
Alathia International Ministries: Roodepoort,Charities,Gauteng,49600
Alberton Raad vir Bejaardes,Charities,Gauteng,322209
Alberton Tuiste vir Bejaardes,Charities,Gauteng,89604
Albinism Society of South Africa,Charities,Gauteng,1000000
Alex Aids Orphans,Charities,Gauteng,500000
Alex Outreach Centre,Charities,Gauteng,300000
Alexandra Disability Movement,Charities,Gauteng,799456
Alma School: Pretoria,Charities,Gauteng,301963
Alzheimer's & Related Dementias Association: Johannesburg,Charities,Gauteng,108400
Ann Harding Cheshire Home: Randburg,Charities,Gauteng,700000
APD Mamelodi,Charities,Gauteng,310000
Association for Autism: Pretoria,Charities,Gauteng,200000
Association for people with Disabilities: Pretoria,Charities,Gauteng,150000
Association for the Physically Disabled: Greater Johannesburg,Charities,Gauteng,1000000
Atteridgeville Association for the Physically Disabled,Charities,Gauteng,150000
Avril Elizabeth Home: Germiston,Charities,Gauteng,500000
Berg en Dal Pregnancy Crisis Centre: Pretoria,Charities,Gauteng,275000
Boksburg Society for the Aged,Charities,Gauteng,720000
Bophelo Impilo: Johannesburg,Charities,Gauteng,350000
Bridges Day Care: Diepkloof,Charities,Gauteng,37033
Bronkhorstspruit Youth Against Aids,Charities,Gauteng,100000
Cancer Association of South Africa: Johannesburg,Charities,Gauteng,4632414
Carel du Toit Centre: Pretoria,Charities,Gauteng,250000
Carroll Show Centre: Kagiso,Charities,Gauteng,250000
Catholic Women's League Adoption Society: Johannesburg,Charities,Gauteng,100000
Catholic Women's League: Pretoria,Charities,Gauteng,469568
Centre for Alcohol & Drug Studies: Johannesburg,Charities,Gauteng,150000
Centre for People with Disabilities: Boksburg,Charities,Gauteng,250000
Centurion Care Services: Lyttelton,Charities,Gauteng,391000
