Name,Province,Sector,Amount
Masincedane Training Centre for Intellectually Impaired,Eastern Cape,CHARITIES,237280
Masizame Training Centre,Eastern Cape,CHARITIES,306993
Matatiele Advice Centre,Eastern Cape,CHARITIES,700000
McClelland Adult Centre for the Handicapped,Eastern Cape,CHARITIES,337319
MTR Children's Haven,Eastern Cape,CHARITIES,1000000
Nkosinathi Foundation of the Blind,Eastern Cape,CHARITIES,435000
Ons Tuiste Humansdorp,Eastern Cape,CHARITIES,411954
Oosterland Youth Centre,Eastern Cape,CHARITIES,957000
OR Tambo Disabled People's Organisation,Eastern Cape,CHARITIES,350000
"Peace Africa Youth Centre, King Williamstown",Eastern Cape,CHARITIES,300000
Peddie Women's Support Centre,Eastern Cape,CHARITIES,299720
Planned Parenthood Association of SA,Eastern Cape,CHARITIES,3000000
Port Alfred Benevolent Society,Eastern Cape,CHARITIES,290000
Port Elizabeth Charity Organisation,Eastern Cape,CHARITIES,95000
Port Elizabeth Deaf Association,Eastern Cape,CHARITIES,650000
Port Elizabeth Mental Health Society,Eastern Cape,CHARITIES,1500000
Port Elizabeth Mental Health Society,Eastern Cape,CHARITIES,1000000
Project for Conflict Resolution & Development,Eastern Cape,CHARITIES,500000
Quadriplegic Association of the Eastern Cape,Eastern Cape,CHARITIES,250000
Restoration for Human Abilities,Eastern Cape,CHARITIES,100000
SANCA Port Elizabeth,Eastern Cape,CHARITIES,700000
SANCA Port Elizabeth,Eastern Cape,CHARITIES,753146
Seringa Association for the Aged,Eastern Cape,CHARITIES,490483
Society for the Physically Disabled Grahamstown,Eastern Cape,CHARITIES,19670
SPCA East London,Eastern Cape,CHARITIES,250000
SPCA East London,Eastern Cape,CHARITIES,200000
SPCA Port Alfred & Ndlambe District,Eastern Cape,CHARITIES,150000
SPCA Stutterheim,Eastern Cape,CHARITIES,150000
Sterkstroom Legal Advice Centre,Eastern Cape,CHARITIES,400000
Summerstrand Cheshire Home Port Elizabeth,Eastern Cape,CHARITIES,680000
Temba Community Development Services,Eastern Cape,CHARITIES,150000
Tembelihle Home,Eastern Cape,CHARITIES,245500
Tembisa  Child & Family Welfare,Eastern Cape,CHARITIES,1522400
"Thyilulwazi Educare Centre, Bathhurst",Eastern Cape,CHARITIES,30000
Tsolwana Child & Family  Welfare Society,Eastern Cape,CHARITIES,632000
Uitenhage Child & Family Welfare Society,Eastern Cape,CHARITIES,376558
Uitenhage Child & Family Welfare Society,Eastern Cape,CHARITIES,296512
Umtata Child & Family  Welfare Society,Eastern Cape,CHARITIES,92000
Umtata Child Abuse Resource Centre,Eastern Cape,CHARITIES,101118
Umtata Women's Support Centre,Eastern Cape,CHARITIES,200000
Vezi Danga Welfare Organisation for the Aged,Eastern Cape,CHARITIES,44700
Vezohuhle Youth Development Project,Eastern Cape,CHARITIES,631088
Vukani Centre for Children with Special Needs,Eastern Cape,CHARITIES,301279
Walmer Soup Kitchen,Eastern Cape,CHARITIES,373586
"ADP Free State, Bloemfontein",Free State,CHARITIES,3000000
Agang AIDS Service Organisation,Free State,CHARITIES,500000
AIDS Mission Outreach Trust Lebone Care Centre,Free State,CHARITIES,308100
Aurora Alcohol & Drug Centre,Free State,CHARITIES,437993
Aurora Alcohol & Drug Centre Bloemfontein,Free State,CHARITIES,405000
Bethlehem Child & Family Welfare Society,Free State,CHARITIES,691346
Bultfontein Versorgingsdienste,Free State,CHARITIES,328130
Child & Family Welfare Society Bloemfontein,Free State,CHARITIES,1000000
Catholic Community Service,Free State,CHARITIES,449383
Dihlabeng Development Initiative,Free State,CHARITIES,300000
Epilepsy South Africa,Free State,CHARITIES,199880
FAMSA Bloemfontein,Free State,CHARITIES,581800
FAMSA Northern Free State,Free State,CHARITIES,999758
FAMSA Welkom,Free State,CHARITIES,999486
Golden Gateway Hospice,Free State,CHARITIES,290000
Golden Gateway Hospice Bethlehem,Free State,CHARITIES,503800
Goldfields Child & Family Welfare Society,Free State,CHARITIES,824396
Goldfields Child & Family Welfare Society,Free State,CHARITIES,600000
Huis Silwerjare Petrus Steyn,Free State,CHARITIES,165000
Khanya Community Based Organisation Botshabelo,Free State,CHARITIES,123400
Lady Brand Hospice,Free State,CHARITIES,705760
Lesedi - Lechabile Primary Care,Free State,CHARITIES,300000
Maokeng Association for People living with HIV/AIDS,Free State,CHARITIES,274920
Maokeng Child & Family Welfare Society,Free State,CHARITIES,494244
Naledi Hospice,Free State,CHARITIES,1700000
NG Social Services Free State,Free State,CHARITIES,3000000
"NGKA Ontwikkeliningsdienste, Bloemfontein",Free State,CHARITIES,100000
Northern Free State Mental Health Welkom,Free State,CHARITIES,200000
"Ntataise Trust, Viljoenskroon",Free State,CHARITIES,200000
Ntsoanatsatsi Educare Trust,Free State,CHARITIES,1227268
OVV Brandfort,Free State,CHARITIES,907762
OVV Henneman,Free State,CHARITIES,200000
OVV Kroonstad,Free State,CHARITIES,406878
OVV Management Bloemfontein,Free State,CHARITIES,1000000
OVV Parys,Free State,CHARITIES,89312
OVV Rouxville,Free State,CHARITIES,200000
OVV Smithfield,Free State,CHARITIES,120000
OVV Trompsburg,Free State,CHARITIES,261100
OVV Vereeniging,Free State,CHARITIES,400000
OVV Vereeniging,Free State,CHARITIES,100000
OVV Vredefort,Free State,CHARITIES,576071
Ratanang Pre-School & Crèche,Free State,CHARITIES,100000
"Skemervreugde Sentrum vir Bejaardes , Paul Roux",Free State,CHARITIES,300000
Skemervreugde Sentrum vir Bejaardes Paul  Roux,Free State,CHARITIES,661864
Southern Free State Mental Society,Free State,CHARITIES,461532
Southern Free State Mental Health,Free State,CHARITIES,682300
Thabiso NGO Warrenton,Free State,CHARITIES,400000
Tshepang Educare Trust,Free State,CHARITIES,472720
"Vrystaat Nasorgsentrum, Bloemfontein",Free State,CHARITIES,554795
Wilgerus Versorgingsdienste,Free State,CHARITIES,382942
"Zenzele Y.M.C.A. Pre-School , Kroonstad",Free State,CHARITIES,550000
Society for the Blind Bloemfontein,Free State,CHARITIES,100000
Abraham Kriel Children's Home,Gauteng,CHARITIES,500000
Abraham Kriel Maria Kloppers Children's Home,Gauteng,CHARITIES,2000000
ACFS Community Education & Feeding Scheme,Gauteng,CHARITIES,2000000
Adelaide Tambo School for the Physically Challenged,Gauteng,CHARITIES,350000
ADP Mamelodi,Gauteng,CHARITIES,197000
AFM Executive Welfare,Gauteng,CHARITIES,1576500
African Self-Help Association,Gauteng,CHARITIES,1362975
Agisanang Domestic Abuse Prevention & Training,Gauteng,CHARITIES,2000000
"AIM Centre, Kensington",Gauteng,CHARITIES,200000
Alexandra Health Centre & University Clinic,Gauteng,CHARITIES,3359427
"Amadea Safe House, Karen Park",Gauteng,CHARITIES,200000
Animal Anti Cruelty League JHB,Gauteng,CHARITIES,302162
Ann Harding Cheshire Home,Gauteng,CHARITIES,873410
ASHA Training & Development Trust,Gauteng,CHARITIES,1400000
Association for People with Disabilities,Gauteng,CHARITIES,133200
Association for People with Disabilities,Gauteng,CHARITIES,626470
Atteridgeville Association for the Physically Disabled,Gauteng,CHARITIES,278000
Bambanani Support Group,Gauteng,CHARITIES,100000
Bee Courtwise Education Empowerment,Gauteng,CHARITIES,375000
Botshabelo,Gauteng,CHARITIES,500000
Broken Wings,Gauteng,CHARITIES,768000
Child & Family Welfare Society of Greater Boksburg,Gauteng,CHARITIES,658330
C.W.L. Adoptions Society,Gauteng,CHARITIES,120000
Carroll Shaw Memorial Centre,Gauteng,CHARITIES,400000
Casa Caritas,Gauteng,CHARITIES,300000
Catholic Health Care Association,Gauteng,CHARITIES,2711761
Catholic Women's League,Gauteng,CHARITIES,151700
Catholic Women's League,Gauteng,CHARITIES,193957
CBDP Management Education,Gauteng,CHARITIES,500000
"Child Line, Johannesburg",Gauteng,CHARITIES,1000000
"Christian Social Council , Johannesburg",Gauteng,CHARITIES,300000
Christian Social Council Daspoort,Gauteng,CHARITIES,50000
Christian Social Council Derdepoort,Gauteng,CHARITIES,174640
Christian Social Council of Soshanguve,Gauteng,CHARITIES,768196
Christian Social Council of Wonderboom,Gauteng,CHARITIES,216606
"Christian Social Council, Pretoria North",Gauteng,CHARITIES,126500
Christian Social Services Council Kempton Park,Gauteng,CHARITIES,350000
Cluny Farm Centre JHB,Gauteng,CHARITIES,900000
CMR Benoni,Gauteng,CHARITIES,1500000
CMR Christian Social Council Springs,Gauteng,CHARITIES,250000
CMR Valhalla Centurion,Gauteng,CHARITIES,165940
Community Action Programme,Gauteng,CHARITIES,50000
Community Health Soup Kitchen,Gauteng,CHARITIES,210000
Compassionate Friends,Gauteng,CHARITIES,120000
Connie Mulder Centre,Gauteng,CHARITIES,1000000
Conquest for Life Newclare,Gauteng,CHARITIES,4218793
"Council for the Aged, Kempton Park",Gauteng,CHARITIES,336600
"CSC North , Groenkloof",Gauteng,CHARITIES,570300
"CSC North, Pretoria",Gauteng,CHARITIES,266500
"CSC Ring van Heidelberg, Nigel",Gauteng,CHARITIES,500000
CSSC Presbytery Ferndale,Gauteng,CHARITIES,136780
Deans Shelter,Gauteng,CHARITIES,250000
"Disabled People of Kwa Thema, Springs",Gauteng,CHARITIES,500000
Down Syndrome Association,Gauteng,CHARITIES,100000
"Down Syndrome Association, Lyttelton",Gauteng,CHARITIES,300000
East Rand Protective Workshop,Gauteng,CHARITIES,450000
ECD Projects Association,Gauteng,CHARITIES,256250
Edenvale Child & Family Care Society,Gauteng,CHARITIES,200000
Edenvale Old Age Home,Gauteng,CHARITIES,350000
Educare Sunshine Rust-Ter-Vaal,Gauteng,CHARITIES,100000
Edutak Pre-School Training & Development,Gauteng,CHARITIES,750000
Eersterust Care & Training Centre,Gauteng,CHARITIES,505670
Ekklesia Park Tuiste vir Bejaardes,Gauteng,CHARITIES,474359
Ekupholeni Mental Health & Trauma Centre,Gauteng,CHARITIES,500000
Elandsdrift Parent Association & Child Welfare,Gauteng,CHARITIES,310570
Elsburg Services,Gauteng,CHARITIES,600000
Emmanuel Pre-School Grasmere,Gauteng,CHARITIES,113148
Employment Solutions,Gauteng,CHARITIES,598150
Epilepsy SA Gauteng,Gauteng,CHARITIES,917338
Epworth Children's Village,Gauteng,CHARITIES,1000000
Family Life Centre FAMSA,Gauteng,CHARITIES,1758655
FAMSA Pretoria,Gauteng,CHARITIES,338500
FAMSA Pretoria,Gauteng,CHARITIES,492607
Floc Nursery School Boksburg,Gauteng,CHARITIES,81000
Flower Foundation,Gauteng,CHARITIES,129363
Forest Farm Centre,Gauteng,CHARITIES,475000
"Friends of Sterkfontein , Krugersdorp",Gauteng,CHARITIES,396000
Gauteng Children's Rights Committee,Gauteng,CHARITIES,1000000
"Good Shepherd Fatima House, Pretoria",Gauteng,CHARITIES,150000
Greater Benoni Child & Family Welfare Society,Gauteng,CHARITIES,377000
Greater Benoni Child Welfare,Gauteng,CHARITIES,1000000
Greater Germiston Society for Child & Family Welfare,Gauteng,CHARITIES,350000
Hamlet Foundation,Gauteng,CHARITIES,809536
Hands of Compassion,Gauteng,CHARITIES,277800
Hospice Association of the Witwatersrand,Gauteng,CHARITIES,4387287
Houghton House JHB,Gauteng,CHARITIES,50000
"House of Mercy, Boksburg",Gauteng,CHARITIES,1500000
House Otto Self Help,Gauteng,CHARITIES,483400
"Ikageng Old Age Relief Centre, Sharpeville",Gauteng,CHARITIES,1000000
Ikamva Labantu Cape Town,Gauteng,CHARITIES,499200
Impumelelo Self Help Centre,Gauteng,CHARITIES,381000
Institute for Primary Health,Gauteng,CHARITIES,1000000
Institute for Primary Health,Gauteng,CHARITIES,500000
Iphateleng Social Development Service,Gauteng,CHARITIES,295600
"Irene Home, Pretoria",Gauteng,CHARITIES,84380
Itlhokomeleng Association for the Aged,Gauteng,CHARITIES,1000000
Jacaranda Haven,Gauteng,CHARITIES,519840
Jacaranda Haven Pretoria,Gauteng,CHARITIES,600000
Jeugland Dienssentrum,Gauteng,CHARITIES,27648
Johanna Raath Service Centre,Gauteng,CHARITIES,115000
Johannesburg Association for the Aged,Gauteng,CHARITIES,1758871
Johannesburg Child Welfare Society,Gauteng,CHARITIES,2000000
Johannesburg Child Welfare Society,Gauteng,CHARITIES,500000
Johannesburg Coronation Foundation,Gauteng,CHARITIES,2000000
Johannesburg Jewish Helping Hand Burial Society,Gauteng,CHARITIES,1000000
Johannesburg Parent & Child Counselling Centre,Gauteng,CHARITIES,562012
Johannesburg Society for the Blind,Gauteng,CHARITIES,1000000
Joint Enrichment Project,Gauteng,CHARITIES,857832
Joseph Gerard Foundation,Gauteng,CHARITIES,1244312
Kathlehong Early Learning Resource,Gauteng,CHARITIES,1575500
Khanya Family Centre,Gauteng,CHARITIES,1714108
Krugersdorp Child Welfare,Gauteng,CHARITIES,300000
Krugersdorp Child Welfare,Gauteng,CHARITIES,300000
Kungwini Welfare Organisation,Gauteng,CHARITIES,152500
Lat Wiel Self Help Centre for Quadriplegics,Gauteng,CHARITIES,123500
Leratong Hospice,Gauteng,CHARITIES,1000000
Lethabo Le Khutso,Gauteng,CHARITIES,300000
Lifeline East Rand,Gauteng,CHARITIES,500000
Lifeline Vaal,Gauteng,CHARITIES,300000
Lifeline Vaal Triangle,Gauteng,CHARITIES,226063
Lifeline West Rand,Gauteng,CHARITIES,690250
Little Eden Society,Gauteng,CHARITIES,2000000
Living Link,Gauteng,CHARITIES,210000
Mamelodi Society of the Care of the Aged,Gauteng,CHARITIES,2000000
Marang House,Gauteng,CHARITIES,100000
Marang House,Gauteng,CHARITIES,400000
Marati Senior Citizen Social Club,Gauteng,CHARITIES,25000
Mary Immaculate Queen Pre School,Gauteng,CHARITIES,110000
Meals on Wheels for the Aged,Gauteng,CHARITIES,286963
Millenium Aids Awareness Project,Gauteng,CHARITIES,342720
Mission ,Gauteng,CHARITIES,424586
Mothwa Haven,Gauteng,CHARITIES,651000
New Hope School,Gauteng,CHARITIES,424128
New Image Rover Crew Kwa Thema,Gauteng,CHARITIES,300000
NG Ministry of Caring,Gauteng,CHARITIES,300000
NISAA Institute for Women Development,Gauteng,CHARITIES,500000
Nokuthula Centre,Gauteng,CHARITIES,200000
North Gauteng Mental Health,Gauteng,CHARITIES,1063694
Northern Pretoria Development Scheme,Gauteng,CHARITIES,116860
Novalis House Incorporated,Gauteng,CHARITIES,218288
Novalis House Incorporated,Gauteng,CHARITIES,377375
Ons Herberg Tehuis vir Bejaardes Bronkhorstspruit,Gauteng,CHARITIES,575697
Papillon Foundation,Gauteng,CHARITIES,50000
Peace Makers Home Based Care,Gauteng,CHARITIES,338000
Philani Support Group,Gauteng,CHARITIES,500000
Phyllis Robertson Housing Care & Rehabilitation,Gauteng,CHARITIES,245844
Phyllis Robertson Housing Care & Rehabilitation,Gauteng,CHARITIES,94834
Pioneer House Johannesburg,Gauteng,CHARITIES,500000
Pretoria Central Community Centre,Gauteng,CHARITIES,396900
Pretoria Community Ministries,Gauteng,CHARITIES,1000000
Pretoria School for Cerebral Physical & Learning Disabled,Gauteng,CHARITIES,327123
Pretoria Sungardens Hospice,Gauteng,CHARITIES,2647140
Princess Christian Home,Gauteng,CHARITIES,500000
Princess Christian Home,Gauteng,CHARITIES,270000
Quadriplegic Association of Gauteng,Gauteng,CHARITIES,500000
Quadriplegic Association of Gauteng,Gauteng,CHARITIES,200000
Queen Alexandra Retirement Village JHB,Gauteng,CHARITIES,200000
RAHAB Centre,Gauteng,CHARITIES,451960
Rand Aid Association,Gauteng,CHARITIES,2000000
Ratanang Group for Children with Multiple Disabilities,Gauteng,CHARITIES,518824
Reiger Park Early Childhood & Women Development,Gauteng,CHARITIES,200000
Remme Los Self Help,Gauteng,CHARITIES,300000
Resthaven Ministries,Gauteng,CHARITIES,400000
Restorative Justice,Gauteng,CHARITIES,800000
Rethabile-Taung Day Care Centre,Gauteng,CHARITIES,154600
Rhema Services Foundation,Gauteng,CHARITIES,250000
Roger Stephens Protective Workshop ,Gauteng,CHARITIES,150000
Roodepoort Child & Family Welfare Society ,Gauteng,CHARITIES,300000
Roodepoort Child & Family Welfare Society ,Gauteng,CHARITIES,300000
Roodepoort Care of the Aged ,Gauteng,CHARITIES,336000
Rusoord Centurion ,Gauteng,CHARITIES,812596
SA National Lobby Group BIG ,Gauteng,CHARITIES,250000
Sagewood Foundation ,Gauteng,CHARITIES,680529
San Michelle Home ,Gauteng,CHARITIES,1000000
San Michelle Home ,Gauteng,CHARITIES,1386999
San Park Alcohol & Drug Centre ,Gauteng,CHARITIES,336000
SANCA Eastern Gauteng ,Gauteng,CHARITIES,902914
SANCA Johannesburg ,Gauteng,CHARITIES,1991165
SANCA National Directorate (Eldorado Park Family Crisis Centre) ,Gauteng,CHARITIES,500000
SANCA Pretoria ,Gauteng,CHARITIES,1500000
SANCA Pretoria ,Gauteng,CHARITIES,1500000
SANCA West Rand Clinic ,Gauteng,CHARITIES,1215595
SAVF Claremont ,Gauteng,CHARITIES,690095
SAVF Delia Villa Germiston ,Gauteng,CHARITIES,62008
SAVF Die Anker Tehuis Germiston ,Gauteng,CHARITIES,322000
SAVF Heidelberg ,Gauteng,CHARITIES,292262
SAVF Huis Dien Bothma ,Gauteng,CHARITIES,300000
SAVF Huis Silversig ,Gauteng,CHARITIES,800000
SAVF Jasmyn Kleuterskool ,Gauteng,CHARITIES,150000
SAVF Kowa Pienaar Home for the Aged ,Gauteng,CHARITIES,620000
"SAVF Moreglans Ouetehuis, Krugersdorp ",Gauteng,CHARITIES,450000
SAVF Ring Ting Nursery School & Baby Care ,Gauteng,CHARITIES,200000
SAVF Ring Ting Nursery School & Baby Care ,Gauteng,CHARITIES,200000
SAVF Ruimte Service Centre Pretoria ,Gauteng,CHARITIES,842556
SAVF Twiggy Nursery ,Gauteng,CHARITIES,100000
Self Help Skills Training Centre ,Gauteng,CHARITIES,850000
Self-Help Association of the Disabled SHADAX ,Gauteng,CHARITIES,450000
Services for the Blind ,Gauteng,CHARITIES,500000
Shalom Respite Care Centre ,Gauteng,CHARITIES,290000
Sharpeville Care of the Aged ,Gauteng,CHARITIES,729000
Sharpeville Care of the Aged ,Gauteng,CHARITIES,1593197
Society for the Jewish Handicapped ,Gauteng,CHARITIES,1500000
Soweto Workshop for the Blind ,Gauteng,CHARITIES,551650
SPCA Benoni ,Gauteng,CHARITIES,89633
SPCA Benoni ,Gauteng,CHARITIES,200000
SPCA Brakpan ,Gauteng,CHARITIES,128000
SPCA Bramley ,Gauteng,CHARITIES,200000
SPCA Germiston ,Gauteng,CHARITIES,300000
SPCA Germiston ,Gauteng,CHARITIES,171936
SPCA Heidelberg ,Gauteng,CHARITIES,51600
SPCA Johannesburg ,Gauteng,CHARITIES,100000
SPCA Kempton Park ,Gauteng,CHARITIES,118360
SPCA Randburg ,Gauteng,CHARITIES,100000
SPCA Randfontein ,Gauteng,CHARITIES,300000
SPCA Roodepoort ,Gauteng,CHARITIES,250000
SPCA Sandton ,Gauteng,CHARITIES,100000
SPCA Sandton & Eastern Metro ,Gauteng,CHARITIES,150000
SPCA Vanderbijlpark ,Gauteng,CHARITIES,50000
Springs & Kwa Thema Child & Family Welfare Society ,Gauteng,CHARITIES,1269980
St Francis Care Centre ,Gauteng,CHARITIES,1000000
"St Georges Home, Bedfordview ",Gauteng,CHARITIES,500000
St Giles Association ,Gauteng,CHARITIES,490000
St John Baptist Catholic Clinic ,Gauteng,CHARITIES,1492500
St Josephs Home for the Children ,Gauteng,CHARITIES,600000
St Mary's Children's Home ,Gauteng,CHARITIES,1500000
St Mary's Children's Home ,Gauteng,CHARITIES,500000
St Mary's DSG Outreach ,Gauteng,CHARITIES,1000000
"St Mary's DSG, Pretoria ",Gauteng,CHARITIES,400000
St Nicholas Home for the Children ,Gauteng,CHARITIES,624270
Sunshine Centre Association ,Gauteng,CHARITIES,871680
Talitha Stimulation Centre for Disabled ,Gauteng,CHARITIES,320000
Tembisa Child & Family Welfare Organisation ,Gauteng,CHARITIES,1111219
Tembisa Self Help Ass for Disabled ,Gauteng,CHARITIES,800000
Thabong Educare Resource Centre ,Gauteng,CHARITIES,400000
Thandanani Centre Brothers of Charity Services ,Gauteng,CHARITIES,1000000
Thembelisha Community Support ,Gauteng,CHARITIES,500000
Thusanang Child & Family Welfare Society ,Gauteng,CHARITIES,886394
Thusong Centre for the Mentally Handicapped ,Gauteng,CHARITIES,256926
Tiba Services for the Blind ,Gauteng,CHARITIES,26995
Tikkun ,Gauteng,CHARITIES,2500000
"Township Aids Project, Soweto ",Gauteng,CHARITIES,2003800
Tshwane Deaf Association Pretoria ,Gauteng,CHARITIES,500000
Tshwaranang Midrand ,Gauteng,CHARITIES,50000
Uitkoms Home for Unmarried Mothers ,Gauteng,CHARITIES,124493
Union of Jewish Women ,Gauteng,CHARITIES,35552
Usizo Uluntwini ,Gauteng,CHARITIES,469016
Usizolwethu Home Based Care ,Gauteng,CHARITIES,378850
Vaal Aids Home Based Care ,Gauteng,CHARITIES,200000
Vaal Triangle Alcohol & Drug Help Centre ,Gauteng,CHARITIES,400000
Vanderbijlpark Child & Family Welfare Society ,Gauteng,CHARITIES,450000
Vereeniging Child & Family Welfare Society ,Gauteng,CHARITIES,200000
Villaliza Support Group ,Gauteng,CHARITIES,200000
Vita Nova ,Gauteng,CHARITIES,930000
We Are Not Alone Caregivers ,Gauteng,CHARITIES,150000
West Rand Association for the Physically Disabled ,Gauteng,CHARITIES,800000
Wilson Lebone Crèche ,Gauteng,CHARITIES,215000
Witkoppen Health & Welfare Centre,Gauteng,CHARITIES,477625
Wolmer Community Project,Gauteng,CHARITIES,260000
Women & Men Against Child Abuse,Gauteng,CHARITIES,750000
Women for Peace (Basadi Ba Khotso) East Rand Branch,Gauteng,CHARITIES,50000
Women's Civic Benevolent Society,Gauteng,CHARITIES,445993
Women's Civic Benevolent Society,Gauteng,CHARITIES,300000
Women's Development Foundation,Gauteng,CHARITIES,2500000
Woodside Sanctuary Melville,Gauteng,CHARITIES,560602
YANA Pretoria Association for Persons with Schizophrenia,Gauteng,CHARITIES,300000
Zakheni Early Learning Centre,Gauteng,CHARITIES,164000
Alexandra Homes for the Aged,KwaZulu Natal,CHARITIES,145184
Amanzimtoti Child & Family Welfare Society,KwaZulu Natal,CHARITIES,123650
Amanzimtoti Young Men’s Christian Association,KwaZulu Natal,CHARITIES,525821
"Animal Anti-Cruelty League, Durban",KwaZulu Natal,CHARITIES,200000
Ass for Physically Challenged South Natal,KwaZulu Natal,CHARITIES,600000
Ass for Training & Resources in Early Education,KwaZulu Natal,CHARITIES,885280
Association for the Aged TAFTA,KwaZulu Natal,CHARITIES,1836608
Association for the Physically Challenged Newcastle,KwaZulu Natal,CHARITIES,300000
Association of Sign Language Interpreters,KwaZulu Natal,CHARITIES,195903
Browns School,KwaZulu Natal,CHARITIES,611382
Careways Community Centre,KwaZulu Natal,CHARITIES,101220
Cheshire Home Sparks Estate Overport,KwaZulu Natal,CHARITIES,200000
"Childline Family Centre, Overport",KwaZulu Natal,CHARITIES,500000
Children Assessment & Therapy Centre,KwaZulu Natal,CHARITIES,500000
Clermont Community Resource Centre,KwaZulu Natal,CHARITIES,637342
CMD Kwa-Zulu Natal,KwaZulu Natal,CHARITIES,154166
CMR Vryheid,KwaZulu Natal,CHARITIES,394271
"CREATE- Enable Education, Training & Development",KwaZulu Natal,CHARITIES,700000
Domestic Violence Assistance Programme,KwaZulu Natal,CHARITIES,269940
Durban & Coastal Mental Health Society,KwaZulu Natal,CHARITIES,1000000
Durban Children's Society,KwaZulu Natal,CHARITIES,1681000
Ekubusisweni Child & Family Welfare Society,KwaZulu Natal,CHARITIES,501452
Ekujabuleni Children's Home,KwaZulu Natal,CHARITIES,500000
Emuseni Centre,KwaZulu Natal,CHARITIES,144000
Epilepsy SA KZN,KwaZulu Natal,CHARITIES,950000
Eshowe Child & Family Welfare,KwaZulu Natal,CHARITIES,300000
Eshowe Child & Family Welfare Society,KwaZulu Natal,CHARITIES,750000
Family Literacy Project,KwaZulu Natal,CHARITIES,300000
FAMSA Pietermaritzburg,KwaZulu Natal,CHARITIES,345252
"Fulton School, Durban",KwaZulu Natal,CHARITIES,600000
Greater Molweni Community Resource Centre,KwaZulu Natal,CHARITIES,250000
Greytown & District Care of the Aged,KwaZulu Natal,CHARITIES,500000
Haven of Rest,KwaZulu Natal,CHARITIES,250000
Headway Natal,KwaZulu Natal,CHARITIES,250000
Highway Hospice Association,KwaZulu Natal,CHARITIES,800000
Howick & District Council for the Care of the Aged,KwaZulu Natal,CHARITIES,626362
"Inkululeko , Vryheid",KwaZulu Natal,CHARITIES,240000
Issy Geshen Home,KwaZulu Natal,CHARITIES,388900
Izingolweni Child & Family Welfare Society,KwaZulu Natal,CHARITIES,50000
Kammaland Pre-Primary School,KwaZulu Natal,CHARITIES,426000
King Williamstown Child Youth Care Centre,KwaZulu Natal,CHARITIES,500000
Kingsburgh Child & Family Welfare Society,KwaZulu Natal,CHARITIES,300000
Kingsburgh Child & Family Welfare Society,KwaZulu Natal,CHARITIES,174800
Kokstad Child & Family Welfare Society,KwaZulu Natal,CHARITIES,789806
Koningsdal Child & Youth Care Centre,KwaZulu Natal,CHARITIES,1000000
Kwa Zulu Natal Deaf Association,KwaZulu Natal,CHARITIES,200000
Kwa Mashu Community Resource Centre,KwaZulu Natal,CHARITIES,300000
KwaZulu Natal Federal Council on Disability,KwaZulu Natal,CHARITIES,300000
KwaZulu Natal Programme for Survivors of Violence,KwaZulu Natal,CHARITIES,600000
KwaZulu Natal Society for the Blind,KwaZulu Natal,CHARITIES,500000
KZN Christian Social Services,KwaZulu Natal,CHARITIES,61000
KZN CMD,KwaZulu Natal,CHARITIES,587693
La Gratitude Home for the Aged,KwaZulu Natal,CHARITIES,500000
Ladysmith & District Child & Family Welfare,KwaZulu Natal,CHARITIES,235204
Ladysmith & District Child & Family Welfare Society,KwaZulu Natal,CHARITIES,235204
Lamontville HIV/AIDS Support Centre,KwaZulu Natal,CHARITIES,500000
Lifeline Zululand,KwaZulu Natal,CHARITIES,530000
Lifeline Zululand,KwaZulu Natal,CHARITIES,312480
Little Elephant Centre for Early Education,KwaZulu Natal,CHARITIES,538643
Little Elephant Training Centre for Early Learning Education,KwaZulu Natal,CHARITIES,117500
Mandawe & District Child & Family Welfare,KwaZulu Natal,CHARITIES,700000
Margate & District Child & Family  Care Centre,KwaZulu Natal,CHARITIES,350000
Marian Home Pietermaritzburg,KwaZulu Natal,CHARITIES,125000
Mariann Child Care Group,KwaZulu Natal,CHARITIES,25000
Masakhane Organisation of SA,KwaZulu Natal,CHARITIES,50000
Matatiele Child & Family  Welfare Society,KwaZulu Natal,CHARITIES,325760
Msunduzi Hospice Association,KwaZulu Natal,CHARITIES,790756
Mthubatuba Child & Family Welfare Society,KwaZulu Natal,CHARITIES,200000
Mzamo Child Guidance Clinic,KwaZulu Natal,CHARITIES,759900
Natal Early Learning Resource Unit,KwaZulu Natal,CHARITIES,400000
Natal Kinderhuis,KwaZulu Natal,CHARITIES,300000
Natal Society for the Blind,KwaZulu Natal,CHARITIES,878505
Natalse Christelike Vrouvereeniging Pietermaritzburg,KwaZulu Natal,CHARITIES,400000
Nazareth House Caring for the Aged,KwaZulu Natal,CHARITIES,500000
New Beginnings Early Childhood Development,KwaZulu Natal,CHARITIES,200000
Newcastle Child & Family Welfare Society,KwaZulu Natal,CHARITIES,105000
Newcastle Child & Family Welfare Society,KwaZulu Natal,CHARITIES,255011
Nkosinathi Community Development Organisation,KwaZulu Natal,CHARITIES,150000
Open Door Crisis Care Centre Pinetown,KwaZulu Natal,CHARITIES,200000
"Operation Upgrade, Durban",KwaZulu Natal,CHARITIES,305871
"PADCA, Pietermaritzburg",KwaZulu Natal,CHARITIES,1428685
Phoenix Child & Family Welfare Society,KwaZulu Natal,CHARITIES,238957
Phoenix Community Centre,KwaZulu Natal,CHARITIES,100000
