Province,Sector,Project Number,Name,Amount
GAUTENG,ARTS,56234,Ifa Lethu Foundation,808209.6
GAUTENG,ARTS,56265,Tshwane Foundation,163700.0
GAUTENG,ARTS,56312,Imbali Visual Literacy Project,495183.31
GAUTENG,ARTS,59103,The South Africa Football Museum,7000000.0
GAUTENG,ARTS,59103,The South African Football Museum,2577092.0
GAUTENG,ARTS,59159,Lean On Dance Theatre,1311200.0
GAUTENG,ARTS,72580,Lefatshe La Rona,570000.0
GAUTENG,ARTS,72635,Sustaining the Wild Coast,703002.0
GAUTENG,ARTS,72638,Moving Into Dance Mophatong Trust,1200000.0
GAUTENG,ARTS,72701,Naledi Theatre Awards,523040.0
GAUTENG,ARTS,72704,Eco-Access,1945790.0
GAUTENG,ARTS,72709,Phambili Siyaya Arts,3600000.0
GAUTENG,ARTS,72740,South Africa Music Education Trust,44913.6
GAUTENG,ARTS,72744,Soweto Media Resource Centre,1.0812544E7
GAUTENG,ARTS,72789,Pan African Foundation,1500000.0
GAUTENG,ARTS,72813,Via Broom Youth Club,600000.0
GAUTENG,ARTS,72855,Johannesburg Music Initiative,1500000.0
GAUTENG,ARTS,72857,Waterval Christelike Sentrum,350000.0
GAUTENG,ARTS,72864,Requiem for the Living,1050000.0
GAUTENG,ARTS,72933,Melisizwe Community Theatre,1484340.0
GAUTENG,ARTS,72939,Siyavuka Lateral Improvement Foundation,1140000.0
GAUTENG,ARTS,72945,Gauteng Dance Manyano,754000.0
GAUTENG,ARTS,72953,Stoneridge Primary School,200000.0
GAUTENG,ARTS,72966,The Toughest Young Minds,570000.0
GAUTENG,ARTS,72972,African Leadership Development Trust,886800.0
GAUTENG,ARTS,72981,Cultural Development Trust,270000.0
GAUTENG,ARTS,72996,Soweto Opera Quadro,308804.59
GAUTENG,ARTS,72997,Imbali Combine School,311000.0
GAUTENG,ARTS,73002,Sedibeng Alcohol & Drug Rehabilitation Centre,897000.0
GAUTENG,ARTS,73004,Cultural Development Trust,1217516.1
GAUTENG,ARTS,73041,Tshwane Youth Arts Festival,350000.0
GAUTENG,ARTS,73046,Ikusasa Le Sizwe Community Projects,570000.0
GAUTENG,ARTS,73050,Sparrow Schools Educational Trust,300000.0
GAUTENG,ARTS,73054,ST Matthews Private Secondary School,196980.0
GAUTENG,ARTS,73060,Unomthandazo Company,350000.0
GAUTENG,ARTS,73063,Newtown Improvement District,1458764.0
GAUTENG,ARTS,73071,Tygerpoort Laerskool,200000.0
GAUTENG,ARTS,73073,Community And Prison Organisation,600000.0
GAUTENG,ARTS,73074,Parkdene Primary School,200000.0
GAUTENG,ARTS,73076,Aganang Care Centre,350000.0
GAUTENG,ARTS,73077,Lengau Primary School,200000.0
GAUTENG,ARTS,73078,Kitso Primary School,200000.0
GAUTENG,ARTS,73079,Inkanyezi Day Care Centre & Pre School,200000.0
GAUTENG,ARTS,73080,Itokisetse Primary School,327760.0
GAUTENG,ARTS,73088,Phehello Lower Primary School Committee,200000.0
GAUTENG,ARTS,73095,Tlholo Public School,200000.0
GAUTENG,ARTS,73099,Reakgona Primary School,191889.0
GAUTENG,ARTS,73103,Oasis Faithworks,1389302.0
GAUTENG,ARTS,73104,Lindisa Primary School,200000.0
GAUTENG,ARTS,73113,National Arts And Culture Development Foundation,510000.0
GAUTENG,ARTS,73114,Farrarmere Primary School,100000.0
GAUTENG,ARTS,73116,Buskaid,570000.0
GAUTENG,ARTS,73125,Nokulunga Youth Group,356592.84
GAUTENG,ARTS,73151,Imbali Visual Literacy Project,950000.0
GAUTENG,ARTS,73159,Phambili Ghetto Artists,245500.0
GAUTENG,ARTS,73179,International Fine Arts Association,269439.73
GAUTENG,ARTS,73186,Greenhouse Peoples Environmental  Centre,595000.0
GAUTENG,ARTS,73192,Employment Solutions,314520.0
GAUTENG,ARTS,73195,Kids Haven Benoni,476933.4
GAUTENG,ARTS,73197,Ratanda Young Generation,450000.0
GAUTENG,ARTS,73198,Ratanda Young Generation,479962.0
GAUTENG,ARTS,73201,Black Tie Ensemble,474782.0
GAUTENG,ARTS,73207,Molteno Institute for Language and Literacy,899908.31
GAUTENG,ARTS,73207,Molteno Institute for Language and Literacy,599939.0
GAUTENG,ARTS,73208,Temba Music Project,300000.0
GAUTENG,ARTS,73223,African Cultural Music & Dance Association,1500000.0
GAUTENG,ARTS,73223,African Cultural Music & Dance Association,999975.0
GAUTENG,ARTS,73227,Lesedi Day Care Centre,105000.0
GAUTENG,ARTS,73232,Market Theatre Foundation,4800000.0
GAUTENG,ARTS,73273,Cultural Development Trust,283500.0
GAUTENG,ARTS,73280,Zakheni Training And Development Centre,570000.0
GAUTENG,ARTS,73283,Heavenly Promise 123,569999.7
GAUTENG,ARTS,73283,Heavenly Promise 123,379999.8
GAUTENG,ARTS,73287,Themba Interactive,570000.0
GAUTENG,ARTS,73299,Mbumba Entertainment,570000.0
GAUTENG,ARTS,73325,Isago Theatre Production,319800.0
GAUTENG,ARTS,73326,National Children's Theatre Trust,1600000.0
GAUTENG,ARTS,73335,Jewellery School of Soweto,570000.0
GAUTENG,ARTS,73340,Joyous Celebration Foundation,570000.0
GAUTENG,ARTS,73350,National Eisteddfod Academy,1200000.0
GAUTENG,ARTS,73352,Johannesburg City Parks,350000.0
GAUTENG,ARTS,73353,Midrand Association for Home Based Care,570000.0
GAUTENG,ARTS,73354,Katlehong Early Learning Resource Unit Trust,100000.0
GAUTENG,ARTS,73358,Holy Family College,1048282.2
GAUTENG,ARTS,73364,Deaf Federation of South Africa,900000.0
GAUTENG,ARTS,73367,National Library of South Africa,3900000.0
GAUTENG,ARTS,73391,Tshwane Dance Theatre,760000.0
GAUTENG,ARTS,73403,Dira Sengwe Conferences,350000.0
GAUTENG,ARTS,73460,Johannesburg Heritage Foundation,300000.0
GAUTENG,ARTS,73464,Emphusheni Primary School,200000.0
GAUTENG,ARTS,73491,Forum For The Empowerment of Women,266169.6
GAUTENG,ARTS,73511,The Malea Group Foundation,296836.4
GAUTENG,ARTS,73522,African Cultural Music & Dance Association,260940.0
GAUTENG,ARTS,73537,Gay and Lesbian Memory In Action,299999.74
GAUTENG,ARTS,73542,Bonang Bophelo Development Organisation,200000.0
GAUTENG,ARTS,73547,Voortrekker Museum,1020000.0
GAUTENG,ARTS,73585,Methodist Home For The Aged,250000.0
GAUTENG,ARTS,73601,Sibikwa Community Theatre Project,300000.0
GAUTENG,ARTS,73601,Sibikwa Community Theatre Project,92170.0
GAUTENG,ARTS,73608,Thokoza Care for the Aged,175149.0
GAUTENG,ARTS,73645,Artist Proof Studio,315000.0
GAUTENG,ARTS,73647,Soyikwa Institute Of African Theatre,569580.0
GAUTENG,ARTS,73648,Music Academy of Gauteng,1500000.0
GAUTENG,ARTS,73651,Bambithuba Woman Development Projects,569589.21
GAUTENG,ARTS,73659,Hlabelela Ensemble,350000.0
GAUTENG,ARTS,73670,Ikusasa Le Sizwe Community Project,300000.0
GAUTENG,ARTS,73697,Cultural Development Trust,598000.0
GAUTENG,ARTS,73728,The Synergos Institute Southern Africa,600000.0
GAUTENG,ARTS,73752,Independent Music Exporters South Africa,2607000.0
GAUTENG,ARTS,73769,Performing Arts & Culture Development,867000.0
GAUTENG,ARTS,73773,I-Africa Theatre Education,575000.0
GAUTENG,ARTS,73794,Karos & Kambro,570000.0
GAUTENG,ARTS,73829,People Welfare And Development,1198436.78
GAUTENG,ARTS,73860,Comprecare Joint Venture,570000.0
GAUTENG,ARTS,73864,Luthando Arts Academy,270000.0
GAUTENG,ARTS,73875,English Academy of South Africa,670338.2
GAUTENG,ARTS,73877,Shomang Sebenzani Development Initiative,900000.0
GAUTENG,ARTS,73901,Mamanobo Community Development,295830.0
GAUTENG,ARTS,73904,Imisebeyelanga Service,277272.0
GAUTENG,ARTS,73905,Tshwane North Outreach,183930.0
GAUTENG,ARTS,73912,Siyavuka Lateral Improvement Foundation,1485000.0
GAUTENG,ARTS,73917,Making a Difference Mission Squad South Africa,605611.8
GAUTENG,ARTS,73931,Education Alive,1379377.6
GAUTENG,ARTS,73936,International Classical Music Festival of South Africa,570000.0
GAUTENG,ARTS,73941,Ntsoana Contemporary Dance Theatre,570000.0
GAUTENG,ARTS,73946,Success Music & Drama Institution,349012.92
GAUTENG,ARTS,73955,Vaal University of Technology,529140.0
GAUTENG,ARTS,73958,People Welfare And Development,270000.0
GAUTENG,ARTS,73967,Planact,627000.0
GAUTENG,ARTS,73995,Ring-a Rosy Toy Library,270000.0
GAUTENG,ARTS,73995,Ring-a Rosy Toy Library,163124.9
GAUTENG,ARTS,73996,Batloung Primary School,100000.0
GAUTENG,ARTS,74015,Gauteng Organisation Community Art Centres,1197360.0
GAUTENG,ARTS,74028,Dramatists Against Crime,760000.0
GAUTENG,ARTS,74034,Kungwini Welfare Organisation,557244.0
GAUTENG,ARTS,74066,Medicos Special School,200000.0
GAUTENG,ARTS,74067,Tumelo Home and Hospice Centre,1197000.0
GAUTENG,ARTS,74077,Viva Foundation of South Africa,300000.0
GAUTENG,ARTS,74154,Siyazigabisa Children Youth and Community Organisation,360000.0
GAUTENG,ARTS,74163,Buladitshaba Primary School Committee,169625.0
GAUTENG,ARTS,74205,Committed Artists for Cultural Advancement,884809.92
GAUTENG,ARTS,74220,Iphahlolleng Primary School,120000.0
GAUTENG,ARTS,74230,Classic Youth Club,100000.0
GAUTENG,ARTS,74265,Nhluvuko Enlightenment Productions,300000.0
GAUTENG,ARTS,74271,Becomo Art Centre,300000.0
GAUTENG,ARTS,74293,Hoerskool Fochville,200000.0
GAUTENG,ARTS,74317,South African Arts and Development Association,4650000.0
GAUTENG,ARTS,74324,Traditional Healers Organisation,3200000.0
GAUTENG,ARTS,74397,Fair Trade in Tourism  South Africa,4400000.0
GAUTENG,ARTS,74401,Leamogetswe Safety Home,436702.6
GAUTENG,ARTS,74407,Land Access Movement South Africa,270000.0
GAUTENG,ARTS,74415,Atteridgeville Jewellery Projects,1320000.0
GAUTENG,ARTS,74438,St Joseph Ithuteng Campaign,1.283876248E7
GAUTENG,ARTS,74705,Moses Taiwa Molelekwa Arts Foundation,1500000.0
GAUTENG,ARTS,74708,Novesi Organisation,266750.0
GAUTENG,ARTS,74735,National Delphic Council of South Africa,6000000.0
GAUTENG,ARTS,74738,National Council for Persons with Physical Disabilities,400000.0
GAUTENG,ARTS,74739,National Association for Persons Cerebral Palsy,300000.0
GAUTENG,ARTS,74745,South African History Archive,570000.0
GAUTENG,ARTS,74753,Tsebo Foundation,898500.0
GAUTENG,ARTS,74756,Kitso Lesedi Community Development,665000.0
GAUTENG,ARTS,74756,Kitso Lesedi Community Development,285000.0
GAUTENG,ARTS,74793,Marimba Education Foundation,1200000.0
GAUTENG,ARTS,74797,Refilwe Tshwaraganang Welfare,900000.0
GAUTENG,ARTS,74802,Refilwe Tshwaraganang Welfare,570000.0
GAUTENG,ARTS,74806,Kara Heritage Institute,4500000.0
GAUTENG,ARTS,74809,Tshwane Leadership Foundation Trust,500000.0
GAUTENG,ARTS,74848,Diepkloof Self Help Projects,400000.0
GAUTENG,ARTS,74849,"Jewish National Fund,Walter Sisulu Enviroment Centre",450000.0
GAUTENG,ARTS,74955,International Classical Music Festival of South Africa,1199999.77
GAUTENG,ARTS,75009,Mutloatse Arts Heritage Trust,1139595.6
GAUTENG,ARTS,75018,Phambili Siyaya Arts,760000.0
GAUTENG,ARTS,75026,National Children and Violence Trust,1667391.0
GAUTENG,ARTS,74402,Intuthuko Art Production,887966.4
GAUTENG,ARTS,86158,Break-Through Centre,3520000.0
GAUTENG,ARTS,91912,Tinyungubyiseni Vatsonga,8664000.0
GAUTENG,ARTS,91912,Tinyungubyiseni Vatsonga,2166000.0
GAUTENG,ARTS,91941,Gospel Music Association,3000000.0
GAUTENG,ARTS,94120,Buyambo Cultural Organisation,4600000.0
GAUTENG,CHARITIES,51265,Jabavu Tholimpilo Care,200000.0
GAUTENG,CHARITIES,51400,Sunshine Early Learning Day Care Centre,130870.0
GAUTENG,CHARITIES,52083,Babinaphuti Junior Secondary School,124433.0
GAUTENG,CHARITIES,54276,Country-Wide Uncedolwabantu & Health Service Provider,220000.0
GAUTENG,CHARITIES,55768,Kotulong Community Centre,228200.0
GAUTENG,CHARITIES,57066,Nyahato Home Base Care,234750.0
GAUTENG,CHARITIES,57803,Patrice Motsepe Home Base Care,285223.0
GAUTENG,CHARITIES,58121,A Health Care NPC,78750.0
GAUTENG,CHARITIES,58128,Alex San Kopano Trust,167907.0
GAUTENG,CHARITIES,59133,Intuthuko Educare Centre,133950.0
GAUTENG,CHARITIES,59302,Love In Action Montessori Preschool & Practioners,148301.0
GAUTENG,CHARITIES,62304,Seatlholeng Day Care Centre,160405.0
GAUTENG,CHARITIES,62807,Zanempilo Home Based Care Training,278000.0
GAUTENG,CHARITIES,63523,Khanyisa HIV/AIDS & Genetics Home,179100.0
GAUTENG,CHARITIES,63806,Uggy's Day Care Centre,129000.0
GAUTENG,CHARITIES,64911,Rebone Day Care Centre,77618.0
GAUTENG,CHARITIES,65140,Boipoloko Stimulation Day Care Centre,106000.0
GAUTENG,CHARITIES,65144,Boikago Day Care Centre,107000.0
GAUTENG,CHARITIES,65149,Better Life Preschool,103000.0
GAUTENG,CHARITIES,65378,Boitumelo Preschool and Creche,212000.0
GAUTENG,CHARITIES,65530,Golang Education Outreach,210000.0
GAUTENG,CHARITIES,65533,Tswelopele Boikutsong Preschool,162551.0
GAUTENG,CHARITIES,65681,Rathabile Day Care,155449.0
GAUTENG,CHARITIES,65706,Tswelelang Creche,137000.0
GAUTENG,CHARITIES,65710,Leratong Nursery School,233590.0
GAUTENG,CHARITIES,65716,Tswelopele Preschool And Creche,190000.0
GAUTENG,CHARITIES,65721,Re Ananela Thuto Nursery & Preschool,187000.0
GAUTENG,CHARITIES,65722,Lebohang Child Care,233590.0
GAUTENG,CHARITIES,65730,Kutlwanong Early Childhood Development,100000.0
GAUTENG,CHARITIES,65731,Lesedi La Thuto Preschool,140750.0
GAUTENG,CHARITIES,65767,Kopano Day Care Centre,94750.0
GAUTENG,CHARITIES,65908,Khanya Africa Development Services,100000.0
GAUTENG,CHARITIES,65922,Siyaphambili Development Centre,100000.0
GAUTENG,CHARITIES,65988,Vaal Triangle Alcohol & Drug Help Centre,653600.0
GAUTENG,CHARITIES,65994,Thembelihle Preschool,131500.0
GAUTENG,CHARITIES,66038,Kagiso Faith Based Organisation,172100.0
GAUTENG,CHARITIES,66068,Hugg-A-Bunny Early Childhood Learning,130926.0
GAUTENG,CHARITIES,66081,Redibone Day Care Centre,164550.0
GAUTENG,CHARITIES,66342,Kamohelo Community Development Centre,60000.0
GAUTENG,CHARITIES,66396,Sunshine Day Care Centre,88500.0
GAUTENG,CHARITIES,66406,Polka Dot Angles Care Centre,100000.0
GAUTENG,CHARITIES,66407,Phahamang Preschool,150000.0
GAUTENG,CHARITIES,66413,Ubuhle Bontle Community Home Based Organisation,297998.0
GAUTENG,CHARITIES,66435,Persevere Until Something Happens,797656.0
GAUTENG,CHARITIES,66462,Welcome Pre School & Day Care Centre,120000.0
GAUTENG,CHARITIES,66475,Sandringham Gardens,200000.0
GAUTENG,CHARITIES,66478,Siyazenzela Community Projects,406000.0
GAUTENG,CHARITIES,66495,Thusanang Preschool,200000.0
GAUTENG,CHARITIES,66499,Buhle Bezwe Early Childhood Development,162837.0
GAUTENG,CHARITIES,66502,Phakamani Day Care & Preschool,115250.0
GAUTENG,CHARITIES,66526,Four Steps HBC,133250.0
GAUTENG,CHARITIES,66571,Mamanobo Community Development,221500.0
GAUTENG,CHARITIES,66597,Masoko Day Care and Preschool,92850.0
GAUTENG,CHARITIES,66611,Goodhope Centre,116590.0
GAUTENG,CHARITIES,66612,Klapkorn Play Centre,167975.0
GAUTENG,CHARITIES,66615,Tsakane Day Care,182385.0
GAUTENG,CHARITIES,66640,Kgatelopele Centre For Destitute Children,192898.0
GAUTENG,CHARITIES,66787,Boikhutso Day Care Centre,171981.0
GAUTENG,CHARITIES,66789,Thabong Creche,96000.0
GAUTENG,CHARITIES,66807,Siyabonga Life Skills Centre for the Mentally Disabled,188400.0
GAUTENG,CHARITIES,66857,Meriting Service for Older Persons,57400.0
GAUTENG,CHARITIES,67085,Kopano Lerato OVC Program,215000.0
GAUTENG,CHARITIES,67750,Little BJ's Preschool,84500.0
GAUTENG,CHARITIES,67757,Thokozani Day Care Centre,62350.0
GAUTENG,CHARITIES,67762,Freedom Kinder Garden,145877.0
GAUTENG,CHARITIES,67763,Kopano Educare Centre,127057.0
GAUTENG,CHARITIES,67765,Senzokuhle Day Care Centre,149000.0
GAUTENG,CHARITIES,67773,Zicabangeleni Project,189649.0
GAUTENG,CHARITIES,67786,Project Literacy,956300.0
GAUTENG,CHARITIES,67796,Kiddies Paradise Day Care & Preschool,124569.0
GAUTENG,CHARITIES,67817,Bophelo Home Based Care,208500.0
GAUTENG,CHARITIES,67821,Nkululeko Day Care Centre,173000.0
GAUTENG,CHARITIES,67823,Alra Park Pre School,180699.0
GAUTENG,CHARITIES,67845,Alzheimers South Africa,4999261.0
GAUTENG,CHARITIES,67848,Ikhwezi Congregation Outreach Project,94250.0
GAUTENG,CHARITIES,67867,East Rand Children's Haven,172500.0
GAUTENG,CHARITIES,67874,ADHASA,206500.0
GAUTENG,CHARITIES,67888,Winnies Day Care Centre,277657.0
GAUTENG,CHARITIES,67906,Zakheni Training and Development Centre,219400.0
GAUTENG,CHARITIES,67953,South African Youth Alive Health Campaign Awareness Centre,211500.0
GAUTENG,CHARITIES,67957,Nova Institute,142665.0
GAUTENG,CHARITIES,67959,Simunye -Thuso Club for the Elderlies,185800.0
GAUTENG,CHARITIES,67977,South African National Council for the Blind,2485048.0
GAUTENG,CHARITIES,68002,Kopanang Centre for Children,291676.0
GAUTENG,CHARITIES,68011,Country-Wide Uncedolwabantu & Health Service Provider,303000.0
GAUTENG,CHARITIES,68025,Ekukhanyeni Relief Project,245700.0
GAUTENG,CHARITIES,68025,Ekukhanyeni Relief Project,245700.0
GAUTENG,CHARITIES,68028,Siphumelele Home Based Care,270648.0
GAUTENG,CHARITIES,68030,The GetOn Foundation Trust,123550.0
GAUTENG,CHARITIES,68036,Almac Developmental Centre,114692.0
GAUTENG,CHARITIES,68051,Tlhalefang Educare Centre,107400.0
GAUTENG,CHARITIES,68058,Boiketlo Early Learning Centre,122750.0
GAUTENG,CHARITIES,68077,Vuka'Ibambe Preschool and Creche,75500.0
GAUTENG,CHARITIES,68093,Basadi Pele Foundation,396800.0
GAUTENG,CHARITIES,68102,Khanyisile Day Care Centre,193500.0
GAUTENG,CHARITIES,68109,Leratong Day Care Centre,73350.0
GAUTENG,CHARITIES,68122,Nigel Caring Community,325000.0
GAUTENG,CHARITIES,68126,Smile Foundation,308750.0
GAUTENG,CHARITIES,68133,Makukhanye Alcohol and Drug Centre,203000.0
GAUTENG,CHARITIES,68178,Tshwane Foundation,677000.0
GAUTENG,CHARITIES,68190,Sebueng Itumeleng,206450.0
GAUTENG,CHARITIES,68191,National Peace Accord Trust,900000.0
GAUTENG,CHARITIES,68211,Oliven Development Association,295450.0
GAUTENG,CHARITIES,68211,Oliven Development Association,295449.0
GAUTENG,CHARITIES,68213,Malibongwe Day Care & Pre School Centre,162150.0
GAUTENG,CHARITIES,68214,Mpumelelo Phambili Educare Centre,93350.0
GAUTENG,CHARITIES,68221,Creative Early Learning & Care,93397.0
GAUTENG,CHARITIES,68224,The Potato Foundation,68309.0
GAUTENG,CHARITIES,68245,Tshegetsanang Support Group,147725.0
GAUTENG,CHARITIES,68248,Tshepo Educare Centre,144800.0
GAUTENG,CHARITIES,68253,Little Baby Bear Day Care And Community Development Care,126824.0
GAUTENG,CHARITIES,68254,Zenith Preschool and Day Care Centre,180263.0
GAUTENG,CHARITIES,68265,Mohlakeng Old Age Home,661000.0
GAUTENG,CHARITIES,68273,Imamelle Day Care Centre,72150.0
GAUTENG,CHARITIES,68279,Land Of  Joy Day Care,213750.0
GAUTENG,CHARITIES,68288,Kathorus Traditional Healers Association,275000.0
GAUTENG,CHARITIES,68305,Land of Joy Learning Centre,166500.0
GAUTENG,CHARITIES,68309,Boitumelo Day Care & Pre- School,101750.0
GAUTENG,CHARITIES,68332,Tshepong Preschool,226040.0
GAUTENG,CHARITIES,68371,Embelekweni Edu-Care Centre,127850.0
GAUTENG,CHARITIES,68389,Christian Social Services Council Boksburg,433373.0
GAUTENG,CHARITIES,68400,Mauoane Preschool,242547.0
GAUTENG,CHARITIES,68404,Ikageng Itireleng AIDS Ministry,675712.0
GAUTENG,CHARITIES,68416,Umthunzi Community Projects,205023.0
GAUTENG,CHARITIES,68445,Steve Biko Foundation,749504.0
GAUTENG,CHARITIES,68450,Operation Anti Freeze Inner City Uplifment,456900.0
GAUTENG,CHARITIES,68466,Lerato Private Children's Home,152000.0
GAUTENG,CHARITIES,68483,Kids Care and Support Trust,157500.0
GAUTENG,CHARITIES,68500,Masizakhe Project For The Physically Disabled,450000.0
GAUTENG,CHARITIES,68513,Centre for People with Disabilities,330800.0
GAUTENG,CHARITIES,68516,Leratong Early Childhood Development,198850.0
GAUTENG,CHARITIES,68517,Malebo Day Care Centre,128200.0
GAUTENG,CHARITIES,68520,Tshireletso Day Care Centre,120988.0
GAUTENG,CHARITIES,68535,SPCA Sandton,565079.0
GAUTENG,CHARITIES,68545,New Image Rover Crew,542796.0
GAUTENG,CHARITIES,68547,Thalitha Kumi Primary Health Care,175500.0
GAUTENG,CHARITIES,68547,Thalitha Kumi Primary Health Care,175500.0
GAUTENG,CHARITIES,68563,Ipholoseng Youth Projects,102500.0
GAUTENG,CHARITIES,68568,Tshepang Programme for Orphaned and Vulnerable Children,240000.0
GAUTENG,CHARITIES,68580,Kefilwe Mpho Foundation,275000.0
GAUTENG,CHARITIES,68581,Women's Civic Benevolent Society,441000.0
GAUTENG,CHARITIES,68588,Aregoleng Day Care,223325.0
GAUTENG,CHARITIES,68590,Family Care Ministries,81799.0
GAUTENG,CHARITIES,68598,Delta Christian Centre,163000.0
GAUTENG,CHARITIES,68600,The Little Roses Day Care And Preschool,310769.0
GAUTENG,CHARITIES,68602,Impumelelo Self Help Centre,215101.0
GAUTENG,CHARITIES,68607,Itsoseng Care Givers Project,213000.0
GAUTENG,CHARITIES,68616,Give Light Day Care Centre,117000.0
GAUTENG,CHARITIES,68621,Ecumenical Service For Socio-Economic Transformation,250641.0
GAUTENG,CHARITIES,68621,Ecumenical Service For Socio-Economic Transportation,250640.0
GAUTENG,CHARITIES,68624,New Jerusalem Children's Home,1846000.0
GAUTENG,CHARITIES,68636,Itsoseng Community Creche,141198.0
GAUTENG,CHARITIES,68639,Annani Trauma Centre,262648.0
GAUTENG,CHARITIES,68648,Good Hope Community Organisation,247069.0
GAUTENG,CHARITIES,68660,Nishtara Alcohol and Drug Centre,733000.0
GAUTENG,CHARITIES,68680,Bosabosele Outreach Projects,133900.0
GAUTENG,CHARITIES,68715,Mandelaville Crisis Committee,119400.0
GAUTENG,CHARITIES,68717,Mvelaphanda Day Care and Preschool,344000.0
GAUTENG,CHARITIES,68739,St John The Old Age Home,385430.0
GAUTENG,CHARITIES,68744,Leratong Early Learning Centre,558910.0
GAUTENG,CHARITIES,68748,Yakha Ikusasa Manje Health Development Centre,523700.0
GAUTENG,CHARITIES,68750,Siphesihle Home Based Care,200000.0
GAUTENG,CHARITIES,68758,Tswelelopelo 'A' and 'B' Educare Centre,506370.0
GAUTENG,CHARITIES,68787,Greater Germiston Women Empowerment Consortium,184039.0
GAUTENG,CHARITIES,68789,Starfish Greathearts Foundation,222330.0
GAUTENG,CHARITIES,68792,Imfundo Thuto Preschool,92000.0
GAUTENG,CHARITIES,68801,Tateni Home Care Nursing Service,889900.0
GAUTENG,CHARITIES,68809,Bokamoso Skills and Economic Development,424652.0
GAUTENG,CHARITIES,68830,Are Ithuteng Day Care Centre,164671.0
GAUTENG,CHARITIES,68830,Are Ithuteng Day Care Centre,164670.0
GAUTENG,CHARITIES,68830,Are Ithuteng Day Care Centre,164670.0
GAUTENG,CHARITIES,68863,Kwenele-Place for New Hope,148050.0
GAUTENG,CHARITIES,68889,Legal Resources Centre,1000000.0
GAUTENG,CHARITIES,68897,Lina Memorial Day Care,80767.0
GAUTENG,CHARITIES,68901,Re Lebile Kanana Community Training & Development,551312.0
GAUTENG,CHARITIES,68904,Qumi Homes Voluntary Association,55000.0
GAUTENG,CHARITIES,68982,Mikateko Day Care Centre,75054.0
GAUTENG,CHARITIES,68983,Tsakane Old Age Home,985983.0
GAUTENG,CHARITIES,68996,West Rand Youth Development,109087.0
GAUTENG,CHARITIES,69006,Philani  Community Development Programme,148925.0
GAUTENG,CHARITIES,69022,Future Of The African Daughter,386000.0
GAUTENG,CHARITIES,69022,Future Of The African Daughter,386000.0
GAUTENG,CHARITIES,69030,Inkulisa Day Care,130000.0
GAUTENG,CHARITIES,69037,Beam Sun Educational Training Centre,176650.0
GAUTENG,CHARITIES,69042,Epilepse South Africa,1240000.0
GAUTENG,CHARITIES,69049,Kamogelong Ya Sechaba HIV & Aids,231900.0
GAUTENG,CHARITIES,69051,Tumelo Home for the Mentally Handicapped,602000.0
GAUTENG,CHARITIES,69053,Restorative Justice Centre,970985.0
GAUTENG,CHARITIES,69065,Thokoza Progressive Youth,298350.0
GAUTENG,CHARITIES,69074,Alexandra Health Centre & University Clinic,527000.0
GAUTENG,CHARITIES,69084,Kliptown Youth Program,714000.0
GAUTENG,CHARITIES,69094,Ipelegeng Youth Leadership Development,543300.0
GAUTENG,CHARITIES,69108,Siphiwe Montessori School,109500.0
GAUTENG,CHARITIES,69112,Hope for Life Winterveldt,573000.0
GAUTENG,CHARITIES,69115,Early To Rise Day Care,153250.0
GAUTENG,CHARITIES,69117,Ithlokomeleng Assoc. of Aged & Disabled Persons,975000.0
GAUTENG,CHARITIES,69123,Wonke Wonke Day Care Centre,121398.0
GAUTENG,CHARITIES,69135,Khulumani Support Group,541000.0
GAUTENG,CHARITIES,69137,Busisiwe Day Care Centre,93899.0
GAUTENG,CHARITIES,69147,Zamula Community Network,230466.0
GAUTENG,CHARITIES,69161,Thuto Lerato Day Care,120200.0
GAUTENG,CHARITIES,69163,Vukovar Community Development Initiatives South Africa,598000.0
GAUTENG,CHARITIES,69165,Simunye Day Care,65399.0
GAUTENG,CHARITIES,69167,Kiddies Day Care Centre,85000.0
GAUTENG,CHARITIES,69171,Learn and Live Christian Creche,82620.0
GAUTENG,CHARITIES,69187,Qinani Preschool,127400.0
GAUTENG,CHARITIES,69219,Thandanani Kids Initiative,108700.0
GAUTENG,CHARITIES,69221,Ikhayalam Day Care,93600.0
GAUTENG,CHARITIES,69229,HIV-AIDS link Education & Develop Organisation,1025500.0
GAUTENG,CHARITIES,69233,Nomcebo Community Development Projects,430200.0
GAUTENG,CHARITIES,69243,ST . Martin  De Porres Development  Project,530500.0
GAUTENG,CHARITIES,69245,Tshedimosetso Youth Network,216000.0
GAUTENG,CHARITIES,69278,United Sisterhood,300000.0
GAUTENG,CHARITIES,69286,Highveld Anglican Board Of Social Responsibility,231000.0
GAUTENG,CHARITIES,69368,Silungiswa Health Institute,94966.0
GAUTENG,CHARITIES,69394,Retina South Africa,308200.0
GAUTENG,CHARITIES,69420,South African Men's Action Group,739500.0
GAUTENG,CHARITIES,69422,Rishile Day Care And Preschool,102920.0
GAUTENG,CHARITIES,69432,Nantshingwayo Projects,168987.0
GAUTENG,CHARITIES,69444,Ulwazi Day Care,152227.0
GAUTENG,CHARITIES,69459,National Association for Persons Cerebral Palsy,410000.0
GAUTENG,CHARITIES,69464,Tsogang Setshaba Community Project,301500.0
GAUTENG,CHARITIES,69464,Tsogang Setshaba Community Project,301500.0
GAUTENG,CHARITIES,69466,Takalani Day Care Centre,164955.0
