Date,Project,Name,Province,Sector,Amount
2018-02-28,88027,SIHLOSOKUHLE DEVELOPMENT FOUNDATION,KZN,CHARITIES,80000.0
2018-01-16,88030,OPERATION UPGRADE OF SOUTH AFRICA,KZN,CHARITIES,95200.0
2017-12-05,88031,PHILISANI NON-GOVERNMENTAL ORGANISATION HEALTH CARE,KZN,CHARITIES,250000.0
2018-01-25,88036,BELFAST RUSOORD,MP,SPORTS,140000.0
2017-11-28,88040,MPUMELELO YOUTH DEVELOPMENT CENTRE,MP,CHARITIES,92500.0
2017-10-27,88048,SINAMANDLA,KZN,CHARITIES,96000.0
2018-03-02,88049,T.L.C. HOME SERVICES,KZN,CHARITIES,416794.0
2018-02-09,88050,RELEBOGILE COMMUNITY CRECHE,MP,CHARITIES,140000.0
2017-12-20,88057,CHATSWORTH CHILD AND FAMILY WELFARE SOCIETY,KZN,CHARITIES,185600.0
2017-11-21,88059,CLERMONT COMMUNITY RESOURCE CENTRE,KZN,CHARITIES,249947.0
2017-12-15,88064,KHOMANANI DAY CARE CENTRE,MP,CHARITIES,140225.0
2018-03-16,88066,FAITH BURLINGTON COMMUNITY CRECHE,MP,CHARITIES,153800.0
2018-03-07,88068,NELSPRUIT CHILD WELFARE SOCIETY,MP,CHARITIES,674800.0
2017-09-28,88069,MASINGITA CRECHE,MP,CHARITIES,92500.0
2018-02-15,88079,UBUNTU CRISIS AND FAMILY CARE CENTRE,KZN,CHARITIES,126000.0
2018-02-15,88081,LUNGISANI INDLELA TRUST,KZN,CHARITIES,230500.0
2017-12-15,88083,KWAZAMOKUHLE SCHOOL FOR THE HANDICAPPED,KZN,CHARITIES,715500.0
2017-11-28,88084,IZANDLA ZOTHANDO FOUNDATION,KZN,CHARITIES,236000.0
2017-11-21,88089,THEMBALETHU CRECHE,KZN,CHARITIES,142750.0
2018-03-07,88097,EPILEPSY FOUNDATION SOUTH AFRICA,KZN,CHARITIES,736000.0
2017-11-28,88099,SIZANANI CRECHE & PRE-SCHOOL,KZN,CHARITIES,130000.0
2018-01-16,88103,UMLAZI CHRISTIAN CARE SOCIETY,GP,CHARITIES,124000.0
2018-02-28,88106,ZINAKEKELWE CHILDREN'S FOUNDATION,KZN,CHARITIES,139000.0
2017-10-27,88110,KWA MASHU FAMILY AND CHILD WELFARE SOCIETY,KZN,CHARITIES,235942.11
2017-06-29,88111,VUKUZITHATHE COMMUNITY HEALTH AND WELFARE DEVELOPMENT ORGANISATION,KZN,CHARITIES,373487.0
2018-02-15,88114,KWAKRISTO UMSINDISI HIV/AIDS POVERTY ALLEVIATION,KZN,CHARITIES,142688.0
2017-10-27,88125,MZOKHANYAYO  CRECHE AND PRE SCHOOL,KZN,CHARITIES,124050.0
2017-10-13,88130,ZAMA ZAMA EDUCARE CENTRE,MP,CHARITIES,166232.0
2018-02-23,88137,NTATAISE LOWVELD TRUST,MP,CHARITIES,295700.0
2017-10-12,88139,PIET CRECHE,MP,CHARITIES,107500.0
2017-10-12,88141,QHUVEKANI CRECHE / PRE-SCHOOL,MP,CHARITIES,108500.0
2017-10-12,88142,MARULA PARK PRE-SCHOOL & NURSERY,MP,CHARITIES,73500.0
2018-02-23,88144,SOUTH AFRICAN ACTIVE DISABLED PEOPLE'S ASSOCIATION,MP,CHARITIES,123000.0
2017-07-20,88146,BAPHIKELELI CARE GIVERS,MP,CHARITIES,404696.0
2017-10-12,88147,NHLALALA DAY CARE CENTRE,MP,CHARITIES,94000.0
2017-10-12,88148,TJAKASTAD DROP IN CENTRE,MP,CHARITIES,121600.0
2017-10-12,88151,GOOD HOPE CRECHE,MP,CHARITIES,199500.0
2017-04-21,88152,THANDISIZWE MBUZINI HOME BASED CARE,MP,CHARITIES,200000.0
2018-01-29,88154,SIZANANI HOME BASED CARE,GP,CHARITIES,156600.0
2018-02-28,88155,MIDLANDS COMMUNITY COLLEGE,KZN,CHARITIES,140434.0
2017-10-12,88168,ZENZELENI CHILDRENS AND YOUTH VILLAGE ARTS & AGRICULTURE,GP,CHARITIES,123133.0
2017-11-28,88175,SIYANAKEKELA -WE CARE,KZN,CHARITIES,300000.0
2017-12-15,88183,REFUWE DAY CARE CENTRE,GP,CHARITIES,138000.0
2017-08-23,88186,GREATER GIYANI OLDER PERSONS FORUM,LP,CHARITIES,78000.0
2018-02-15,88188,IGUGU ELIHLE CRECHE,KZN,CHARITIES,127000.0
2017-12-15,88191,THUTO KE LERE DAY CARE CENTRE,GP,CHARITIES,139000.0
2017-09-28,88196,MORNING GLORY CRECHE,MP,CHARITIES,300000.0
2017-08-15,88197,JABULANI CRECHE,MP,CHARITIES,162000.0
2017-07-20,88201,MKHONDO COMMUNITY DEVELOPMENT CENTRE,MP,CHARITIES,171950.0
2017-12-05,88205,INQOLA KANOAH,KZN,CHARITIES,100000.0
2018-03-29,88209,ACVV ELDORADO DIENSTAK,EC,CHARITIES,1601329.0
2018-01-18,88211,SIYAPHAMBILI NGXONGWANE DEVELOPMENT ORGANISATION,GP,CHARITIES,140000.0
2017-05-25,88218,ST FRANCIS HOSPICE ASSOCIATION,EC,CHARITIES,830000.0
2018-03-26,88220,TSOHANG CRECHE,GP,CHARITIES,136800.0
2018-02-09,88223,HOLY CROSS CHILD AND YOUTH CARE CENTRE,WC,CHARITIES,472750.0
2017-12-15,88224,LOFENTSE PRE-SCHOOL,GP,CHARITIES,134500.0
2018-01-25,88230,TSHITSO PRE SCHOOL,GP,CHARITIES,148000.0
2017-12-15,88233,LINDOKUHLE HOMEBASED CARE,GP,CHARITIES,153114.0
2017-11-28,88235,SESIYENZA PROJECT CLUB,KZN,CHARITIES,163000.0
2018-02-28,88236,LEBOHANG PRE-SCHOOL,GP,CHARITIES,140000.0
2018-03-22,88238,SOPHUMELELA CENTRE,EC,CHARITIES,256544.0
2018-02-28,88241,SIPHESONKE DAY CARE CENTRE,GP,CHARITIES,165352.0
2018-01-29,88247,ENTOKOZWENI PRE-SCHOOL AND CRECHE,GP,CHARITIES,140000.0
2018-01-23,88270,SALLY'S DAY CARE CENTRE,LP,CHARITIES,60000.0
2018-02-15,88271,HARMONY RETREAT,KZN,CHARITIES,152500.0
2018-03-16,88273,INSTITUTE OF TRAINING AND EDUCATION FOR CAPACITY BUILDING,EC,CHARITIES,524000.0
2018-03-12,88275,HOPE TRUST,KZN,CHARITIES,128000.0
2018-03-16,88280,THE HAVEN WELLNESS CENTRE,EC,CHARITIES,521500.0
2017-10-12,88281,CAREL DU TOIT TRUST (EAST LONDON),EC,CHARITIES,170248.3
2018-01-25,88282,KATLEHO DAY CARE CENTRE,GP,CHARITIES,140000.0
2017-10-12,88287,TSHEMBHEKANI CRECHE,MP,CHARITIES,93785.0
2018-01-16,88289,PHUTOLOHA PRE-SCHOOL,LP,CHARITIES,140000.0
2017-09-28,88300,NJOMBO PRE-SCHOOL,MP,CHARITIES,99500.0
2017-11-28,88301,BONGI DAY CARE,GP,CHARITIES,112600.0
2018-03-29,88302,BEST IS GOOD ENOUGH DAY CARE AND  PRE SCHOOL,GP,CHARITIES,139300.0
2017-05-12,88304,DOXA YOUTH PROGRAMS,EC,CHARITIES,176750.0
2018-01-16,88307,ITIRELENG DROP IN CENTRE,KZN,CHARITIES,112600.0
2018-02-28,88310,WOMAN AGAINST RAPE,GP,CHARITIES,195000.0
2018-01-16,88316,INKANYEZI HOME BASED CARE,GP,CHARITIES,134000.0
2018-01-16,88324,KGATELOPELE HOME COMMUNITY BASED CARE,KZN,CHARITIES,90000.0
2018-01-29,88325,TOP CITY CRECHE,GP,CHARITIES,98540.0
2018-01-11,88329,HEAVENLY KIDZ,GP,CHARITIES,132000.0
2017-10-12,88332,D.J. SOBEY OLD AGE HOME,EC,CHARITIES,205000.0
2018-03-12,88333,MMA-BANA PRE-SCHOOL,GP,CHARITIES,146000.0
2017-11-28,88335,LANGAZELA CRECHE,KZN,CHARITIES,96540.0
2017-10-12,88337,FAMILIES SOUTH AFRICA (FAMSA STUTTERHEIM),EC,CHARITIES,200000.0
2017-04-19,88340,DIMBAZA SOCIETY FOR THE AGED,EC,CHARITIES,655000.0
2018-01-16,88348,NQUBEKO CRECHE,GP,CHARITIES,143954.0
2018-02-28,88363,MPHE SERITI ORPHANS AND VULNERABLE CHILDREN,GP,CHARITIES,112060.0
2017-11-28,88367,SANTA FANANG DIATLA,LP,CHARITIES,106098.0
2017-04-12,88372,RONALD MCDONALD HOUSE (RMHC) SOUTH AFRICA,GP,CHARITIES,244000.0
2017-06-29,88375,BADISA,WC,CHARITIES,1154000.0
2017-09-28,88380,HIKATEKILE CRECHE,MP,CHARITIES,89000.0
2018-03-29,88386,SMALL PROJECTS FOUNDATION,EC,CHARITIES,613000.0
2018-01-25,88388,SAVF SENATUS DIENSSENTRUM,GP,CHARITIES,142000.0
2018-02-23,88390,KIDEO-KID EDUCARE CENTRE,MP,CHARITIES,100000.0
2017-08-23,88392,THUSANANG TRUST: HAENERTSBURG,LP,CHARITIES,260104.0
2017-08-29,88394,THE ASSOCIATION FOR THE REHABILITATION OF PERSONS WITH DISABILITY,EC,CHARITIES,504000.0
2017-10-12,88395,ANIMAL ALLIES,GP,CHARITIES,80000.0
2017-08-25,88396,RAMOTSHINYADI HIV / AIDS YOUTH GUIDE,LP,CHARITIES,218000.0
2018-01-29,88400,DREAM TEAM FOUNDATION,GP,CHARITIES,107000.0
2018-03-16,88410,ALEX OUTREACH CENTRE,GP,CHARITIES,68200.0
2017-05-25,88411,IMIZAMOYETHU DAY CARE CENTER,EC,CHARITIES,386699.0
2017-10-12,88414,SIZAMILE TRAINING CENTRE,EC,CHARITIES,301999.7
2017-11-28,88416,KHULULEKA COMMUNITY EDUCATION DEVELOPMENT CENTRE TRUST,EC,CHARITIES,900000.0
2017-08-23,88419,ILITHA EDUCARE CENTRE,EC,CHARITIES,325084.0
2017-10-12,88424,SWARISHANANG CRECHE,LP,CHARITIES,244000.0
2017-05-12,88426,MAYIBENATHI SERVICE CENTER,EC,CHARITIES,167423.5
2018-03-26,88427,MAKING IT HAPPEN CHILDRENS PROJECT,GP,CHARITIES,65000.0
2018-02-28,88433,INSTITUTE FOR WOMEN'S DEVELOPMENT (NISSA),GP,CHARITIES,131000.0
2018-02-28,88435,ACCOUNTANCY COMMUNITY THROUGH TIRISANO,GP,CHARITIES,140000.0
2018-01-29,88440,NONCEDO DAY CARE CENTRE,GP,CHARITIES,144400.0
2018-02-28,88443,LITTLE SPARROW NURSERY & PRE-SCHOOL,GP,CHARITIES,140000.0
2017-12-15,88445,DODO'S CHILDHOOD DEVELOPMENT,GP,CHARITIES,140000.0
2018-02-23,88448,JOY FOREVER PRE-SCHOOL & CRECHE,GP,CHARITIES,119500.0
2018-01-25,88449,SEFATE DAY CARE CENTRE & PRE-SCHOOL,GP,CHARITIES,146000.0
2017-08-21,88450,RAINBOW BAMBINO DAYCARE & PRE-SCHOOL,GP,CHARITIES,267297.0
2018-01-16,88451,MOLATELE DAY CARE CENTRE,KZN,CHARITIES,137000.0
2018-03-16,88456,VUKANI CARE,GP,CHARITIES,142000.0
2018-01-25,88458,BUHLE BEZWE EARLY CHILDHOOD DEVELOPMENT,GP,CHARITIES,138698.0
2018-01-29,88466,MARY'S PRE-SCHOOL,GP,CHARITIES,115000.0
2017-12-05,88477,MAFELA TIKO CRECHE,MP,CHARITIES,86341.0
2017-11-28,88479,PHAFOGANG MABULANE HOME COMMUNITY BASED CARE,LP,CHARITIES,121000.0
2018-01-16,88481,SCDIFA CHESHIRE HOME,WC,CHARITIES,799130.0
2018-01-29,88483,CHILDREN OF TRUSTEES CRECHE,GP,CHARITIES,85900.0
2018-01-16,88484,THE RATANANG GROUP FOR CHILDREN WITH MULTIPLE DISABILITIES,KZN,CHARITIES,140000.0
2017-10-12,88491,SIYAKHULA EARLY LEARNING CENTRE,MP,CHARITIES,66000.0
2017-10-12,88496,PROSPERITY DAY CARE CENTRE,MP,CHARITIES,72500.0
2018-01-31,88498,ACTION VOLUTEERS AFRICA (AVA),MP,CHARITIES,342000.0
2017-04-19,88499,UMBONO SERVICE CENTRE FOR THE AGED,EC,CHARITIES,325080.0
2017-10-12,88501,AHANANG PARISH BASED CARE ORGANISATION,GP,CHARITIES,304500.0
2017-10-12,88504,THOHOYANDOU VICTIM EMPOWERMENT TRUST,LP,CHARITIES,206000.0
2017-08-08,88508,CRADOCK KINDER - EN GESINSORGVERENIGING,EC,CHARITIES,773056.0
2018-02-28,88516,EMPILWENI HIV & AIDS PROJECTS,GP,CHARITIES,213247.0
2017-09-28,88522,MOFUMAHADI WA TSHEPO CARE,NW,CHARITIES,388000.0
2018-03-22,88532,LAPENG DAY CARE CENTRE,NW,CHARITIES,113190.0
2018-01-29,88536,BLESSING GALORE CHILD CARE MINISTRY,GP,CHARITIES,131617.0
2017-12-20,88540,PROJECT LITERACY EDUCATION CENTRES,GP,CHARITIES,369360.0
2017-08-01,88541,LESEDING CARE GIVERS,NW,CHARITIES,715000.0
2017-12-14,88545,CHILD AND FAMILY WELFARE SOCIETY OF THE GREATER BOKSBURG,GP,CHARITIES,780970.0
2018-01-16,88553,AMAKHUMBUZA COMMUNITY DEVELOPMENT,GP,CHARITIES,107400.0
2018-03-02,88554,LAUDIUM MENTAL HEALTH SOCIETY,GP,CHARITIES,147000.0
2017-11-28,88558,VUKUZONDLE COMMUNITY DEVELOPMENT,KZN,CHARITIES,300000.0
2017-08-30,88559,EPILEPSY SA SOUTH CAPE KAROO,WC,CHARITIES,507620.0
2018-02-28,88563,ISOLOMUZI DAY CARE CENTRE,MP,CHARITIES,152100.0
2018-01-16,88572,ISIBONELO ESIHLE EARLY CHILDHOOD DEVELOPMENT CENTRE,GP,CHARITIES,131401.0
2017-08-15,88576,BAKHUTAMA HEALTH  SERVICES,NW,CHARITIES,62888.0
2018-03-14,88583,ABASIZIKAZI HOME BASED CARE,MP,CHARITIES,145000.0
2017-11-28,88588,ASIBAMBIMPILO,KZN,CHARITIES,211000.0
2018-01-16,88591,QHUBEKA THE MOTIVE POWER MOVEMENT,GP,CHARITIES,940500.0
2017-06-29,88595,NONKULULEKO EDUCARE & PARENTS ASSOCIATION,WC,CHARITIES,100000.0
2018-01-16,88596,ST. FRANCIS CARE CENTRE,GP,CHARITIES,483194.0
2017-12-20,88599,WITKOPPEN HEALTH AND WELFARE CENTRE,GP,CHARITIES,277168.0
2018-01-16,88604,TSHWARANANG LEGAL ADVOCACY CENTRE AND VIOLENCE AGAINST WOMEN,GP,CHARITIES,549956.0
2018-01-25,88608,PEOPLE FOR AWARENESS ON DISABILITY ISSUES,GP,CHARITIES,131000.0
2018-01-29,88614,UNCEDO DAY CARE CENTRE,GP,CHARITIES,150000.0
2018-01-25,88617,KGATELOPELE RAHABILITATION CENTRE,GP,CHARITIES,179287.0
2018-01-16,88623,ZENITH PRE-SCHOOL AND DAY CARE CENTRE,GP,CHARITIES,172199.0
2017-11-28,88625,SIPHIWESIHLE,KZN,CHARITIES,136000.0
2018-01-16,88629,KGATELOPELE CENTRE FOR DESTITUTE CHILDREN,GP,CHARITIES,117000.0
2018-01-16,88646,RURAL INSTITUTE FOR EDUCATION AND TRAINING,GP,CHARITIES,137921.0
2017-11-21,88650,LEBOHANG CRECHE,GP,CHARITIES,138000.0
2017-10-12,88653,GIRLS AND BOYS TOWN SOUTH AFRICA,GP,CHARITIES,1375004.0
2017-09-28,88656,KUHLE SIYAPHUMELELA COMMUNITY HOME BASED CARE,GP,CHARITIES,505200.0
2017-06-29,88663,GARDEN ROUTE SPCA,WC,CHARITIES,302500.0
2017-11-28,88667,SUNNYSIDE LODGE,WC,CHARITIES,132716.0
2017-08-01,88668,ACVV  PIKETBERG,WC,CHARITIES,142400.0
2017-06-21,88672,WHERE RAINBOWS MEET TRAINING & DEVELOPMENT FOUNDATION,WC,CHARITIES,240500.0
2017-10-27,88675,PERCY BARTLEY HOUSE,WC,CHARITIES,322200.0
2017-08-21,88678,THATHEZAKHO AFTER CARE CENTRE,GP,CHARITIES,150000.0
2017-11-28,88679,I.K MAKUSE EARLY LEARNING CENTRE,MP,CHARITIES,183000.0
2017-10-02,88680,MMANKONE DAY CARE CENTRE,GP,CHARITIES,247500.0
2017-08-21,88681,TLOTLO MAWELA EARLY LEARNING CENTRE,GP,CHARITIES,166732.0
2017-11-28,88683,CHRISTIAN AIDS BUREAU FOR SOUTHREN AFRICA,WC,CHARITIES,148000.0
2017-10-02,88696,THOKOZANI DAY CARE & AFTER CARE CENTRE,GP,CHARITIES,121050.0
2017-11-28,88698,ACVV SOMERKOELTE RESIDENAIL FACILITY,WC,CHARITIES,201000.0
2017-09-28,88703,RE LEBILE KANANA COMMUNITY TRAINING AND DEVELOPMENT CENTRE,GP,CHARITIES,472199.0
2017-10-27,88708,MASAKANE TRUST ECD TRAINING CENTRE,MP,CHARITIES,137000.0
2017-11-21,88713,SINETHEMBA OLD AGE AND STIMULATION CENTRE & PROJECTS,MP,CHARITIES,172750.0
2018-03-22,88715,ELVIS MALATJIE DAY CARE CENTRE,MP,CHARITIES,139159.87
2018-01-25,88720,THUTHUKANI CENTRE,GP,CHARITIES,140000.0
2018-01-25,88729,VALUED CITIZENS INITIATIVE,GP,CHARITIES,144000.0
2018-02-23,88730,SAKHILE YOUTH EMPOWERMENT CENTRE,MP,CHARITIES,140000.0
2017-12-20,88732,DINEO DAY CARE CENTRE,GP,CHARITIES,310608.0
2018-03-05,88733,ETELANG PELE COMMUNITY SERVICES,GP,CHARITIES,139000.0
2017-12-15,88739,ODIRILE CENTRE FOR PERSONS WITH MENTAL AND PHYSICAL DISABILITIES,GP,CHARITIES,240000.0
2018-03-12,88741,CATHERINE ROBSON CHILDREN'S HOME/CATHERINE ROBSON KINDERHUIS VEREENIGING,GP,CHARITIES,183064.0
2018-01-16,88747,BOTSHELO EDUCARE CENTRE,GP,CHARITIES,140000.0
2017-08-21,88750,THE ACADEMY FOR ADULTS WITH AUTISM,WC,CHARITIES,139996.0
2017-11-14,88753,PERSONA DOLL TRAINING SOUTH AFRICA,WC,CHARITIES,337000.0
2017-08-21,88754,ST. JOSEPH'S CARE AND SUPPORT TRUST AT SIZANANI VILLAGE,GP,CHARITIES,485500.0
2017-11-15,88757,ELUKHANYENI DAY CARE CENTRE,WC,CHARITIES,145000.0
2017-11-28,88759,N.J MOLOPE PRE SCHOOL,GP,CHARITIES,239500.0
2017-10-27,88760,SIYAZAMA DISABLED SELF-HELP,WC,CHARITIES,132000.0
2018-02-09,88769,PARTNERS IN SEXUAL HEALTH,WC,CHARITIES,838000.0
2017-08-21,88771,GO TUMILE DAY CARE CENTRE,GP,CHARITIES,214500.0
2017-10-19,88772,PHILANI TRAINING AND DEVELOPMENT SOLUTION NPC,WC,CHARITIES,240500.0
2018-02-09,88782,TSHIAMO EARLY LEARNING CENTRE,GP,CHARITIES,141500.0
2017-08-15,88785,JOLLY JUNIORS DAY CARE CENTRE,GP,CHARITIES,80000.0
2018-02-23,88787,INKOSINOTHADO NUSERY AND PRE-SCHOOL,GP,CHARITIES,110000.0
2018-03-07,88789,PROFESSIONAL AIDERS FOUNDATION,GP,CHARITIES,140000.0
2018-01-16,88792,KEMPTON PARK CHILD AND FAMILY WELFARE SOCIETY,MP,CHARITIES,150545.0
2017-12-05,88798,CATHOLIC WOMEN'S LEAGUE OF THE CATHOLIC DIOCESE OF JOHANNESBURG,GP,CHARITIES,521614.0
2017-11-15,88802,CATHOLIC WOMENS LEAGUE ST ANNE'S HOME FOR AGED WOMEN,GP,CHARITIES,235000.0
2018-01-29,88807,CATHOLIC WOMENS LEAGUE ADOPTION SOCIETY,GP,CHARITIES,140000.0
2018-03-26,88808,TSHEGETSANANG SUPPORT GROUP,GP,CHARITIES,127000.0
2018-02-28,88820,DOULOS MINISTRIES SOUTH AFRICA,GP,CHARITIES,136000.0
2018-03-12,88828,CHRISTELIK-MAATSKAPLIKE RAAD NOORD,GP,CHARITIES,121000.0
2017-12-15,88841,LIGHTHOUSE ASSOCIATION FOR THE BLIND,WC,CHARITIES,227300.0
2018-01-31,88848,TUMISANG DAY CARE CENTRE,MP,CHARITIES,136475.0
2017-11-28,88853,THE HAMLET FOUNDATION,GP,CHARITIES,165000.0
2017-11-28,88855,BOPHELONG HOME BASED CARE,LP,CHARITIES,113000.0
2017-08-21,88866,INJABULO COMMUNITY CARE,GP,CHARITIES,196500.0
2017-12-20,88867,OPERATION ANTI-FREEZE INNER CITY UPLIFTMENT PROJECT,GP,CHARITIES,279000.0
2017-05-12,88870,THEMBELIHLE DAY CARE CENTRE,MP,CHARITIES,188178.0
2017-08-17,88872,BONANG DAY CARE CENTRE,GP,CHARITIES,136048.0
2018-03-16,88874,HEADWAY GAUTENG (THE BRAIN INJURY ASSOCIATION),GP,CHARITIES,62700.0
2018-03-26,88883,INMED SOUTH AFRICA,GP,CHARITIES,96000.0
2018-01-16,88885,VULINGCONDVO EDU-CARE CENTRE,WC,CHARITIES,208679.0
2017-12-15,88886,VEREENING ALLIANCE FOR STREET CHILDREN,GP,CHARITIES,110750.0
2018-01-25,88896,NKANYEZI STIMULATION CENTRE,GP,CHARITIES,125500.0
2018-02-09,88902,MATLAFALA TRAUMA MANAGEMENT,GP,CHARITIES,111000.0
2018-02-23,88913,LESEDI LA THUTO PRE-SCHOOL,GP,CHARITIES,141000.0
2018-02-23,88915,QEDUSIZI CAR CENTRE,MP,CHARITIES,181036.0
2017-11-28,88921,HOSPICE EAST RAND,GP,CHARITIES,103646.0
2018-01-29,88923,SONQOBA HOME BASED CARE,GP,CHARITIES,142000.0
2017-06-29,88924,THE PRISON CARE AND SUPPORT NETWORK,WC,CHARITIES,335615.0
2017-08-23,88925,TSHUBJE DROP IN CENTRE,LP,CHARITIES,94000.0
2017-12-15,88928,SEDIBENG PRE-SCHOOL,GP,CHARITIES,274549.0
2018-03-26,88929,"THE BANA BA KGOSI CHILDREN`S HOME, WINTERSVELDT",GP,CHARITIES,136000.0
2017-11-15,88934,POPUP,GP,CHARITIES,246500.0
2017-04-12,88935,BIBLIONEF SOUTH AFRICA,WC,CHARITIES,577450.0
2017-08-25,88941,RANIA DAY CARE CENTRE,GP,CHARITIES,133000.0
2017-11-28,88945,STELLENBOSCH AIDS ACTION T/A @HEART,WC,CHARITIES,128500.0
2017-08-21,88946,BONGUMUSA PRE-SCHOOL,GP,CHARITIES,195000.0
2018-01-25,88954,ACVV CERES,GP,CHARITIES,289771.0
2017-11-28,88957,HUIS MEYERTON HOME FOR THE AGED,GP,CHARITIES,90000.0
2017-12-20,88959,ALBERT LUTHULI WOMEN HOME BASED CARE,GP,CHARITIES,140000.0
2017-10-27,88960,TURFHALL CHESHIRE HOME,WC,CHARITIES,83000.0
2017-12-20,88961,KGAHLISO CHILDRENS HOME & DAY CARE CENTRE,GP,CHARITIES,140000.0
2017-12-15,88966,ENGEDI HAVEN FOR RURAL YOUTH,WC,CHARITIES,217000.0
2017-12-15,88969,HEAR US,WC,CHARITIES,295950.0
2017-11-14,88970,CHILD WELFARE SOUTH AFRICA - PLETTENBERG BAY,WC,CHARITIES,300000.0
2017-11-15,88971,KHULULEKA EDU-CARE,WC,CHARITIES,171000.0
2017-12-15,88973,LETLOTLO LABOPHELO DAY CARE CENTRE,GP,CHARITIES,141000.0
2017-11-28,88974,STELLENBOSCH HOSPICE NPC,WC,CHARITIES,99801.0
2017-12-20,88977,SUNRISE CARE CENTRE,GP,CHARITIES,151000.0
2018-02-09,88984,ARE FANENG MATSOGO CARE,LP,CHARITIES,72600.0
2017-11-28,88986,THE TEDDY BEAR CLINIC FOR ABUSED CHILDREN,GP,CHARITIES,171675.0
2017-11-21,88991,SAILI,WC,CHARITIES,200000.0
2017-08-30,88992,PARADESI PLACE OF SAFETY FOR ORPHANS AND VULNERABLE CHILDREN,WC,CHARITIES,360000.0
2017-08-30,88996,MAPHUTHA CHILD AND YOUTH DEVELOPMENT INITIATIVE,LP,CHARITIES,72600.0
2018-02-09,88999,THE PAPILLON FOUNDATION,GP,CHARITIES,115500.0
2017-10-27,89000,ATHLONE FAMILY IN FOCUS PROGRAMME,WC,CHARITIES,100000.0
2017-12-15,89002,TSOSELETSO DAY CARE CENTRE,GP,CHARITIES,141000.0
2017-11-28,89006,GOOD HOPE EARLY LEARNING CENTRE,GP,CHARITIES,141000.0
2018-03-16,89008,CHRISTELIKE MAATSKAPLIKE RAAD LIMPOPO,LP,CHARITIES,83000.0
2017-11-28,89011,LESEDI PRE-SCHOOL,GP,CHARITIES,118500.0
2017-11-28,89012,THUSANANG DAY CARE CENTRE,GP,CHARITIES,141000.0
2017-10-27,89014,OIKOS COMMUNITY SERVICES T/A (TOUCH COMMUNITY SERVICES),WC,CHARITIES,114692.0
2018-01-16,89017,KATLEHO SCHOOL FOR PHYSICALLY DISABLED,GP,CHARITIES,143500.0
2017-11-14,89024,NINE MILES PROJECT,WC,CHARITIES,160000.0
2017-11-28,89027,YOUTH AGAINST HIV/AIDS AND POVERTY,GP,CHARITIES,146000.0
2017-12-15,89028,PEOPLE LIVING WITH CANCER,WC,CHARITIES,992000.0
2017-11-14,89029,CHILD WELFARE SOUTH AFRICA - KRANSHOEK,WC,CHARITIES,108224.0
2017-12-15,89030,NHLONHLORI DAY CARE CENTRE,MP,CHARITIES,326689.0
2018-01-16,89032,DEO GLORIA HOUSE,GP,CHARITIES,135000.0
2017-11-28,89034,UTHANDO CHRISTIAN DAY CARE AND PRE-SCHOOL,GP,CHARITIES,129000.0
2017-04-26,89036,DYONDZEKANI CRECHE,MP,CHARITIES,227260.0
2017-04-12,89037,SOUTH AFRICAN NATIONAL COUNCIL ON ALCOHOLISM & DRUG DEPENDENCE SOWETO,GP,CHARITIES,1177000.0
2018-01-16,89039,HONEYBEE DAY CARE CENTRE,EC,CHARITIES,114000.0
2017-04-21,89040,MSUKALIGWA ARTS AND CULTURE FORUM,MP,ARTS,237120.0
2017-11-28,89046,NG WELFARE VEREENING,GP,CHARITIES,120883.0
2017-10-13,89049,LUDLOW CRECHE,MP,CHARITIES,198124.0
2018-02-28,89056,SIMUNYE DISABLE CENTRE,GP,CHARITIES,165000.0
2018-02-23,89062,COMMUNITY BASE DOTS ORGANISATION,GP,CHARITIES,131500.0
2017-08-30,89063,EPILEPSY SOUTH AFRICA,WC,CHARITIES,257900.0
2018-03-05,89064,LIFELINE WEST RAND,GP,CHARITIES,111000.0
2018-01-16,89065,DEUTSCHES ALTERSHEIM,WC,CHARITIES,105400.0
2017-06-29,89066,HEART-TO-HEART CARE CENTRE,WC,CHARITIES,396300.0
2017-09-07,89069,INSTITUTE FOR SOCIAL CONCERNS,WC,CHARITIES,227850.0
2017-11-28,89070,POLKA DOT ANGELS CARE CENTRE,GP,CHARITIES,140195.0
2017-11-15,89072,UMNYAMA,WC,CHARITIES,276400.0
2017-12-20,89073,TSHEPONG DAY CARE CENTRE,GP,CHARITIES,141000.0
2017-05-05,89074,FAMILIES SOUTH AFRICA KNYSNA,WC,CHARITIES,295000.0
2017-05-12,89075,CAMPHILL SCHOOL,WC,CHARITIES,392500.0
2017-12-15,89077,BOKAMOSO DAY CARE CENTRE,GP,CHARITIES,141000.0
2018-03-26,89080,BELIEVERS CARE SOCIETY,GP,CHARITIES,130000.0
2017-07-07,89082,DORCAS CARE GROUP,WC,CHARITIES,140087.0
2017-09-28,89085,CATHOLIC HEALTH CARE   (CATHCA),GP,CHARITIES,886420.0
2017-08-08,89094,TSHEPO MAKOLE YOUTH EMPOWERMENT FOUNDATION,GP,CHARITIES,137249.0
2017-12-20,89099,EKUKHANYENI DAY CARE AND PRE-SCHOOL,GP,CHARITIES,120000.0
2017-08-01,89101,NAZARETH HOUSE CAPE TOWN,WC,CHARITIES,1204151.0
