Name,Province,Sector,Amount
120 Rose of Sharon Stimulation Centre,Gauteng,CHARITIES,700000
121 Ruimte Community Centre,Gauteng,CHARITIES,248786
122 SANCA Central Rand Alcohol & Drug Centre,Gauteng,CHARITIES,1000000
123 SANCA Horizon Alcohol & Drug Centre,Gauteng,CHARITIES,700000
124 SANCA West Rand Clinic,Gauteng,CHARITIES,1300000
125 SANTA Gauteng Province Association,Gauteng,CHARITIES,295576
"126 Save The Children Fund, Gauteng",Gauteng,CHARITIES,835200
127 SAVF Claremont,Gauteng,CHARITIES,569706
128 SAVF Della Villa,Gauteng,CHARITIES,65000
129 SAVF Die Anker Tehuis,Gauteng,CHARITIES,170000
130 SAVF Groter Germiston Bejaardes Maatskaplike Dienste,Gauteng,CHARITIES,100000
131 SAVF Hoofbestuur,Gauteng,CHARITIES,200000
132 SAVF Huis Diens Bothma,Gauteng,CHARITIES,360000
133 SAVF Jubileum,Gauteng,CHARITIES,520040
134 SAVF Kammaland Nursery School,Gauteng,CHARITIES,145462
135 SAVF Kinross Herberg,Gauteng,CHARITIES,555842
136 SAVF Kowa Pienaar Tehuis,Gauteng,CHARITIES,673867
137 SAVF Millennium Sentrum,Gauteng,CHARITIES,1917000
138 SAVF Pretoria Streekkantoor,Gauteng,CHARITIES,155389
139 SAVF Queenswood Dagsorg,Gauteng,CHARITIES,110000
140 SAVF Sannie Broers,Gauteng,CHARITIES,499471
141 Sinezwi Support Organisation,Gauteng,CHARITIES,100000
142 Sithan'izingane Care Group,Gauteng,CHARITIES,1000000
143 Siyathuthuka Community Project,Gauteng,CHARITIES,464980
144 Society for Children & Adults with Autism,Gauteng,CHARITIES,750000
"145 Society of St. Vincent de Paul, Roodepoort",Gauteng,CHARITIES,100000
146 Sophumelela Educare & Pre-School,Gauteng,CHARITIES,220000
147 Soweto Cheshire Home,Gauteng,CHARITIES,930597
148 SPCA Vereeniging,Gauteng,CHARITIES,150000
149 Springs SPCA,Gauteng,CHARITIES,157000
"150 St. Anthony's Care Centre, Reiger Park",Gauteng,CHARITIES,200000
151 St. Anthony's Education Centre,Gauteng,CHARITIES,600000
152 St. George's Home,Gauteng,CHARITIES,1000000
153 St. Joseph's Home for Children,Gauteng,CHARITIES,300000
154 Takalani Home for the Mentally Disabled,Gauteng,CHARITIES,2000000
155 Tebogo Home for Disabled Children,Gauteng,CHARITIES,400000
156 Teddy Bear Clinic For Abused Children,Gauteng,CHARITIES,2000000
157 The Association for Autism,Gauteng,CHARITIES,428900
158 The Gateway Society,Gauteng,CHARITIES,497596
159 The Self Help Skills Training Centre,Gauteng,CHARITIES,496000
160 The Stroke Aid Society,Gauteng,CHARITIES,412000
161 Tikkun,Gauteng,CHARITIES,6000000
162 Timos Homes,Gauteng,CHARITIES,250000
163 Together Action Group,Gauteng,CHARITIES,150000
164 Tokologo Self-Help,Gauteng,CHARITIES,377000
165 Township Aids Project,Gauteng,CHARITIES,500000
166 Treasure Centre Community Project,Gauteng,CHARITIES,100000
167 Tsakane Society for the Aged,Gauteng,CHARITIES,150000
168 Tshwaranang Legal Advocacy Centre,Gauteng,CHARITIES,250000
169 Tumelong Mission,Gauteng,CHARITIES,848852
170 Uitkoms Home for Unmarried Mothers,Gauteng,CHARITIES,746502
171 United Cerebral Palsy Association,Gauteng,CHARITIES,1000000
172 Usizo Uluntwini,Gauteng,CHARITIES,184358
173 Vanderbijlpark Child & Family Welfare Society,Gauteng,CHARITIES,300000
174 Wide Horizon Hospice,Gauteng,CHARITIES,495395
175 Yatsar Centre,Gauteng,CHARITIES,296783
176 Zizameleni/Itekeleng Crèche Cum Pre-School,Gauteng,CHARITIES,100000
1 Abalindi Welfare Society,KwaZulu Natal,CHARITIES,694078
2 Alcohol & Drug Help Centre,KwaZulu Natal,CHARITIES,300000
3 Amanzimtoti Child & Family Welfare Society,KwaZulu Natal,CHARITIES,50000
Angels Care Centre,KwaZulu Natal,CHARITIES,458983
"Aryan Benevolent Home Council, Chatsworth",KwaZulu Natal,CHARITIES,2087533
"Aryan Benevolent Society, Pietermaritzburg",KwaZulu Natal,CHARITIES,369624
"Association for the Physically Challenged, Dundee",KwaZulu Natal,CHARITIES,100000
"Association for the Physically Challenged, Durban",KwaZulu Natal,CHARITIES,190600
"Association for the Physically Challenged, Pietermaritzburg",KwaZulu Natal,CHARITIES,200000
Chatsworth Child & Family Welfare Society,KwaZulu Natal,CHARITIES,371600
Cheshire Home Sparks Estate,KwaZulu Natal,CHARITIES,350000
CMD KwaZulu Natal,KwaZulu Natal,CHARITIES,1500602
Diakonia Council of Churches,KwaZulu Natal,CHARITIES,565000
Down Syndrome Association,KwaZulu Natal,CHARITIES,95800
Durban & Coastal Mental Health,KwaZulu Natal,CHARITIES,1257240
Durban Association for the Aged,KwaZulu Natal,CHARITIES,1142465
Durban Children's Society,KwaZulu Natal,CHARITIES,1775000
Elonwabeni Home for Frail Aged,KwaZulu Natal,CHARITIES,1567470
Empangeni Child & Family Welfare Society,KwaZulu Natal,CHARITIES,300000
"Employment Solutions, Pretoria",KwaZulu Natal,CHARITIES,652852
Epilepsy SA - KZN Midlands,KwaZulu Natal,CHARITIES,300000
Estcourt & District SPCA,KwaZulu Natal,CHARITIES,100000
Estcourt Homes for the Aged,KwaZulu Natal,CHARITIES,150000
Ethelbert Children's Home,KwaZulu Natal,CHARITIES,1215200
FAMSA Durban,KwaZulu Natal,CHARITIES,1000000
Flower Foundation Homes for the Aged,KwaZulu Natal,CHARITIES,33250
Greytown SPCA,KwaZulu Natal,CHARITIES,147900
Headway Natal,KwaZulu Natal,CHARITIES,594400
Highway Aged,KwaZulu Natal,CHARITIES,288000
Impendle & District Child & Family Welfare Society,KwaZulu Natal,CHARITIES,220000
Inkanyezi Child & Family Welfare Society,KwaZulu Natal,CHARITIES,312200
Justice & Women,KwaZulu Natal,CHARITIES,106563
Kammaland Pre-Primary,KwaZulu Natal,CHARITIES,117490
KwaMakhutha Community Resource Centre,KwaZulu Natal,CHARITIES,100000
KwaMashu Child & Family Welfare,KwaZulu Natal,CHARITIES,219549
KwaMashu Community Resource Centre,KwaZulu Natal,CHARITIES,300000
KwaZulu Natal Cerebral Palsy,KwaZulu Natal,CHARITIES,235172
KwaZulu Natal Deaf Association,KwaZulu Natal,CHARITIES,300000
KZN Christian Social Services,KwaZulu Natal,CHARITIES,399948
KZN CMD Malvern Children's Home,KwaZulu Natal,CHARITIES,506314
KZN Deaf Association,KwaZulu Natal,CHARITIES,147065
Lifeline Pietermaritzburg,KwaZulu Natal,CHARITIES,379446
Lighthouse Hospice Association,KwaZulu Natal,CHARITIES,400000
Lindokuhle Child & Family Welfare Society,KwaZulu Natal,CHARITIES,254445
Lower South Coast SPCA,KwaZulu Natal,CHARITIES,200000
Madeni Welfare Centre,KwaZulu Natal,CHARITIES,160000
Margate Child & Family Care Centre,KwaZulu Natal,CHARITIES,415774
Masakhane Organisation of SA,KwaZulu Natal,CHARITIES,50000
Merewent Cheshire Home,KwaZulu Natal,CHARITIES,90300
MESCA,KwaZulu Natal,CHARITIES,470671
Mshukangubo Association for the Aged,KwaZulu Natal,CHARITIES,806089
Msunduzi Hospice Association,KwaZulu Natal,CHARITIES,1504274
Muthande Society for the Aged,KwaZulu Natal,CHARITIES,300000
New Beginnings Early Childhood Development Project,KwaZulu Natal,CHARITIES,320345
Nkosinathi Community Development Organisation,KwaZulu Natal,CHARITIES,100000
Operation Upgrade,KwaZulu Natal,CHARITIES,677060
Peter Pan School,KwaZulu Natal,CHARITIES,72800
Pevensy Place,KwaZulu Natal,CHARITIES,500000
Phakamani Child & Family Welfare Society,KwaZulu Natal,CHARITIES,100000
Pietermaritzburg & District Cerebral Palsy,KwaZulu Natal,CHARITIES,500000
Pietermaritzburg Benevolent Society,KwaZulu Natal,CHARITIES,441190
Pietermaritzburg Child & Family Welfare Society,KwaZulu Natal,CHARITIES,839600
SA Red Cross Air Mercy Services,KwaZulu Natal,CHARITIES,500000
Safecare Community Care Centre,KwaZulu Natal,CHARITIES,250000
SANCA Durban,KwaZulu Natal,CHARITIES,2569850
SANCA Pietermaritzburg,KwaZulu Natal,CHARITIES,800000
"Save the Children Fund, KwaZulu Natal",KwaZulu Natal,CHARITIES,202850
SAVF Huis Johanna,KwaZulu Natal,CHARITIES,694961
South Coast Hospice,KwaZulu Natal,CHARITIES,1500000
SPCA Mooi River,KwaZulu Natal,CHARITIES,194000
St. Anthony's Home,KwaZulu Natal,CHARITIES,1601969
St. Martins Diocesan Home for Children,KwaZulu Natal,CHARITIES,300394
St. Mary's Catholic Mission Hospital Trust,KwaZulu Natal,CHARITIES,1501818
St. Philomena's Home,KwaZulu Natal,CHARITIES,1500000
St. Thomas Children's Home,KwaZulu Natal,CHARITIES,200000
St. Wendoline's Community Resource Centre,KwaZulu Natal,CHARITIES,297585
Stanger & District Child & Family Welfare Society,KwaZulu Natal,CHARITIES,396190
Stanger & District Child & Family Welfare Society,KwaZulu Natal,CHARITIES,802000
Tembalethu Trust,KwaZulu Natal,CHARITIES,526258
The Brown's School,KwaZulu Natal,CHARITIES,500000
The Open Door Crisis Centre,KwaZulu Natal,CHARITIES,300000
The Place of Restoration Trust,KwaZulu Natal,CHARITIES,258130
The Zululand Chamber of Business Foundation,KwaZulu Natal,CHARITIES,430000
Thuthukani Old Age Day Care Centre,KwaZulu Natal,CHARITIES,1562465
85 Umlazi Community Resource Centre,KwaZulu Natal,CHARITIES,200000
86 Umsunduzi Community Resource Centre,KwaZulu Natal,CHARITIES,200000
87 Umtapo Centre,KwaZulu Natal,CHARITIES,930600
88 Verulam Regional Hospice Association,KwaZulu Natal,CHARITIES,150000
89 Vryheid Hospice,KwaZulu Natal,CHARITIES,40000
"1 Association for the Physically Disabled, Limpopo",Limpopo,CHARITIES,255000
2 Bambanani Home Based Care,Limpopo,CHARITIES,478629
3 Bosele Handcraft Centre,Limpopo,CHARITIES,200000
4 CMR Potgietersrus,Limpopo,CHARITIES,30800
5 Co-Op Crèche,Limpopo,CHARITIES,200000
6 CSC Bela-Bela (Warmbaths),Limpopo,CHARITIES,49362
7 Edith Mashao Crèche,Limpopo,CHARITIES,48977
8 FAMSA Limpopo,Limpopo,CHARITIES,327808
9 Far North Alcohol & Drug Centre,Limpopo,CHARITIES,3818949
10 Far North Health Care Centre,Limpopo,CHARITIES,600000
11 Faranani Trust,Limpopo,CHARITIES,200000
12 Fhatuwani Community Project,Limpopo,CHARITIES,154835
13 Hlatolanang Health Centre & Nutrition Project,Limpopo,CHARITIES,200000
14 Home Tekna,Limpopo,CHARITIES,400000
15 Human Resource & Social Information Centre,Limpopo,CHARITIES,1341700
16 Klein Treetjies Kleuterskool,Limpopo,CHARITIES,191563
17 Lephalale SPCA,Limpopo,CHARITIES,260373
18 Letaba After Care Centre,Limpopo,CHARITIES,495000
19 Letaba SPCA,Limpopo,CHARITIES,50000
20 Loskopvallei Rusoord,Limpopo,CHARITIES,412893
21 Mohlajeng Crèche,Limpopo,CHARITIES,300000
22 Mphahlele Community Advice Office,Limpopo,CHARITIES,282000
23 Multipurpose Crèche,Limpopo,CHARITIES,299174
24 Pfukani Early Learning Centre,Limpopo,CHARITIES,157200
25 Polokwane Child & Welfare Society,Limpopo,CHARITIES,1000000
26 Polokwane SPCA,Limpopo,CHARITIES,440561
27 Reakgona Centre for Mentally Disabled Adults,Limpopo,CHARITIES,300000
28 Reholegile Child Development Centre,Limpopo,CHARITIES,150000
29 Ringetani Pre-School,Limpopo,CHARITIES,300000
30 SAVF Ellisras,Limpopo,CHARITIES,116400
31 SAVF Magnus Pre-School,Limpopo,CHARITIES,700000
32 SAVF Pietersburg Gesinsorg,Limpopo,CHARITIES,359957
33 SAVF Thabazimbi,Limpopo,CHARITIES,200000
34 Silawa Early Learning Centre,Limpopo,CHARITIES,150000
35 The Stimulation Centre,Limpopo,CHARITIES,300000
36 Vhananyana Mountain School,Limpopo,CHARITIES,100000
37 Waterberg Welfare Society,Limpopo,CHARITIES,633100
38 Wisani Community Project,Limpopo,CHARITIES,400000
1 Barberton SPCA,Mpumalanga,CHARITIES,130000
2 Chief JM Dlamini Cheshire Home,Mpumalanga,CHARITIES,521550
3 Child & Family Welfare Society Witbank,Mpumalanga,CHARITIES,163142
"4 Christian Social Council, Lydenburg",Mpumalanga,CHARITIES,120502
5 CMR Ermelo,Mpumalanga,CHARITIES,255000
6 Cosmos Children's Haven,Mpumalanga,CHARITIES,500000
7 Ekuphumuleni Care for the Aged,Mpumalanga,CHARITIES,517000
8 Ezamokuhle Adult Education Centre,Mpumalanga,CHARITIES,446575
9 Huis Immergroen,Mpumalanga,CHARITIES,365904
10 Jesus & Me Pre-School,Mpumalanga,CHARITIES,114390
11 Kamhlushwa Old Age Group,Mpumalanga,CHARITIES,250000
12 Khayalabo Educare Centre,Mpumalanga,CHARITIES,238225
13 Khulakahle Educare Centre (assisting Skhethokuhle Centre),Mpumalanga,CHARITIES,185770
14 Limpopo Mental Health Society,Mpumalanga,CHARITIES,927213
15 Lowveld Association for People with Disabilities,Mpumalanga,CHARITIES,2580863
16 Lowveld Association for Persons with Disabilities,Mpumalanga,CHARITIES,400000
17 Lydenburg Rusoord Old Age Home,Mpumalanga,CHARITIES,338400
18 Malethlogonolo Stimulation Centre,Mpumalanga,CHARITIES,105660
19 Masibambane Resource Centre,Mpumalanga,CHARITIES,539770
20 Middelburg Child Welfare,Mpumalanga,CHARITIES,717825
21 Middelburg SPCA,Mpumalanga,CHARITIES,150000
22 Mpumalanga Frail Care Centre,Mpumalanga,CHARITIES,80871
23 Mpumalanga HIV/AIDS & TB Association,Mpumalanga,CHARITIES,500000
24 Ntataise Lowveld Trust,Mpumalanga,CHARITIES,831240
25 Phaphamani Home Based Care Centre (Hope for Life),Mpumalanga,CHARITIES,799152
26 SANCA Witbank Alcohol & Drug Centre,Mpumalanga,CHARITIES,593586
27 SAVF Belfast Children's Home,Mpumalanga,CHARITIES,1270500
28 SAVF Carolina Ons Eie Ouetehuis,Mpumalanga,CHARITIES,361923
29 SAVF Ermelo Old Age Home,Mpumalanga,CHARITIES,559303
30 SAVF Family Crisis Centre Standerton,Mpumalanga,CHARITIES,800000
31 SAVF Hendrina Tehuis,Mpumalanga,CHARITIES,260000
32 SAVF Herfsakker,Mpumalanga,CHARITIES,947916
33 SAVF Hoeveldrif,Mpumalanga,CHARITIES,200000
34 SAVF Middelburg,Mpumalanga,CHARITIES,300000
35 SAVF Nelspruit,Mpumalanga,CHARITIES,239401
36 SAVF Old Age Home,Mpumalanga,CHARITIES,212000
37 SAVF Standerton,Mpumalanga,CHARITIES,578652
38 SAVF Witbank,Mpumalanga,CHARITIES,300000
39 Silverdays Organisation for the Care of the Aged,Mpumalanga,CHARITIES,644194
40 St. Joseph's Home for the Aged,Mpumalanga,CHARITIES,480000
41 Standertonse Vereeniging vir Bejaardes,Mpumalanga,CHARITIES,406034
42 Sun of Joy Foundation,Mpumalanga,CHARITIES,300000
43 Thandanani Mhluzi Old Age Home,Mpumalanga,CHARITIES,4400000
44 Thuthukani Stimulation Centre,Mpumalanga,CHARITIES,200000
45 Training Institute for Primary Health Care and Aids Task,Mpumalanga,CHARITIES,500000
46 Volksrust Russoord Old Age Home,Mpumalanga,CHARITIES,955050
47 Wenakker,Mpumalanga,CHARITIES,364319
48 White River Child Welfare Society,Mpumalanga,CHARITIES,500000
1 ACVV Calvinia,Northern Cape,CHARITIES,742781
2 ACVV Hanover,Northern Cape,CHARITIES,347243
3 ACVV Kimberley,Northern Cape,CHARITIES,832752
4 ACVV Olifantshoek,Northern Cape,CHARITIES,400000
5 ACVV Springbok,Northern Cape,CHARITIES,404000
6 ACVV Upington,Northern Cape,CHARITIES,60000
7 ACVV Victoria West,Northern Cape,CHARITIES,527640
8 ACVV Williston,Northern Cape,CHARITIES,438000
9 Association for Community & Rural Advancement,Northern Cape,CHARITIES,1319000
10 Custoda Trust,Northern Cape,CHARITIES,500000
11 Diakonale Dienste Springbok,Northern Cape,CHARITIES,345004
12 FAMSA Upington,Northern Cape,CHARITIES,6000000
13 Helen Bishop Orthopaedic After Care Home,Northern Cape,CHARITIES,540000
14 Hospice Association of Kimberely,Northern Cape,CHARITIES,903400
15 NG Kerk Kinderhuis,Northern Cape,CHARITIES,1017183
16 Thabiso NGO,Northern Cape,CHARITIES,300000
17 Thabiso NGO (LEGATUS & SAFHIRO),Northern Cape,CHARITIES,679419
18 Thusano Early Childhood Development Trust,Northern Cape,CHARITIES,500000
19 VGK Kinder Herberg Trust,Northern Cape,CHARITIES,674956
1 Bergzicht Training Centre,North West,CHARITIES,88400
2 Bram Home Based Care Project,North West,CHARITIES,250000
3 Childline North West,North West,CHARITIES,300000
4 CSC Rustenburg,North West,CHARITIES,514464
5 Floc Pre-School,North West,CHARITIES,100000
6 Helping Hand Hospice,North West,CHARITIES,565000
7 Hospice North West/Matlosana,North West,CHARITIES,2569625
8 Khutsanang Pre-School,North West,CHARITIES,390000
9 Kingdom Life Children's Centre,North West,CHARITIES,374000
10 Klerksdorp SPCA,North West,CHARITIES,250000
11 Lifeline Klerksdorp,North West,CHARITIES,380000
12 Mafikeng SPCA,North West,CHARITIES,150716
13 Philani Health Care Centre,North West,CHARITIES,438600
14 Rustenburg Child & Family Welfare Society,North West,CHARITIES,300000
15 SAVF Coligny,North West,CHARITIES,126283
16 SAVF Family Care Klerksdorp,North West,CHARITIES,930631
17 SAVF Kosmos Service Centre,North West,CHARITIES,46800
18 SAVF Lichthuis Home for the Care of Frail Aged & Physically Disabled,North West,CHARITIES,200000
19 SAVF Rodeonhof Ouetehuis,North West,CHARITIES,760000
20 SAVF Sannieshof,North West,CHARITIES,282901
21 SAVF Siembamba Kleuterskool,North West,CHARITIES,561164
22 SPCA Rustenburg,North West,CHARITIES,100000
23 SPCA Stilfontein,North West,CHARITIES,50000
24 Thuso Social Service Foundation,North West,CHARITIES,353400
25 Tlhabologang Legal Education Centre,North West,CHARITIES,184500
26 Triest Training Centre,North West,CHARITIES,500000
27 Wolmaranstad Adra Hospice,North West,CHARITIES,309000
1 ACVV Bambi Bewaarskool,Western Cape,CHARITIES,265000
2 ACVV Caledon,Western Cape,CHARITIES,400000
3 ACVV Calitzdorp,Western Cape,CHARITIES,225975
4 ACVV Dysselsdorp,Western Cape,CHARITIES,657446
5 ACVV Elizabeth Roos Tehuis,Western Cape,CHARITIES,400000
6 ACVV George,Western Cape,CHARITIES,483912
7 ACVV Hoofbestuur,Western Cape,CHARITIES,289619
8 ACVV Koeberg Tak,Western Cape,CHARITIES,200000
9 ACVV Malmesbury,Western Cape,CHARITIES,400000
ACVV Mooreesburg,Western Cape,CHARITIES,267786
ACVV Mossel Bay,Western Cape,CHARITIES,1074593
ACVV Ons Tuiste,Western Cape,CHARITIES,55850
ACVV Oudtshoorn,Western Cape,CHARITIES,1000000
ACVV Paarl,Western Cape,CHARITIES,200000
ACVV Riebeek Kasteel,Western Cape,CHARITIES,300000
ACVV Riversdale,Western Cape,CHARITIES,300000
ACVV Robertson,Western Cape,CHARITIES,684622
ACVV Strand,Western Cape,CHARITIES,1510212
ACVV Wellington,Western Cape,CHARITIES,935000
ACVV Worcester,Western Cape,CHARITIES,111008
ACVV Worcester,Western Cape,CHARITIES,32545
Andries Olivier Durbanville Quadriplegic Centre,Western Cape,CHARITIES,475065
Association for Educational Transformation,Western Cape,CHARITIES,200000
Association for the Sensory Disabled,Western Cape,CHARITIES,524404
Astra Centre,Western Cape,CHARITIES,100000
Beaufort West Association for the Physically Disabled,Western Cape,CHARITIES,248500
Beauty for Ashes Ministries,Western Cape,CHARITIES,100000
Bel Porto School for Specialised Foundation,Western Cape,CHARITIES,300000
Bellville Night Shelter,Western Cape,CHARITIES,267509
Bellville Senior Service Centre,Western Cape,CHARITIES,500000
Benevolent Society,Western Cape,CHARITIES,308462
Bethesda,Western Cape,CHARITIES,131000
Blouvlei School,Western Cape,CHARITIES,735100
Bram Care Centre,Western Cape,CHARITIES,220000
Breede River Hospice,Western Cape,CHARITIES,500000
Build a Better Society (BABS),Western Cape,CHARITIES,300000
Camphill Farm,Western Cape,CHARITIES,487271
Camphill School,Western Cape,CHARITIES,500000
Cape Education Trust,Western Cape,CHARITIES,1716000
Cape Kidney Association,Western Cape,CHARITIES,307595
Cape of Good Hope SPCA,Western Cape,CHARITIES,50000
Cape Town Association for the Physically Disabled,Western Cape,CHARITIES,350000
Cape Town Child Welfare,Western Cape,CHARITIES,1500000
Cape Town Drug Counselling Centre,Western Cape,CHARITIES,713806
Centre for Creative Education,Western Cape,CHARITIES,1295000
Diatesda Oikonia Community Development,Western Cape,CHARITIES,100000
Diepkloof Voorskool,Western Cape,CHARITIES,82000
Down Syndrome,Western Cape,CHARITIES,566000
Elsies River Community Advice Office,Western Cape,CHARITIES,88823
Emmaus Protective Workcentre for the Disabled,Western Cape,CHARITIES,754843
Epilepsy South Africa,Western Cape,CHARITIES,600000
Epilepsy South Africa,Western Cape,CHARITIES,500000
Etafeni Day Care Centre,Western Cape,CHARITIES,217000
FAMSA Boland Overberg,Western Cape,CHARITIES,579066
FAMSA Karoo,Western Cape,CHARITIES,300000
FAMSA Outeniqua,Western Cape,CHARITIES,400000
Friends of the Children's Hospital Association,Western Cape,CHARITIES,500800
Garden Route SPCA,Western Cape,CHARITIES,119201
George Association for the Physically Disabled,Western Cape,CHARITIES,600000
Grabouw & District Family Welfare Society,Western Cape,CHARITIES,769957
Great Brak River Child & Family Welfare Society,Western Cape,CHARITIES,300000
Health & Welfare Organisation,Western Cape,CHARITIES,419148
Helderberg Society for the Aged,Western Cape,CHARITIES,550000
Hexvallei Gemeenskapsdienste,Western Cape,CHARITIES,300374
Hurdy Gurdy House Trust,Western Cape,CHARITIES,180000
Ikamva Labantu Trust,Western Cape,CHARITIES,1500000
Jagersbosch Community Care Centre,Western Cape,CHARITIES,324643
Jireh Community Projects,Western Cape,CHARITIES,250000
Karoo Animal Protection Society,Western Cape,CHARITIES,175000
Keril Step by Step Pre-School,Western Cape,CHARITIES,200000
Khanyisa School for Supportive Education,Western Cape,CHARITIES,100000
Klawer Advice & Development Centre,Western Cape,CHARITIES,448500
Klein Karoo Resource Centre,Western Cape,CHARITIES,500000
Kleinmond Child & Family Care Society,Western Cape,CHARITIES,214759
Knysna Aids Council,Western Cape,CHARITIES,801021
Knysna Child & Family Welfare Society,Western Cape,CHARITIES,879295
Koinonia Welfare & Development Program,Western Cape,CHARITIES,187273
Kommagas Advice Services,Western Cape,CHARITIES,198040
Laingsburg Child & Family Welfare Society,Western Cape,CHARITIES,136350
Langa Cheshire Home,Western Cape,CHARITIES,590000
Life Community Services,Western Cape,CHARITIES,200000
Lifeline Western Cape,Western Cape,CHARITIES,804377
Lingelihle Old Age Home,Western Cape,CHARITIES,400000
Macassar Multi-Purpose Community Centre,Western Cape,CHARITIES,150000
Mitchell's Plain Crisis Centre,Western Cape,CHARITIES,200000
Monwabisi School,Western Cape,CHARITIES,44239
Newton Dienssentrum,Western Cape,CHARITIES,63600
Nosisa Educare Centre for Disabled Children,Western Cape,CHARITIES,30000
Nosiseko Educare Centre,Western Cape,CHARITIES,60000
Nosizwe Educare,Western Cape,CHARITIES,121710
91 Ocean View Work Group/Cripple Care,Western Cape,CHARITIES,27240
92 Oudtshoorn Child & Family Welfare,Western Cape,CHARITIES,200000
93 Oudtshoorn Service Centre for the Aged,Western Cape,CHARITIES,61614
94 PATCH/Helderberg Child Abuse Centre,Western Cape,CHARITIES,497076
95 Percy Bilton Service Centre,Western Cape,CHARITIES,120274
96 Philippi Trust South Africa,Western Cape,CHARITIES,25200
97 Pinelands Crèche,Western Cape,CHARITIES,144000
98 Plettenberg Bay Animal Welfare Service,Western Cape,CHARITIES,150000
99 Pondo Children's Village Trust,Western Cape,CHARITIES,236621
100 Postnatal Depression Support Association,Western Cape,CHARITIES,300000
101 Prison Care & Support Network,Western Cape,CHARITIES,200000
102 Project for the Upliftment of Pets & People (PUPP),Western Cape,CHARITIES,200000
103 Prosperity Youth Centre,Western Cape,CHARITIES,300000
104 QUASAR,Western Cape,CHARITIES,150000
"105 Retina South Africa, Cape of Good Hope",Western Cape,CHARITIES,100000
106 Rosemoor Home for the Aged,Western Cape,CHARITIES,121880
107 Rusoord Tehuis vir Oues van Dae,Western Cape,CHARITIES,479607
108 Salesian Institute Street Youth Project,Western Cape,CHARITIES,450000
109 Salesian Projects Office,Western Cape,CHARITIES,950000
110 SANCA Western Cape,Western Cape,CHARITIES,1500000
111 SARON Gemeenskapdiens,Western Cape,CHARITIES,200000
112 Self-Help Manenberg,Western Cape,CHARITIES,500000
113 Sijonga Phambili Community Learning Centre,Western Cape,CHARITIES,850000
114 Silverthreads Dienssentrum,Western Cape,CHARITIES,345000
115 Sivunyiwe Ikwezi Pre-School,Western Cape,CHARITIES,41230
116 Siyazama Parents Society for Disabled Children,Western Cape,CHARITIES,600000
117 St. Anne's Homes,Western Cape,CHARITIES,300000
118 St. Johannis Heim Organisation,Western Cape,CHARITIES,500000
119 St. Joseph's Home for Chronic Invalid Children,Western Cape,CHARITIES,443457
120 St. Monica's Centre for Older Persons,Western Cape,CHARITIES,471603
121 Stellenbosch Work Centre for Adults with Disabilities,Western Cape,CHARITIES,184000
122 Suid-Afrikaanse Kinderhuis,Western Cape,CHARITIES,536657
123 Sunrise Special Care Centre,Western Cape,CHARITIES,40000
124 TB Care Association,Western Cape,CHARITIES,350000
125 The Athlone School for the Blind Association,Western Cape,CHARITIES,200000
126 The Cape Flats Development Association,Western Cape,CHARITIES,1000000
127 The Cart Horse Protection,Western Cape,CHARITIES,50000
128 The League of Friends of the Blind,Western Cape,CHARITIES,500000
129 The Marion Institute,Western Cape,CHARITIES,250000
130 The Peter Pan Down Syndrome Centre,Western Cape,CHARITIES,130707
131 The Robertson House Fund,Western Cape,CHARITIES,200000
132 The Trauma Centre,Western Cape,CHARITIES,203000
133 Try Again Educare,Western Cape,CHARITIES,97054
134 Tuniqua Versorgingsentrum,Western Cape,CHARITIES,346783
135 Turfhall Cheshire Home,Western Cape,CHARITIES,54257
136 U-Turn,Western Cape,CHARITIES,300000
137 Verenigende Gereformeerde Kerk in SA Gemeente,Western Cape,CHARITIES,200000
138 VGKSA Robertson Oos & Schoongezicht Dienssentrum,Western Cape,CHARITIES,250000
139 Western Cape Association for Persons with Physical Disabilities,Western Cape,CHARITIES,472057
140 Western Cape Networking Aids Community of SA,Western Cape,CHARITIES,100000
141 Women's Legal Centre Trust,Western Cape,CHARITIES,686480
142 Worcester Association for the Physically Disabled,Western Cape,CHARITIES,456787
143 Worcester District SPCA,Western Cape,CHARITIES,200000
144 Wynberg Society for the Aged,Western Cape,CHARITIES,304819
145 Xhasanani Project,Western Cape,CHARITIES,500000
146 Youth Futures Development & Training Applications,Western Cape,CHARITIES,196658
147 Youth Outreach,Western Cape,CHARITIES,304200
148 Zamuxolo Play Group,Western Cape,CHARITIES,200000
149 Zwelihle Welfare Society,Western Cape,CHARITIES,150000
1 Badminton SA,National Bodies,SPORT,1457700
2 Basketball SA,National Bodies,SPORT,2055845
3 Canoeing SA,National Bodies,SPORT,2749780
4 Chess SA,National Bodies,SPORT,321000
5 Judo SA,National Bodies,SPORT,1054350
6 Rowing SA,National Bodies,SPORT,3127850
7 SA Amateur Fencing,National Bodies,SPORT,820000
8 SA Cycling Federation,National Bodies,SPORT,3497371
9 SA Football Association,National Bodies,SPORT,2965600
10 SA Football Association,National Bodies,SPORT,1000000
11 SA Gymnastics Federation,National Bodies,SPORT,1823448
12 SA Handball Association,National Bodies,SPORT,866800
13 SA Hockey Association,National Bodies,SPORT,4516600
14 SA National Boxing Organisation,National Bodies,SPORT,1813460
15 SA Shooting Sport Federation,National Bodies,SPORT,891000
