Name,Province,Sector,Amount
Huis Formosa – Old Age Home,EASTERN CAPE,CHARITIES,84380
Huis Spitskop Old Age Home,EASTERN CAPE,CHARITIES,250000
Huis Welverdiend,EASTERN CAPE,CHARITIES,245257
Jerusalem Ministries,EASTERN CAPE,CHARITIES,300000
Kenton Bushmans Child and Family Welfare Society,EASTERN CAPE,CHARITIES,402000
Khanyisa Community Educare Development Centre,EASTERN CAPE,CHARITIES,250000
Khululeka Community Education Development Centre,EASTERN CAPE,CHARITIES,700000
King Williams Town Child & Family Welfare Society,EASTERN CAPE,CHARITIES,195000
King Williams Town Child and Youth Care Centre,EASTERN CAPE,CHARITIES,438915
King Williams Town Child and Youth Care Centre,EASTERN CAPE,CHARITIES,748268
Kruisfontein Humansdorp Child and Family Welfare Society,EASTERN CAPE,CHARITIES,150000
Lake Farm Centre,EASTERN CAPE,CHARITIES,77000
Leisure Homes for Senior Citizens – Langham House,EASTERN CAPE,CHARITIES,217200
Lifeline East London,EASTERN CAPE,CHARITIES,100000
Lifeline Port Elizabeth,EASTERN CAPE,CHARITIES,224675
Madeira Home Housing Utility Company,EASTERN CAPE,CHARITIES,180000
Marais Steyn Home for the Aged,EASTERN CAPE,CHARITIES,150000
Masakhane Educare Centre,EASTERN CAPE,CHARITIES,88000
Masibambane Christian Development Centre,EASTERN CAPE,CHARITIES,231971
Masikhule Early Childhood Development Centre,EASTERN CAPE,CHARITIES,271034
Matatiele Advice Centre,EASTERN CAPE,CHARITIES,378200
Moria Community Development and Self Help Organisation,EASTERN CAPE,CHARITIES,50000
Mossel Bay Child and Family Welfare Society,EASTERN CAPE,CHARITIES,200000
Mount Fletcher Cheshire Home,EASTERN CAPE,CHARITIES,75000
MTR Smit Children’s Haven,EASTERN CAPE,CHARITIES,900000
MTR Smit Children’s Haven,EASTERN CAPE,CHARITIES,100000
Mzomtsha Children’s Home,EASTERN CAPE,CHARITIES,300000
National Sea Rescue Institute,EASTERN CAPE,CHARITIES,235000
NICRO Eastern Cape,EASTERN CAPE,CHARITIES,350000
Oosterland Youth Centre,EASTERN CAPE,CHARITIES,530000
Port Alfred Benevolent Society,EASTERN CAPE,CHARITIES,100000
Port Elizabeth Charity Organisation,EASTERN CAPE,CHARITIES,60000
Port Elizabeth Childline & Family Centre,EASTERN CAPE,CHARITIES,200000
Port Elizabeth Childline and Family Centre,EASTERN CAPE,CHARITIES,400000
Port Elizabeth Deaf Association,EASTERN CAPE,CHARITIES,150000
Port Elizabeth Early Learning Centre,EASTERN CAPE,CHARITIES,750000
Port Elizabeth Mental Health,EASTERN CAPE,CHARITIES,500000
President’s Award for Youth Empowerment,EASTERN CAPE,CHARITIES,100000
Project for Conflict Resolution and Development,EASTERN CAPE,CHARITIES,250000
Psychiatric Aftercare Havens,EASTERN CAPE,CHARITIES,298620
Quadriplegic Association of the Eastern Cape,EASTERN CAPE,CHARITIES,426000
Queenstown Child Welfare Society,EASTERN CAPE,CHARITIES,120000
Redhouse Benevolent Society,EASTERN CAPE,CHARITIES,5000
Regional Educare Council,EASTERN CAPE,CHARITIES,400000
Retina South Africa,EASTERN CAPE,CHARITIES,400000
SA Blind Workers Organisation,EASTERN CAPE,CHARITIES,200000
Salem Baby Care Centre,EASTERN CAPE,CHARITIES,150000
SANCA Central Eastern Cape,EASTERN CAPE,CHARITIES,258250
SANCA Port Elizabeth,EASTERN CAPE,CHARITIES,500000
SANTA Port Elizabeth,EASTERN CAPE,CHARITIES,360000
Somerset East Child and Family Welfare Society,EASTERN CAPE,CHARITIES,144650
Somerset East Child and Family Welfare Society,EASTERN CAPE,CHARITIES,265740
Somerset East Child and Family Welfare Society,EASTERN CAPE,CHARITIES,252395
SOS Children’s Village Port Elizabeth,EASTERN CAPE,CHARITIES,189000
Soyisile Informal Business and Hawkers Association,EASTERN CAPE,CHARITIES,20000
SPCA Cradock Branch and District,EASTERN CAPE,CHARITIES,50000
SPCA Kirkwood/ADDO,EASTERN CAPE,CHARITIES,50000
SPCA Port Alfred Ndlambe District,EASTERN CAPE,CHARITIES,300000
St Bernards Hospice,EASTERN CAPE,CHARITIES,268640
St Francis Hospice,EASTERN CAPE,CHARITIES,163138
St John Ambulance Foundation: Grahamstown,EASTERN CAPE,CHARITIES,299134
St Vincent De Paul Society - Walmer,EASTERN CAPE,CHARITIES,150000
Summerstrand Cheshire Home,EASTERN CAPE,CHARITIES,150000
Tarkastad Home,EASTERN CAPE,CHARITIES,246000
Transkei Land Service Organization,EASTERN CAPE,CHARITIES,491495
Uitenhage Child and Family Welfare Society,EASTERN CAPE,CHARITIES,112214
Uitenhage Mental Health,EASTERN CAPE,CHARITIES,100000
Umthathi Training Project,EASTERN CAPE,CHARITIES,1192781
Union of Jewish Women Port Elizabeth,EASTERN CAPE,CHARITIES,50000
Valleihof ACVV Old Age Home,EASTERN CAPE,CHARITIES,70000
Valleihof ACVV Old Age Home,EASTERN CAPE,CHARITIES,70000
Walmer Soup Kitchen,EASTERN CAPE,CHARITIES,181000
Amari School for Specialized Education,FREESTATE,CHARITIES,120000
APD Eastern Free State,FREESTATE,CHARITIES,675000
APD Eastern Free State – Ikaheng Centre for the Disabled,FREESTATE,CHARITIES,136640
Association for Persons with Disabilities & the Deaf - Botshabelo,FREESTATE,CHARITIES,198180
Association for Persons with Disabilities & the Deaf – Free State,FREESTATE,CHARITIES,398309
Association for Persons with Disabilities & the Deaf - Kopano,FREESTATE,CHARITIES,206600
Association for Persons with Disabilities & the Deaf,FREESTATE,CHARITIES,315119
Association for Persons with Disabilities & the Deaf (Goldfields),FREESTATE,CHARITIES,1508500
Aurora Alcohol and Drug Centre,FREESTATE,CHARITIES,331569
Avondvrede Old Age Home,FREESTATE,CHARITIES,50000
Bloemfontein Child and Family Welfare Society,FREESTATE,CHARITIES,200000
Bloemfontein Child and Welfare Society,FREESTATE,CHARITIES,167000
Brentpark Child and Family Care Society,FREESTATE,CHARITIES,143683
Cancer Association of SA Free State & Northern Cape Region,FREESTATE,CHARITIES,250000
Cancer Association of SA Free State & Northern Cape Region,FREESTATE,CHARITIES,352000
Cancer Association of SA Free State/Northern Cape Province,FREESTATE,CHARITIES,391400
Cancer Association of South Africa: Kroonstad,FREESTATE,CHARITIES,88055
Catholic Community Service,FREESTATE,CHARITIES,164440
Child and Family Welfare Society Bloemfontein: Telkom Family Helpline,FREESTATE,CHARITIES,173300
Dagbreekwonings,FREESTATE,CHARITIES,100000
Die Vereniging van Versorging van Bejaardes,FREESTATE,CHARITIES,150000
Epilepsy South Africa – FS and NW,FREESTATE,CHARITIES,200000
Epilepsy South Africa: FS and NW,FREESTATE,CHARITIES,360000
FAMSA Bloemfontein,FREESTATE,CHARITIES,310680
FAMSA Northern Free State,FREESTATE,CHARITIES,252000
FAMSA Northern Free State Good Hope,FREESTATE,CHARITIES,84590
Free State Council for the Blind,FREESTATE,CHARITIES,70000
Free State Residential Care Centre,FREESTATE,CHARITIES,32876
Golden Gateway Hospice,FREESTATE,CHARITIES,50000
Goldfields Alcohol and Drug Centre,FREESTATE,CHARITIES,84000
Goldfields Hospice Association,FREESTATE,CHARITIES,300000
Goldfields Society for the Blind,FREESTATE,CHARITIES,60000
Huis Silwerjare Petrus Steyn,FREESTATE,CHARITIES,200000
Jean Webber Home,FREESTATE,CHARITIES,160000
Khanyiso Pre-School,FREESTATE,CHARITIES,30000
Kroon Day Care Centre for the Disabled,FREESTATE,CHARITIES,87048
Lerato Educare Centre,FREESTATE,CHARITIES,50000
Lesedi Educare,FREESTATE,CHARITIES,399500
Lesedi La Setjhaba Welfare Organisation,FREESTATE,CHARITIES,250000
Lidia Tehuis Bejaardesorg Vereniging,FREESTATE,CHARITIES,300000
Lifeline Free State,FREESTATE,CHARITIES,162050
Mangaung Resource Centre Trust,FREESTATE,CHARITIES,200000
Mangaung Resource Centre Trust,FREESTATE,CHARITIES,103240
Mangaung Resource Centre Trust: Phahamisang Bana ECD,FREESTATE,CHARITIES,72000
Mangaung Resource Centre Trust: Reitumetse,FREESTATE,CHARITIES,40000
,FREESTATE,CHARITIES,60000
,FREESTATE,CHARITIES,359790
,FREESTATE,CHARITIES,600000
,FREESTATE,CHARITIES,10000
,FREESTATE,CHARITIES,50000
,FREESTATE,CHARITIES,250000
,FREESTATE,CHARITIES,50000
,FREESTATE,CHARITIES,50000
,FREESTATE,CHARITIES,200000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,158000
,FREESTATE,CHARITIES,128400
,FREESTATE,CHARITIES,250000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,31850
,FREESTATE,CHARITIES,35000
,FREESTATE,CHARITIES,54952
,FREESTATE,CHARITIES,250000
,FREESTATE,CHARITIES,250000
,FREESTATE,CHARITIES,260000
,FREESTATE,CHARITIES,1398456
,FREESTATE,CHARITIES,1000000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,350000
,FREESTATE,CHARITIES,210213
,FREESTATE,CHARITIES,38000
,FREESTATE,CHARITIES,50000
,FREESTATE,CHARITIES,150000
,FREESTATE,CHARITIES,157600
,FREESTATE,CHARITIES,651596
,FREESTATE,CHARITIES,10000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,93145
,FREESTATE,CHARITIES,310110
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,120000
,FREESTATE,CHARITIES,200000
,FREESTATE,CHARITIES,244800
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,2094044
,FREESTATE,CHARITIES,117010
,FREESTATE,CHARITIES,250000
,FREESTATE,CHARITIES,50000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,170800
,FREESTATE,CHARITIES,400000
,FREESTATE,CHARITIES,50000
,FREESTATE,CHARITIES,1400000
,FREESTATE,CHARITIES,380000
,FREESTATE,CHARITIES,1000000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,10000
,FREESTATE,CHARITIES,85000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,183200
,FREESTATE,CHARITIES,10000
,FREESTATE,CHARITIES,300000
,FREESTATE,CHARITIES,70230
,FREESTATE,CHARITIES,150000
,FREESTATE,CHARITIES,379200
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,508836
,FREESTATE,CHARITIES,226027
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,100800
,FREESTATE,CHARITIES,50000
,FREESTATE,CHARITIES,1000000
,FREESTATE,CHARITIES,10000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,75000
,FREESTATE,CHARITIES,112500
,FREESTATE,CHARITIES,50000
,FREESTATE,CHARITIES,10000
,FREESTATE,CHARITIES,10000
,FREESTATE,CHARITIES,10000
,FREESTATE,CHARITIES,40000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,750000
,FREESTATE,CHARITIES,55176
,FREESTATE,CHARITIES,320000
,FREESTATE,CHARITIES,75000
,FREESTATE,CHARITIES,25000
,FREESTATE,CHARITIES,400000
,FREESTATE,CHARITIES,25000
,FREESTATE,CHARITIES,90000
,FREESTATE,CHARITIES,1975000
,FREESTATE,CHARITIES,149000
,FREESTATE,CHARITIES,75000
,FREESTATE,CHARITIES,170321
,FREESTATE,CHARITIES,80000
,FREESTATE,CHARITIES,10000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,130000
,FREESTATE,CHARITIES,250000
,FREESTATE,CHARITIES,300000
,FREESTATE,CHARITIES,390000
,FREESTATE,CHARITIES,590520
,FREESTATE,CHARITIES,406500
,FREESTATE,CHARITIES,2923872
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,200000
,FREESTATE,CHARITIES,400000
,FREESTATE,CHARITIES,200000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,350000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,100000
,FREESTATE,CHARITIES,500000
,FREESTATE,CHARITIES,467306
Mangaung Society for the Care of the Aged,FREESTATE,CHARITIES,200000
Mooihawe Old Age Home,FREESTATE,CHARITIES,243120
Morning Star Children’s Centre,FREESTATE,CHARITIES,282000
NICRO Free State,FREESTATE,CHARITIES,234415
Northern Free State Mental Health: Welkom,FREESTATE,CHARITIES,100000
Northern Free State Mental Health: Welkom,FREESTATE,CHARITIES,96000
Ntataise Trust,FREESTATE,CHARITIES,278000
Ntsoanatsatsi Educare Trust,FREESTATE,CHARITIES,100000
Oranje Vrouevereeniging: Bethlehem,FREESTATE,CHARITIES,98782
Oranje Vrouevereeniging: Bethlehem,FREESTATE,CHARITIES,200000
Oranje Vrouevereeniging: Bloemfontein,FREESTATE,CHARITIES,200000
Oranje Vrouevereniging Brandfort,FREESTATE,CHARITIES,50000
Oranje Vrouevereniging Excelsior,FREESTATE,CHARITIES,232670
Oranje Vrouevereniging Management,FREESTATE,CHARITIES,200000
Oranje Vrouevereniging Tak Goudrif,FREESTATE,CHARITIES,115000
Oranje Vroue Vereeniging Villiers,FREESTATE,CHARITIES,50000
Oranje Vrouevereniging Vrede,FREESTATE,CHARITIES,50000
Oranje Vroue Vereniging: Zastron,FREESTATE,CHARITIES,300000
OVV Bloemfontein: Legae Day Care Centre,FREESTATE,CHARITIES,200000
OVV Brandfort: Rusoord OVV Tehuis vir Bejaardes,FREESTATE,CHARITIES,100000
OVV Kuierhoekie Centre for the Aged,FREESTATE,CHARITIES,160000
OVV Smithfield,FREESTATE,CHARITIES,100000
Partuma Aids Awareness Group,FREESTATE,CHARITIES,60000
SANCA Sasolburg Alcohol and Drug Centre,FREESTATE,CHARITIES,398601
Sasolburg Child and Family Welfare,FREESTATE,CHARITIES,385000
South African National Epilepsy League,FREESTATE,CHARITIES,246236
Southern Free State Mental Health,FREESTATE,CHARITIES,60000
Southern Free State Mental Health,FREESTATE,CHARITIES,60000
St John Ambulance Foundation Free State,FREESTATE,CHARITIES,274600
Thusanang Development and Training Project,FREESTATE,CHARITIES,370300
Tshepang Educare Trust Bethlehem,FREESTATE,CHARITIES,198500
Tumahole Self-Help Association of Disabled,FREESTATE,CHARITIES,288918
Viljoenskroon Hospice,FREESTATE,CHARITIES,150000
Vrystaat Nasorg/Free State Residential Care Centre,FREESTATE,CHARITIES,61423
Welkom SPCA,FREESTATE,CHARITIES,300000
Abraham Kriel Maria Kloppers Children’s Home,GAUTENG,CHARITIES,1000000
ACFS Community Education and Feeding Scheme,GAUTENG,CHARITIES,1000000
Acres of Love,GAUTENG,CHARITIES,200000
African Self Help Association,GAUTENG,CHARITIES,482961
Agisanang Domestic Abuse Prevention and Training,GAUTENG,CHARITIES,408000
Alberton Raad vir Bejaardes,GAUTENG,CHARITIES,100000
Alberton Tuiste vir Berjaardes,GAUTENG,CHARITIES,55152
Aletheia International Ministries,GAUTENG,CHARITIES,200000
Alex Co-Operative Workshop for the Disabled,GAUTENG,CHARITIES,495000
Alex Outreach Centre,GAUTENG,CHARITIES,200000
Alma School,GAUTENG,CHARITIES,212200
Alzheimer’s and Related Dementias Association: Johannesburg,GAUTENG,CHARITIES,174220
Animal Anti-Cruelty League: Johannesburg,GAUTENG,CHARITIES,500000
APD Gauteng North: Phyllis Robertson Housing Care Rehabilitation,GAUTENG,CHARITIES,182000
Atteridgeville Hospice,GAUTENG,CHARITIES,300000
Avril Elizabeth Home for the Mentally Handicapped,GAUTENG,CHARITIES,1500000
Baby Therapy Centre,GAUTENG,CHARITIES,248840
Basadi Ba Khotso: Women for Peace,GAUTENG,CHARITIES,600000
Be a Friend Foundation,GAUTENG,CHARITIES,800000
Bella Maria Haven for Abused Women and Children,GAUTENG,CHARITIES,155666
Benoni/Boksburg Association for the Physically Disabled,GAUTENG,CHARITIES,65000
Berg en Dal Pregnancy Crisis Centre,GAUTENG,CHARITIES,174000
Boikhutso Day Care,GAUTENG,CHARITIES,10000
Bread of Life Charity Fund,GAUTENG,CHARITIES,160017
Broken Wings,GAUTENG,CHARITIES,322826
Bureau for the Prevention of Blindness (SANCB),GAUTENG,CHARITIES,2000000
Cancer Association of South Africa,GAUTENG,CHARITIES,800000
Catholic Woman’s League Adoption Society,GAUTENG,CHARITIES,20000
Catholic Women’s League Mary Immaculate Queen Pre-School Centre,GAUTENG,CHARITIES,50000
Pre-School Centre,GAUTENG,CHARITIES,50000
Centre for Hospice Learning,GAUTENG,CHARITIES,500000
Centre for Language and Hearing Impaired Children,GAUTENG,CHARITIES,450000
Centre for People with Disabilities Reiger Park,GAUTENG,CHARITIES,100000
Centurion Care Services,GAUTENG,CHARITIES,150000
Centurion Youth Trust,GAUTENG,CHARITIES,150000
Child and Family Welfare Society of Greater Boksburg,GAUTENG,CHARITIES,250000
Child and Family Welfare Society of Greater Boksburg,GAUTENG,CHARITIES,200000
Child Abuse Action Group,GAUTENG,CHARITIES,20000
Child Abuse Treatment and Training Services,GAUTENG,CHARITIES,100000
Child and Family Welfare Society: Vanderbijlpark,GAUTENG,CHARITIES,60000
Child In Crisis Trust,GAUTENG,CHARITIES,400000
Child Link: Alberton Child and Family Care Welfare Association,GAUTENG,CHARITIES,188131
Childline Gauteng,GAUTENG,CHARITIES,800000
Christian Services,GAUTENG,CHARITIES,700000
Christian Social Council North,GAUTENG,CHARITIES,160250
Christian Social Council North,GAUTENG,CHARITIES,50000
Christian Social Council Pretoria Central,GAUTENG,CHARITIES,100000
Christian Social Council Pretoria North,GAUTENG,CHARITIES,75000
Christian Social Services Council,GAUTENG,CHARITIES,70000
Christian Social Services Council: Nigel,GAUTENG,CHARITIES,50000
Christian Social Services Council: Boksburg,GAUTENG,CHARITIES,70000
Cluny Farm Centre,GAUTENG,CHARITIES,500000
"CMR Daspoort, Longside Farm Project Pretoria",GAUTENG,CHARITIES,70000
CMR Pretoria West,GAUTENG,CHARITIES,197836
CMR Soshanguve,GAUTENG,CHARITIES,123000
Commission for Diaconal Affairs,GAUTENG,CHARITIES,500000
Community Based Development Programme,GAUTENG,CHARITIES,500000
Compassionate Friends,GAUTENG,CHARITIES,75000
Conquest for Life,GAUTENG,CHARITIES,270000
Conquest for Life,GAUTENG,CHARITIES,1027000
Co-Operative Organisation for Upgrading Numeracy Training,GAUTENG,CHARITIES,600000
Cotlands,GAUTENG,CHARITIES,582600
Council for the Aged: Kempton Park,GAUTENG,CHARITIES,500000
Cresset House,GAUTENG,CHARITIES,400000
CSC (CMR) Daspoort,GAUTENG,CHARITIES,50000
CSC Derdepoort,GAUTENG,CHARITIES,100000
Curamus Association,GAUTENG,CHARITIES,250000
Daveyton Society for the Aged,GAUTENG,CHARITIES,500000
Deutsches Altersheim: Shirinda After School Care,GAUTENG,CHARITIES,80000
Dominican Convent School,GAUTENG,CHARITIES,237125
Down Syndrome Association Pretoria,GAUTENG,CHARITIES,100000
Down Syndrome South Africa,GAUTENG,CHARITIES,20000
Down Syndrome South Africa,GAUTENG,CHARITIES,50000
East Rand Protective Workshop,GAUTENG,CHARITIES,150000
Ebenezer Community Aids Project,GAUTENG,CHARITIES,152412
ECD Projects,GAUTENG,CHARITIES,250000
Edenvale Child and Family Care Society,GAUTENG,CHARITIES,200000
Edutak Pre-School Training and Development,GAUTENG,CHARITIES,200000
Eersterust Care and Training Centre,GAUTENG,CHARITIES,158000
Ekklesiapark Home,GAUTENG,CHARITIES,100000
Elethu Daveyton Cheshire Home,GAUTENG,CHARITIES,60000
,GAUTENG,CHARITIES,446010
,GAUTENG,CHARITIES,107500
,GAUTENG,CHARITIES,491856
,GAUTENG,CHARITIES,479596
,GAUTENG,CHARITIES,75000
,GAUTENG,CHARITIES,83881
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,400000
,GAUTENG,CHARITIES,220000
,GAUTENG,CHARITIES,10000
,GAUTENG,CHARITIES,400000
,GAUTENG,CHARITIES,60000
,GAUTENG,CHARITIES,76300
,GAUTENG,CHARITIES,825000
,GAUTENG,CHARITIES,300000
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,10000
,GAUTENG,CHARITIES,335000
,GAUTENG,CHARITIES,10000
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,82000
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,55279
,GAUTENG,CHARITIES,1500000
,GAUTENG,CHARITIES,538000
,GAUTENG,CHARITIES,150000
,GAUTENG,CHARITIES,10000
,GAUTENG,CHARITIES,170000
,GAUTENG,CHARITIES,100000
,GAUTENG,CHARITIES,100000
,GAUTENG,CHARITIES,100000
,GAUTENG,CHARITIES,100000
,GAUTENG,CHARITIES,100000
,GAUTENG,CHARITIES,383696
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,150000
,GAUTENG,CHARITIES,350000
,GAUTENG,CHARITIES,383700
,GAUTENG,CHARITIES,90000
,GAUTENG,CHARITIES,316000
,GAUTENG,CHARITIES,750000
,GAUTENG,CHARITIES,400000
,GAUTENG,CHARITIES,10000
,GAUTENG,CHARITIES,120000
,GAUTENG,CHARITIES,427310
,GAUTENG,CHARITIES,30000
,GAUTENG,CHARITIES,400000
,GAUTENG,CHARITIES,500000
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,300000
,GAUTENG,CHARITIES,110000
,GAUTENG,CHARITIES,900000
,GAUTENG,CHARITIES,400000
,GAUTENG,CHARITIES,250000
,GAUTENG,CHARITIES,620612
,GAUTENG,CHARITIES,250000
,GAUTENG,CHARITIES,150000
,GAUTENG,CHARITIES,300000
,GAUTENG,CHARITIES,50000
,GAUTENG,CHARITIES,500000
,GAUTENG,CHARITIES,74913
,GAUTENG,CHARITIES,500000
,GAUTENG,CHARITIES,40000
,GAUTENG,CHARITIES,18400
,GAUTENG,CHARITIES,147300
,GAUTENG,CHARITIES,15000
,GAUTENG,CHARITIES,10000
,GAUTENG,CHARITIES,112600
,GAUTENG,CHARITIES,600000
,GAUTENG,CHARITIES,80000
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,300000
,GAUTENG,CHARITIES,500000
,GAUTENG,CHARITIES,10000
,GAUTENG,CHARITIES,10000
,GAUTENG,CHARITIES,60000
,GAUTENG,CHARITIES,80000
,GAUTENG,CHARITIES,454387
,GAUTENG,CHARITIES,1100000
,GAUTENG,CHARITIES,300000
,GAUTENG,CHARITIES,350000
,GAUTENG,CHARITIES,50000
,GAUTENG,CHARITIES,300000
,GAUTENG,CHARITIES,1500000
,GAUTENG,CHARITIES,400000
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,374431
,GAUTENG,CHARITIES,100000
,GAUTENG,CHARITIES,1000000
,GAUTENG,CHARITIES,500000
,GAUTENG,CHARITIES,1000000
,GAUTENG,CHARITIES,250000
,GAUTENG,CHARITIES,50000
,GAUTENG,CHARITIES,100000
,GAUTENG,CHARITIES,609481
,GAUTENG,CHARITIES,150000
,GAUTENG,CHARITIES,250000
,GAUTENG,CHARITIES,400000
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,456000
,GAUTENG,CHARITIES,578950
,GAUTENG,CHARITIES,200000
,GAUTENG,CHARITIES,450000
,GAUTENG,CHARITIES,32051
,GAUTENG,CHARITIES,650000
,GAUTENG,CHARITIES,65000
,GAUTENG,CHARITIES,500000
,GAUTENG,CHARITIES,500000
,GAUTENG,CHARITIES,500000
,GAUTENG,CHARITIES,667600
,GAUTENG,CHARITIES,222228
,GAUTENG,CHARITIES,552000
,GAUTENG,CHARITIES,50000
,GAUTENG,CHARITIES,80000
,GAUTENG,CHARITIES,180000
,GAUTENG,CHARITIES,228200
,GAUTENG,CHARITIES,260000
,GAUTENG,CHARITIES,500000
,GAUTENG,CHARITIES,71223
Tshepong Stimulation Centre,GAUTENG,CHARITIES,300000
Tshwane Deaf Association,GAUTENG,CHARITIES,500000
Tsohang Crèche,GAUTENG,CHARITIES,60000
Tswelelang Crèche,GAUTENG,CHARITIES,50000
Twilight Children,GAUTENG,CHARITIES,279020
Vaal Triangle Alcohol and Help Centre,GAUTENG,CHARITIES,50000
Van Rensberg Multi Purpose Frail Care Centre,GAUTENG,CHARITIES,24500
Vernus Children’s Garden,GAUTENG,CHARITIES,10000
Vite Nova Centre,GAUTENG,CHARITIES,400000
Way Day Care Centre,GAUTENG,CHARITIES,10000
West Rand Association for the Physically Disabled,GAUTENG,CHARITIES,500000
Wide Horizon Hospice,GAUTENG,CHARITIES,103800
Winnie Day Care Centre,GAUTENG,CHARITIES,10000
Witwatersrand Mental Health Society,GAUTENG,CHARITIES,450000
Wolmer Community Project,GAUTENG,CHARITIES,153000
Agenda Feminist Media Project,KWAZULU-NATAL,CHARITIES,155000
Alcohol and Drug Help Centre: SANCA Zululand,KWAZULU-NATAL,CHARITIES,100000
Alzheimers and Related Dementia's Association KZN Region,KWAZULU-NATAL,CHARITIES,30000
Amanzimtoti Child and Family Welfare Society,KWAZULU-NATAL,CHARITIES,70000
Animal Anti-Cruelty League: Ladysmith,KWAZULU-NATAL,CHARITIES,160000
Animal Anti-Cruelty League: Pietermaritzburg,KWAZULU-NATAL,CHARITIES,100000
Animal Anti-Cruelty League: Durban,KWAZULU-NATAL,CHARITIES,200000
Aryan Benevolent Society,KWAZULU-NATAL,CHARITIES,200000
Association For Persons with Physical Disabilities,KWAZULU-NATAL,CHARITIES,36676
Association for Persons with Physical Disabilities: KwaZulu Natal,KWAZULU-NATAL,CHARITIES,300000
Association For the Physically Challenged,KWAZULU-NATAL,CHARITIES,20000
Association for the Physically Challenged,KWAZULU-NATAL,CHARITIES,100000
Association for the Physically Challenged,KWAZULU-NATAL,CHARITIES,50000
Association for the Physically Challenged: KwaZulu Natal,KWAZULU-NATAL,CHARITIES,300000
Association for the Physically Challenged: KwaZulu Natal & Coast,KWAZULU-NATAL,CHARITIES,100000
Bambithuba Women’s Development,KWAZULU-NATAL,CHARITIES,100000
Batheni Ba Kgotso Youth Organisation,KWAZULU-NATAL,CHARITIES,288950
Bob’s Rooms,KWAZULU-NATAL,CHARITIES,60000
Browns’ School,KWAZULU-NATAL,CHARITIES,300000
Careline Crisis and Trauma Centre,KWAZULU-NATAL,CHARITIES,303560
Catholic Institute of Education,KWAZULU-NATAL,CHARITIES,350000
Chatsworth Child and Family Welfare Society,KWAZULU-NATAL,CHARITIES,200000
Cheshire Home Merewent,KWAZULU-NATAL,CHARITIES,50000
Cheshire Home Sparks Estate,KWAZULU-NATAL,CHARITIES,60000
Cheshire Home Sparks Estate,KWAZULU-NATAL,CHARITIES,150000
Cheshire Homes Durban,KWAZULU-NATAL,CHARITIES,400000
Child and Family Welfare Society of Pietermaritzburg,KWAZULU-NATAL,CHARITIES,500000
Childline Family Centre KwaZulu Natal,KWAZULU-NATAL,CHARITIES,250000
Childline Family Centre KwaZulu-Natal,KWAZULU-NATAL,CHARITIES,150000
Children’s Assessment & Therapy Centre Trust,KWAZULU-NATAL,CHARITIES,302350
Clermont Community Resource Centre,KWAZULU-NATAL,CHARITIES,100000
CMD Christelik Maatskaplike Diens,KWAZULU-NATAL,CHARITIES,120000
Diakonia Centre,KWAZULU-NATAL,CHARITIES,350000
Disabled People South Africa (DPSA) KwaZulu Natal,KWAZULU-NATAL,CHARITIES,1500000
Domestic Violence Help Line,KWAZULU-NATAL,CHARITIES,100000
Down Syndrome Association KwaZulu Natal,KWAZULU-NATAL,CHARITIES,35000
Dundee Adult Centre for the Intellectually Disabled,KWAZULU-NATAL,CHARITIES,300000
Dundee and District SPCA,KWAZULU-NATAL,CHARITIES,50000
Durban Association for the Aged,KWAZULU-NATAL,CHARITIES,300000
