Province,Name,Amount
LIMPOPO,VHEMBE TRADITIONAL ENTERTAINMENT ORGANISATION,3000000.00
MPUMALANGA,TJAKASTAD DROP IN CENTRE,121600.00
MPUMALANGA,MPUMALANGA FRAIL CARE CENTRE,313721.50
MPUMALANGA,CHRISTELIK-MAATSKAPLIKE RAAD VAN WITBANK,115000.00
MPUMALANGA,AVUXENI DAY CARE,121000.00
MPUMALANGA,JOY AND HAPPINNES EDUCARE,140000.00
MPUMALANGA,CHRISTELIK-MAATSKAPLIKE RAAD VAN PIET RETIEF,125000.00
MPUMALANGA,DASHA FOUNDATION,120000.00
MPUMALANGA,THEKGO DAY CARE CENTRE,114136.00
MPUMALANGA,EMMANUEL DAY CARE,130546.00
MPUMALANGA,BOIKHUTSO DAY CARE,125300.00
MPUMALANGA,ZONDLE SERVICE CENTRE,192829.90
MPUMALANGA,LIKUSASA LETFU SERVICE CENTRE,157539.00
MPUMALANGA,INTUTFUKO YABOGOGO,156500.00
MPUMALANGA,PHENDUKANI SIYE-DIEPDALE GROUP FOR THE DISABLED,130400.00
MPUMALANGA,THEMBELIHLE DROP-IN CENTRE,139850.00
MPUMALANGA,ISIQALO ESISHA DAY CARE CENTRE,137900.00
MPUMALANGA,KWAZE KWASA LUNCHEON CLUB,120000.00
EASTERN CAPE,CENTRAL UNITED FOOTBALL CLUB,156700.00
EASTERN CAPE,TSHONISWA SENIOR PRIMARY SCHOOL,300000.00
EASTERN CAPE,MPUME JUNIOR SECONDARY SCHOOL,300000.00
EASTERN CAPE,MANQOBA JUNIOR SECONDARY SCHOOL,295147.00
EASTERN CAPE,NTLAHLANE JUNIOR SECONDARY SCHOOL,316900.00
EASTERN CAPE,MSWAKAZI JUNIOR SECONDARY SCHOOL,300000.00
EASTERN CAPE,QUMBULWANA SENIOR PRIMARY SCHOOL,300000.00
EASTERN CAPE,SAKHILE SENIOR PRIMARY SCHOOL,292350.00
EASTERN CAPE,MAKOSONKE SENIOR PRIMARY SCHOOL,300000.00
EASTERN CAPE,QEBEDU JUNIOR SECONDARY SCHOOL,300000.00
FREE STATE,GRIFFONS RUGBY UNION,750000.00
FREE STATE,FOURIESBURG INTERMEDIATE SCHOOL,270000.00
FREE STATE,VOORWAARTS I/S,240822.00
FREE STATE,BALMACARA INTERMEDIATE FARM SCHOOL,299820.00
FREE STATE,THABANG PRIMARY SCHOOL,300000.00
FREE STATE,LETSHA-LE-MADUKE PRIMARY SCHOOL,300000.00
FREE STATE,ROSISANG PRIMARY SCHOOL,300000.00
FREE STATE,WESSEL MAREE HIGH SCHOOL,281187.00
FREE STATE,MOLIBELI PRIMARY SCHOOL,300000.00
FREE STATE,REAHOLA SECONDARY SCHOOL,300000.00
FREE STATE,SANDERSVILLE COMBINED SCHOOL,294234.00
LIMPOPO,MABOKE PRIMARY SCHOOL,300000.00
LIMPOPO,LIMPOPO SPORTS SCHOOL OF EXCELLENCE,101230.00
LIMPOPO,NONG FOOTBALL CLUB,51650.00
LIMPOPO,MUTITITI PRIMARY SCHOOL,300000.00
LIMPOPO,KALAKENG PRIMARY SCHOOL,300000.00
LIMPOPO,MUTSHENA PRIMARY SCHOOL,300000.00
LIMPOPO,HANGALAKANI PRIMARY SCHOOL,300000.00
LIMPOPO,MALEDZA PRIMARY SCHOOL,300000.00
LIMPOPO,HOJI SENIOR PRIMARY,300000.00
NORTH WEST,BANCHO PRIMARY,300000.00
NORTH WEST,LOMANYANENG PRIMARY SCHOOL,299999.36
EASTERN CAPE,THATO COMMUNITY CRISIS CENTRE,6054220.00
GAUTENG,TIKKUN,577500.00
GAUTENG,SIYABONGA AFRICA CARE CENTRE,154500.00
GAUTENG,ZIBSILOR,23877838.00
NORTH WEST,MATOPELO HOPE CENTER,58000.00
NORTH WEST,TSWELELOPELE COMMUNITY PROJECT,76900.00
NORTH WEST,GOOD SHEPHERD MISSION,129130.00
NORTH WEST,ARE-AGANENG CENTRE,80597.00
NORTH WEST,SAVF ZEERUST,188650.00
NORTH WEST,MMADIRA DAY CARE CENTRE,120246.00
NORTH WEST,TSIBOGANG CHRISTIAN ACTION GROUP,91000.00
GAUTENG,SPECIAL OLYMPICS SOUTH AFRICA,6320715.00
MPUMALANGA,ATHLETICS MPUMALANGA,2500000.00
KWAZULU-NATAL,NINI PRIMARY SCHOOL,50000.00
KWAZULU-NATAL,KWAVULAMEHLO PUBLIC PRIMARY SCHOOL,50000.00
KWAZULU-NATAL,MSUNDUZI PIETERMARITZBURG TOURISM ASSOCIATION,1403500.00
KWAZULU-NATAL,KWAKHANYA DEVELOPMENT AND PROJECTS,158000.00
GAUTENG,CRIME & DRUGS FREE FOUNDATION,120000.00
GAUTENG,SIYAQHAKAZA,264275.00
GAUTENG,IKAGENG OLD AGE RELIEF CENTRE,151000.00
GAUTENG,KATLEHO CENTRE FOR COMMUNITY DEVELOPMENT,88500.00
GAUTENG,QUADRIPLEGIC ASSOCIATION GAUTENG NORTH,713300.00
GAUTENG,LEBONE AIDS CARE,122000.00
GAUTENG,THANSANANI MEALS ON WHEELS COMMUNITY SERVICES,154054.00
GAUTENG,CULTURAL AND CREATIVE INDUSTRIES FEDERATION OF SOUTH AFRICA (CCIFS,839600.00
GAUTENG,GOOD HOPE DANCE CLUB,158482.00
GAUTENG,UXOLO NOKUZWANA DAY CARE,144012.00
GAUTENG,VAAL TRIANGLE MENTAL HEALTH,79095.00
GAUTENG,THE LOVE ONE'S OF GOD,94500.00
GAUTENG,KHUTSONG DAY CARE CENTRE,86096.00
GAUTENG,HOLDING HANDS FOUNDATION,50028.00
GAUTENG,LESEDI YOUTH DEVELOPMENT PROGRAMME,190465.00
KWAZULU-NATAL,MASITHANDANENI YOUTH ORGANISATION,62800.00
KWAZULU-NATAL,INKATHO COMMUNITY PROJECTS,56828.00
KWAZULU-NATAL,INKOSINATHI HIV/AIDS PROJECT,94500.00
KWAZULU-NATAL,WYEBANK SENIOR CITIZEN CLUB PHASE 11,235188.00
KWAZULU-NATAL,MAKHALIMA DEVELOPMENT CENTRE,111796.00
KWAZULU-NATAL,MHLATHUZE COMMUNITY DEVELOPMENT,76157.00
KWAZULU-NATAL,IKHAYA LENJABULO ORGANISATION,72500.00
KWAZULU-NATAL,MHUBHENI LUNCHEON CLUB,105000.00
GAUTENG,UTLWANANG THEATRE GROUP,1094000.00
GAUTENG,MAISON DELA DANCE PROJECT,258451.00
GAUTENG,NATIONAL CHILDREN'S THEATRE TRUST,833100.00
NORTH WEST,TTT FOUNDATION NPC,4627937.00
EASTERN CAPE,THE ELUXOLWENI CHARITABLE TRUST,187560.00
EASTERN CAPE,KEISKAMMAHOEK CHILD AND YOUTH CARE CENTRE,383954.00
EASTERN CAPE,MASIBUMBANE SERVICE CENTRE,98670.00
EASTERN CAPE,KWAKHANYA SENIOR CITIZENS ORGANIZATION,169055.00
EASTERN CAPE,EKUPHUMLENI SERVICE CENTRE FOR THE AGED,143602.00
GAUTENG,ZENZELENI CHILDRENS AND YOUTH VILLAGE ARTS & AGRICULTURE,123133.00
GAUTENG,SIYANAMUKELA COMMUNITY PROJECT,317372.00
GAUTENG,ITUMELENG EARLY LEARNING & DAY CARE,144000.00
GAUTENG,SENTLHAGANA SA MAMPHORWANA,125500.00
LIMPOPO,MAPHOSA DROP IN CENTRE,83610.00
LIMPOPO,MANTOPI PRIMARY SCHOOL,611096.40
MPUMALANGA,S'BONGILE PRIMARY SCHOOL,864134.00
EASTERN CAPE,CANAAN CARE CENTRES,3764165.00
EASTERN CAPE,NGANGELIZWE VICTIM SUPPORT CENTRE ORGANISATION,133400.00
EASTERN CAPE,PORT ELIZABETH LADIES BENEVOLENT SOCIETY,294588.00
GAUTENG,LIVEJAM NPC,40000.00
GAUTENG,EL-SHAMMAH HOME FOR ABANDONED BABIES,110817.00
FREE STATE,MPHEDISENG HOME CENTRE,67500.00
FREE STATE,HOPE MULTI -PURPOSE DROP IN CENTRE,237901.00
FREE STATE,FADOCSA LIRU,46550.00
LIMPOPO,DIRA-O-DIRELWE MODIMOLLE HOME BASED CARE,56500.00
LIMPOPO,PHAFOGANG MABULANE HOME COMMUNITY BASED CAR,121000.00
LIMPOPO,IKAGENG MULTIPURPOSE CENTRE,142200.00
LIMPOPO,RAMONAMA EDUCATION CENTRE,164000.00
LIMPOPO,NTOTOLE DROP IN CENTRE,266124.00
LIMPOPO,CHRISTELIK - MAATSKAPLIKE RAAD WARMBAD,191340.00
LIMPOPO,GORUTHA CENTRE,220642.00
MPUMALANGA,ELVIS MALATJIE DAY CARE CENTRE,139159.87
MPUMALANGA,VULINQONDO DAY CARE CENTRE,129600.00
MPUMALANGA,SITHULILE DAY CARE CENTRE,133327.95
MPUMALANGA,CUDDLE INN DAY CARE CENTRE,91000.00
GAUTENG,RADIPEU PRIMARY SCHOOL,300000.00
GAUTENG,FUKAMA PRIMARY SCHOOL,299728.00
GAUTENG,EDUCATION THROUGH SOCCER ACADEMY,20500.00
LIMPOPO,HLALELANI PRIMARY SCHOOL,298000.00
LIMPOPO,MUDUNUNGU PRIMARY SCHOOL,300000.00
LIMPOPO,LEONTWANI,50000.00
LIMPOPO,TSHIKOMBANI PRIMARY SCHOOL,299400.00
LIMPOPO,PHAPHAZELA JUNIOR PRIMARY SCHOOL,299290.00
LIMPOPO,THOKWANE PRIMARY SCHOOL,300000.00
MPUMALANGA,SOGASA PRIMARY SCHOOL,279300.00
MPUMALANGA,N J MAHLANGU SECONDARY SCHOOL,265000.00
MPUMALANGA,I.K.MAKUSE EARLY LEARNING CENTRE,183000.00
MPUMALANGA,MASAKANE TRUST ECD TRAINING CENTRE,137000.00
MPUMALANGA,SINETHEMBA OLD AGE AND STIMULATION CENTRE,172750.00
MPUMALANGA,REMMOGO ITIRELENG VICTIM EMPOWERMENT PROJECT,138000.00
MPUMALANGA,SIPHUMELELE DAY CARE CENTRE,138504.31
MPUMALANGA,LETHUKUKHANYA DAY CARE CENTRE,137783.00
MPUMALANGA,PHAKGAMANG CRECHE,143550.00
MPUMALANGA,SANTA BETHAL BRANCH,105700.00
MPUMALANGA,BOKAMOSO YOUTH CENTRE,131000.00
MPUMALANGA,EARLY BEE PRE-SCHOOL,88500.00
MPUMALANGA,SIZANANI EDUCARE,146000.00
MPUMALANGA,MAROPENG SERVICE CENTRE,135100.00
MPUMALANGA,LIGHT - HOUSE DAY CARE CENTRE,89099.08
MPUMALANGA,SIPHOSETHU HOME BASED CARE,99500.00
MPUMALANGA,CASTEEL COMMUNITY HOME BASED CARE,129200.00
MPUMALANGA,SIMUNYE HOME BASED CARE,70000.00
MPUMALANGA,MATSULU HOME BASED CARE,117200.00
MPUMALANGA,POTI-PRE,134292.63
MPUMALANGA,ELUKWATINI YOUTH DEVELOPMENT CENTRE,92639.70
MPUMALANGA,JABULANI EDU-CARE,140000.00
MPUMALANGA,THOLULWAZI DAY CARE CENTRE,128000.00
MPUMALANGA,WELVERDIEND YOUTH SERVICE,112000.00
MPUMALANGA,SANDLA  SEMUSA MULTI PURPOSE CENTRE,118000.00
MPUMALANGA,UMALUSI OMUHLE PRE SCHOOL,120000.00
MPUMALANGA,NTUTHUKO PREVENTION GROUP,116889.00
MPUMALANGA,THUTHUKANI PRE-SCHOOL,128000.00
MPUMALANGA,SIPHUMELELE DAYCARE CENTRE,103000.00
MPUMALANGA,VULAMEHLO EARLY LEARNING CENTRE,119800.00
MPUMALANGA,THE WAY EDUCARE,121000.00
MPUMALANGA,RISE N' SHINE PRE SCHOOL,90000.00
MPUMALANGA,DELPARK HOME BASED CARE,88520.00
MPUMALANGA,HOPE WELL DAY CARE CENTRE,92388.00
MPUMALANGA,SILINDILE MULTI-PURPOSE DROP-IN CENTRE,139670.00
NORTH WEST,KONKOLODI EARLY LEARNING CENTRE,185730.00
NORTH WEST,A.G.C.C HEARTS AND HANDS E.L.C,214881.00
NORTH WEST,RUTANANG LEARNING CENTRE,430000.00
NORTH WEST,ARE AGISANENG COMMUNITY SERVICES,50100.00
NORTH WEST,DORCAS DIVINE COMMUNITY CENTRE,83498.00
NORTH WEST,RE A DIRA DEVELOPMENT FOR THE DISABLED,429300.00
NORTH WEST,MOTHEO CHILDREN'S CENTRE,88450.00
NORTH WEST,KELESITSE EARLY LEARNING CETRE,305748.00
NORTH WEST,GRACE HELP CENTRE,278000.00
NORTH WEST,CHILD WELFARE SOUTH AFRICA:POTCHEFSTROOM,169564.00
GAUTENG,TLHALEFANG DAY CARE CENTRE,157500.00
GAUTENG,REATLEHILE DAY CARE CENTRE,133800.00
GAUTENG,MOTHERS 2 MOTHERS 2 BE,38013.00
GAUTENG,SIZWILE PRE-SCHOOL,168895.00
MPUMALANGA,KHOMANANI MAGAZA TRADITIONAL DANCE,332600.00
MPUMALANGA,KULA AFRICA STRATEGIC SERVICES,640530.00
MPUMALANGA,ERMELO COMMUNITY RADIO STATION,3467888.00
GAUTENG,NORTH GAUTENG MENTAL HEALTH SOCIETY,286800.00
GAUTENG,TSHEPO DAY CARE & PRE-SCHOOL,89500.00
GAUTENG,CHRISTELIK-MAATSKAPLIKE RAAD(CMR),287000.00
GAUTENG,THE GREATER BENONI CHILD WELFARE,465000.00
GAUTENG,REARABETSWE DAY CARE CENTRE,155030.00
GAUTENG,HLALEFANG PRE-SCHOOL,116700.00
GAUTENG,THUSANANG II DAY CARE CENTRE,159537.00
GAUTENG,RATANANG PRE SCHOOL,121945.00
GAUTENG,VOICE OF THE PEOPLE SOUTH AFRICA SERVICE DELIVERY CAMPAIGN,118000.00
KWAZULU-NATAL,DANCING PENCILS LITERACY DEVELOPMENT PROJECT,3189300.00
KWAZULU-NATAL,EKHOKHWANE PRIMARY,100000.00
KWAZULU-NATAL,KHABZA DE KHABZA ART COMMUNITY CENTRE,475000.00
KWAZULU-NATAL,WILDLIFE POISONING PREVENTION AND CONFLICT RESOLUTION,31829.76
NORTHERN CAPE,AMANDLA DANCA TEATRO ZA,495000.00
WESTERN CAPE,SOUTH ROOTS INTERNATIONAL,341200.00
FREE STATE,MABOLELA EDUCARE CENTRE,114396.00
FREE STATE,ITEKENG SELF HELP PROJECT FOR DISABLED,263000.00
FREE STATE,AHANANG SOUP KITCHEN,179500.00
FREE STATE,MPHOHADI DAY CARE CENTRE,113499.00
FREE STATE,PELONOLO DAY CARE CENTRE,162206.00
FREE STATE,TLISANG BANA CHILD CARE,128539.00
FREE STATE,ITEKENG MAQHEKU CLUB,90000.00
FREE STATE,THARI YA TSHEPE EDUCARE,143297.00
FREE STATE,BUBBLE DAY CARE CENTRE,143000.00
FREE STATE,PABALLO PRE SCHOOL,127800.00
FREE STATE,SALVATION DAY CARE CENTRE,130300.00
FREE STATE,MAMORENA CHILD CARE,137296.00
FREE STATE,BOTSHELO CENTRE,92300.00
FREE STATE,ITSOSENG EDUCARE CENTRE,99039.00
FREE STATE,PALESA PRE SCHOOL,93000.00
FREE STATE,REBOHLOKWA PRE SCHOOL,80800.00
FREE STATE,MASAKHANE CRECHE,90860.00
FREE STATE,LESANG BANA EDUCARE,115800.00
FREE STATE,MOFULATSHEPE EDUCARE CENTRE,134600.00
FREE STATE,LERATO CRECHE,140000.00
FREE STATE,KGATHALLANG HOME BASED CARE,108600.00
FREE STATE,MOTHOOSELE EDUCARE CENTRE,136350.00
FREE STATE,BONAMELO DAY CARE CENTRE,139300.00
FREE STATE,TSWELLANG PRE SCHOOL,122800.00
FREE STATE,TIISETSO CRECHE,131200.00
FREE STATE,THANDEKA CRECHE,144700.00
FREE STATE,ELIZABETH PRE SCHOOL,130000.00
FREE STATE,MAMELO PRE SCHOOL,130345.00
FREE STATE,LESEDING PRE SCHOOL AND CRECHE,142949.00
FREE STATE,SEKHUTLONG HOME BASED CARE,108299.00
FREE STATE,LINDOBUHLE DAY CARE CENTRE,131300.00
FREE STATE,SHAMMAH DAY CARE AND PRE SCHOOL,135799.00
FREE STATE,REAGOLA DAY CARE,142591.00
FREE STATE,OBAKENG EDU CARE PRE SCHOOL,145500.00
FREE STATE,BOOTSHIDI DAY CARE CENTRE,122300.00
FREE STATE,ST JOHN PRE SCHOOL,148300.00
FREE STATE,NONAGANG LO DIRE PRE SCHOOL,131051.00
FREE STATE,IKETLETSENG DAY CARE CENTRE,142899.00
FREE STATE,TSHWARAGANO DAY CARE CENTRE,141800.00
FREE STATE,NYAKALLO DAY CARE AND PRE SCHOOL,139298.00
FREE STATE,LESEDI LEARNING CENTRE,119000.00
FREE STATE,MARIA LOFAFA CRECHE,111600.00
LIMPOPO,MMASERA DROP IN CENTRE,142833.00
MPUMALANGA,THUSHA BATHO DROPIN CENTRE,78000.00
NORTHERN CAPE,NORTHERN CAPE DRUG REHABILITATION CENTRE,500000.00
GAUTENG,THE SOCIAL COHESION TRUST,12888872.00
GAUTENG,IARI,4787500.00
KWAZULU-NATAL,THANDA AFTER SCHOOL,53000.00
KWAZULU-NATAL,FUNDA UBHALE PROJECT,121500.00
KWAZULU-NATAL,SPEECH AND DRAMA ASSOCIATION OF SOUTH AFRICA,67000.00
KWAZULU-NATAL,KZN YOUTH ENVIRONMENTAL CLUB,304649.00
FREE STATE,SEDIBENG CRECHE,138046.00
FREE STATE,ANDRIES MARIE OOSTHUIZEN: TAK VAN MONUMENTTEHUIS VAN DIE NHSV GROEP,80000.00
FREE STATE,TSHEPO THEMBA EDUCARE,164944.00
FREE STATE,ATLEHANG PROJECT,115392.00
FREE STATE,SESSY 24 HOURS CRECHE,85000.00
FREE STATE,ENGO FAMILY CARE HEILBRON,119526.00
FREE STATE,ENGO FAMILY CARE VILJOENSKOON,138697.00
FREE STATE,BEFRIENDERS SOUTH AFRICA,255800.00
FREE STATE,THUSONG CATHOLIC EDUCARE CENTRE,122000.00
FREE STATE,PHAPHAMA YOUTH DEVELOPMENT,163395.00
FREE STATE,THEMBALIHLE COMMUNITY PROJECT,131180.00
FREE STATE,BOITELO CRECHE,125500.00
FREE STATE,IKAKGENG EDUCARE,120000.00
FREE STATE,KATLEHO CRECHE,141105.00
FREE STATE,KITSONG SKILLS DEVELOPMENT & WELNESS PROJECTS,128160.00
FREE STATE,MAMOHAU CRECHE,113220.00
FREE STATE,ZAMOKUHLE CRECHE,122187.00
MPUMALANGA,NKANYISO YOUTH DEVELOPMENT CENTRE,106000.00
MPUMALANGA,BOSELE CRECHE AND PRE-SCHOOL,90500.00
MPUMALANGA,TEMNDENI COMMUNITY DEVELOPMENT CENTRE,117700.00
MPUMALANGA,DINGUKWAZI DAY CARE CENTRE,80384.00
MPUMALANGA,UKUKHULAKWETHU MULTIPURPOSE CENTRE,165997.00
MPUMALANGA,BONGINKOSI CRECHE & PRESCHOOL,118000.00
MPUMALANGA,NKOSINATHI DAY CARE CENTRE,100000.00
MPUMALANGA,UBUHLE BENTUTHUKO CARE FOR THE AGED,118000.00
MPUMALANGA,FIRST STEP DAY CARE CENTRE,120800.00
MPUMALANGA,VUSELANI HOME BASED CARE,88520.00
MPUMALANGA,OTHANDWENI PRE-SCHOOL,88080.00
MPUMALANGA,FUNDZANI PRE-SCHOOL,110100.00
MPUMALANGA,EMPILWENI HOME BASED CARE,146000.00
KWAZULU-NATAL,VELEMSENI COMMUNITY DEVELOPMENT,96800.00
KWAZULU-NATAL,ZIMISELE HIV/AIDS CARE,413000.00
KWAZULU-NATAL,MAGAYE VISUAL IMPAIRED PEOPLE'S ASSOCIATION,170940.00
KWAZULU-NATAL,THUTHUKISA IMPILO ORGANISATION,43500.00
MPUMALANGA,MASIQHUBEKE PRE-SCHOOL,147094.00
MPUMALANGA,IREAGH BPRE-SCHOOL,122900.00
MPUMALANGA,BAMBANANI HOME BASE CARE,104000.00
MPUMALANGA,KHUTSALANI PRE-SCHOOL,118000.00
MPUMALANGA,SINETHEMBA HOME BASED CARE,88600.00
MPUMALANGA,TWELOPELE EDU-CARE,154000.00
EASTERN CAPE,NOTHERN AREAS SOCCER BOARD - PE,86000.00
FREE STATE,MADIBOHO INTERMEDIATE SCHOOL,300000.00
FREE STATE,NELSDRIF PRIMARY SCHOOL,287512.00
GAUTENG,MAANO COMMUNITY DEVELOPMENT PROJECT,42850.00
NORTH WEST,TSOGO SECONDARY,296730.00
NORTH WEST,MAKGATLHANONG PRIMARY SCHOOL,296730.00
NORTH WEST,MARAUDING CLASSIC FOOTBALL CLUB,199575.00
KWAZULU-NATAL,INQOPHAMLANDO SERVICE CENTRE-HOME FOR THE AGED,350000.00
KWAZULU-NATAL,THE KLOOF CONSERVANCY,796000.00
GAUTENG,BLACK HOME FOUNDATION,65500.00
LIMPOPO,PHOLOGO DROP IN CENTRE,70500.00
LIMPOPO,MOTINTI HOME BASED CARE,71100.00
LIMPOPO,MMAKELETSE OLD AGED CENTRE,141682.00
LIMPOPO,LEGAE LA RENA DEVELOPMENT CENTRE,100222.00
LIMPOPO,NYAOPE MUST FALL FOUNDATION,60397.00
NORTH WEST,MANTLWANENG DAY CARE CENTRE,169500.00
NORTH WEST,KELEBOGILE DAY CARE CENTRE,163500.00
WESTERN CAPE,GOD FIRST OUTREACH ORGANISATION,195600.00
WESTERN CAPE,JO'S SCHOOL,24300.00
GAUTENG,THE DREAMFIELDS PROJECT,497360.00
GAUTENG,MAPENANE SECONDARY SCHOOL,299570.00
KWAZULU-NATAL,MFUNZI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,EBHETHANI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,SIBONGINTUTHUKO PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,OQUNGWENI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,LOKOTHWAYO COMBINED SCHOOL,263249.30
KWAZULU-NATAL,EMNGCELENI PRIMARY SCHOOL,296979.80
KWAZULU-NATAL,HILTON TENNIS CLUB,150000.00
KWAZULU-NATAL,EHLWATHI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,SIGIDISABATHEMBU PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,HAWA HIGHER PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,KUJABULENI P SCHOOL,293600.00
KWAZULU-NATAL,ECANCANE PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,RANTJIESVLAKTE PRIMARY SCHOOL,300000.00
GAUTENG,SOUTH AFRICAN MUSIC EDUCATION TRUST (SAMET),2674522.00
MPUMALANGA,UKULIMA FOOD SOVEREIGNTY NPC,217728.00
NORTHERN CAPE,BOGOSI BOATLEGILE TRUST,499220.00
LIMPOPO,OPRET COMMUNITY HEALTH CENTRE,60500.00
LIMPOPO,IKAGELENG CRECHE,152000.00
LIMPOPO,MABLE CHOEU CRECHE,141257.00
LIMPOPO,MASHASHANE VICTIM SUPPORT CENTRE (VEP),286250.00
KWAZULU-NATAL,ZOEKNOG YOUNG TIGERS F.C,296705.00
KWAZULU-NATAL,SCOTTBURGH SURF LIFESAVING CLUB,128124.00
KWAZULU-NATAL,KWAMKHUMBUZI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,EZIHLABENI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,JOJINGWENYA PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,EMHLUNGWINI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,KZN GOLDEN OLDIES,105000.00
KWAZULU-NATAL,MABHEDLA PRIMARY SCHOOL,282800.00
KWAZULU-NATAL,MPIYAKHE HIGH SCHOOL,298810.95
KWAZULU-NATAL,MNQOBOKAZI PRIMARY SCHOOL,298353.65
KWAZULU-NATAL,NGOZA PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,LIBUYILE PRIMARY SCHOOL,298302.70
KWAZULU-NATAL,NIBELA PRIMARY SCHOOL,293783.20
KWAZULU-NATAL,NKOLOKOTHO PRIMARY SCHOOL,298760.45
KWAZULU-NATAL,HOMELEIGH PRIMARY SCHOOL,292651.50
KWAZULU-NATAL,ISIPHEPHELO HIGH SCHOOL,301140.50
KWAZULU-NATAL,EMPUMELELWENI PRIMARY SCHOOL,307400.00
KWAZULU-NATAL,MAMFENE PRIMARY SCHOOL,292453.15
KWAZULU-NATAL,MAWANA PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,UMTENTWENI BOWILING CLUB,152781.94
KWAZULU-NATAL,MACHWETSHANA PRIMARY SCHOOL,298353.65
KWAZULU-NATAL,NTIKILI PRIMARY SCHOOL,298810.95
KWAZULU-NATAL,GOBANDLOVU PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,NKOSAZANA PRIMARY SCHOOL,298760.95
KWAZULU-NATAL,NQUTSHINI PRIMARY SCHOOL,291853.65
KWAZULU-NATAL,MPHOTHI PRIMARY SCHOOL,298810.95
KWAZULU-NATAL,PHUNGELIHLE PRIMARY SCHOOL,283800.00
KWAZULU-NATAL,MPHAKATHINI PRIMARY SCHOOL,298810.95
KWAZULU-NATAL,KING SENZANGAKHONA HIGH,298760.95
KWAZULU-NATAL,NTOBOZI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,THANGO PRIMARY SCHOOL,298353.65
KWAZULU-NATAL,EMAGUQENI PRIMARY SCHOOL,298750.95
KWAZULU-NATAL,MBUSOWABATHETHWA HIGH SCHOOL,299999.97
KWAZULU-NATAL,IMIZIKAYIFANI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,TWASANA PRIMARY SCHOOL,298353.65
KWAZULU-NATAL,NTULABAKAYISE SECONDARY SCHOOL,298353.65
KWAZULU-NATAL,QALAKANCANE PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,NQABAYEMBUBE HIGH SCHOOL,300000.00
KWAZULU-NATAL,OTHUNGWINI PRIMARY SCHOOL,300000.00
KWAZULU-NATAL,NKOSITHANDILE HIGH SCHOOL,300000.00
LIMPOPO,MADODONGA COMMUNITY CRECHE,462500.00
LIMPOPO,SELEDU CRECHE,103000.00
LIMPOPO,ITIRELENG DAY CARE CENTRE,65400.00
LIMPOPO,SENWABARWANA VICTIM SUPPORT CENTRE,133100.00
LIMPOPO,PURAVON HOME BASED CARE,137700.00
MPUMALANGA,REATLEGILE YOUTH ADVISORY CENTER,239400.00
MPUMALANGA,MPUMALANGA CHORAL MUSIC ASSOCIATION,646000.00
LIMPOPO,THUTO KE LESEDI ECD,102500.00
LIMPOPO,PEOPLE AGAINST THE SPREAD OF AIDS &SALVATION,38305.00
LIMPOPO,FHATANI LUSHAKA SUBSTANCE ABUSE,37500.00
LIMPOPO,SANTA SEDIBENG COMMUNITY CARE GROUP,94500.00
LIMPOPO,TAKUSENI SIMULATION CENTRE,55500.00
LIMPOPO,WISANI DROP IN CENTRE,99333.00
LIMPOPO,RE A KGONA MANKWENG DROP IN CENTRE,107000.00
LIMPOPO,MAFIWA DROP IN CENTRE,96480.00
LIMPOPO,MUTHEO SOCIAL SERVICES,61000.00
LIMPOPO,MOROBALA OLD AGE CENTRE,143078.00
LIMPOPO,ITSHEPHENG SENIOR CITIZENS MULTIPURPOSE CENTRE,167750.00
LIMPOPO,PHEDISANG BUTSWANA DROP IN CENTRE,119000.00
LIMPOPO,XITIYISA COMMUNITY PROJECT,67000.00
LIMPOPO,MTITIITI DROP IN CENTRE,61000.00
EASTERN CAPE,SID FOURIE TRUST,428349.82
EASTERN CAPE,CAT CONSERVATION TRUST,914470.75
FREE STATE,REALEBOHA DAY CARE CENTRE,182090.00
FREE STATE,BOIKITLAETSO SCHEME,165125.00
FREE STATE,THEBE PRE SCHOOL,69300.00
FREE STATE,LETLHABILE EARLY LEARNING CENTRE,111100.00
FREE STATE,PHAHAMENG DAY CARE CENTRE FOR THE AGED,37300.00
FREE STATE,JOK FOUNDATION,62300.00
FREE STATE,TOKOLOHO FOUNDATION,109500.00
FREE STATE,SIVILE-RE UTLWILE ORGANISATION,56000.00
FREE STATE,RAINBOW FOUNDATION AND SERVICE DELIVERY,100107.00
