Province,Name,Amount
LP,HANGALAKANI PRIMARY SCHOOL,300000.00
LP,MALEDZA PRIMARY SCHOOL,300000.00
LP,HOJI SENIOR PRIMARY,300000.00
NW,BANCHO PRIMARY,300000.00
NW,LOMANYANENG PRIMARY SCHOOL,299999.36
EC,THATO COMMUNITY CRISIS CENTRE,6054220.00
GP,TIKKUN,577500.00
GP,SIYABONGA AFRICA CARE CENTRE,154500.00
GP,ZIBSILOR,23877838.00
NW,MATOPELO HOPE CENTER,58000.00
NW,TSWELELOPELE COMMUNITY PROJECT,76900.00
NW,GOOD SHEPHERD MISSION,129130.00
NW,ARE-AGANENG CENTRE,80597.00
NW,SAVF ZEERUST,188650.00
NW,MMADIRA DAY CARE CENTRE,120246.00
NW,TSIBOGANG CHRISTIAN ACTION GROUP,91000.00
GP,SPECIAL OLYMPICS SOUTH AFRICA,6320715.00
MP,ATHLETICS MPUMALANGA,2500000.00
KZN,NINI PRIMARY SCHOOL,50000.00
KZN,KWAVULAMEHLO PUBLIC PRIMARY SCHOOL,50000.00
KZN,MSUNDUZI PIETERMARITZBURG TOURISM ASSOCIATION,1403500.00
KZN,KWAKHANYA DEVELOPMENT AND PROJECTS,158000.00
GP,CRIME & DRUGS FREE FOUNDATION,120000.00
GP,SIYAQHAKAZA,264275.00
GP,IKAGENG OLD AGE RELIEF CENTRE,151000.00
GP,KATLEHO CENTRE FOR COMMUNITY DEVELOPMENT,88500.00
GP,QUADRIPLEGIC ASSOCIATION GAUTENG NORTH,713300.00
GP,LEBONE AIDS CARE,122000.00
GP,THANSANANI MEALS ON WHEELS COMMUNITY SERVICES,154054.00
GP,CULTURAL AND CREATIVE INDUSTRIES FEDERATION OF SOUTH AFRICA (CCIFS,839600.00
GP,GOOD HOPE DANCE CLUB,158482.00
GP,UXOLO NOKUZWANA DAY CARE,144012.00
GP,VAAL TRIANGLE MENTAL HEALTH,79095.00
GP,THE LOVE ONE'S OF GOD,94500.00
GP,KHUTSONG DAY CARE CENTRE,86096.00
GP,HOLDING HANDS FOUNDATION,50028.00
GP,LESEDI YOUTH DEVELOPMENT PROGRAMME,190465.00
KZN,MASITHANDANENI YOUTH ORGANISATION,62800.00
KZN,INKATHO COMMUNITY PROJECTS,56828.00
KZN,INKOSINATHI HIV/AIDS PROJECT,94500.00
KZN,WYEBANK SENIOR CITIZEN CLUB PHASE 11,235188.00
KZN,MAKHALIMA DEVELOPMENT CENTRE,111796.00
KZN,MHLATHUZE COMMUNITY DEVELOPMENT,76157.00
KZN,IKHAYA LENJABULO ORGANISATION,72500.00
KZN,MHUBHENI LUNCHEON CLUB,105000.00
GP,UTLWANANG THEATRE GROUP,1094000.00
GP,MAISON DELA DANCE PROJECT,258451.00
GP,NATIONAL CHILDREN'S THEATRE TRUST,833100.00
NW,TTT FOUNDATION NPC,4627937.00
EC,THE ELUXOLWENI CHARITABLE TRUST,187560.00
EC,KEISKAMMAHOEK CHILD AND YOUTH CARE CENTRE,383954.00
EC,MASIBUMBANE SERVICE CENTRE,98670.00
EC,KWAKHANYA SENIOR CITIZENS ORGANIZATION,169055.00
EC,EKUPHUMLENI SERVICE CENTRE FOR THE AGED,143602.00
GP,ZENZELENI CHILDRENS AND YOUTH VILLAGE ARTS & AGRICULTURE,123133.00
GP,SIYANAMUKELA COMMUNITY PROJECT,317372.00
GP,ITUMELENG EARLY LEARNING & DAY CARE,144000.00
GP,SENTLHAGANA SA MAMPHORWANA,125500.00
LP,MAPHOSA DROP IN CENTRE,83610.00
LP,MANTOPI PRIMARY SCHOOL,611096.40
MP,S'BONGILE PRIMARY SCHOOL,864134.00
EC,CANAAN CARE CENTRES,3764165.00
EC,NGANGELIZWE VICTIM SUPPORT CENTRE ORGANISATION,133400.00
EC,PORT ELIZABETH LADIES BENEVOLENT SOCIETY,294588.00
GP,LIVEJAM NPC,40000.00
GP,EL-SHAMMAH HOME FOR ABANDONED BABIES,110817.00
FS,MPHEDISENG HOME CENTRE,67500.00
FS,HOPE MULTI -PURPOSE DROP IN CENTRE,237901.00
FS,FADOCSA LIRU,46550.00
LP,DIRA-O-DIRELWE MODIMOLLE HOME BASED CARE,56500.00
LP,PHAFOGANG MABULANE HOME COMMUNITY BASED CAR,121000.00
LP,IKAGENG MULTIPURPOSE CENTRE,142200.00
LP,RAMONAMA EDUCATION CENTRE,164000.00
LP,NTOTOLE DROP IN CENTRE,266124.00
LP,CHRISTELIK - MAATSKAPLIKE RAAD WARMBAD,191340.00
LP,GORUTHA CENTRE,220642.00
MP,ELVIS MALATJIE DAY CARE CENTRE,139159.87
MP,VULINQONDO DAY CARE CENTRE,129600.00
MP,SITHULILE DAY CARE CENTRE,133327.95
MP,CUDDLE INN DAY CARE CENTRE,91000.00
GP,RADIPEU PRIMARY SCHOOL,300000.00
GP,FUKAMA PRIMARY SCHOOL,299728.00
GP,EDUCATION THROUGH SOCCER ACADEMY,20500.00
LP,HLALELANI PRIMARY SCHOOL,298000.00
LP,MUDUNUNGU PRIMARY SCHOOL,300000.00
LP,LEONTWANI,50000.00
LP,TSHIKOMBANI PRIMARY SCHOOL,299400.00
LP,PHAPHAZELA JUNIOR PRIMARY SCHOOL,299290.00
LP,THOKWANE PRIMARY SCHOOL,300000.00
MP,SOGASA PRIMARY SCHOOL,279300.00
MP,N J MAHLANGU SECONDARY SCHOOL,265000.00
MP,I.K.MAKUSE EARLY LEARNING CENTRE,183000.00
MP,MASAKANE TRUST ECD TRAINING CENTRE,137000.00
MP,SINETHEMBA OLD AGE AND STIMULATION CENTRE,172750.00
MP,REMMOGO ITIRELENG VICTIM EMPOWERMENT PROJECT,138000.00
MP,SIPHUMELELE DAY CARE CENTRE,138504.31
MP,LETHUKUKHANYA DAY CARE CENTRE,137783.00
MP,PHAKGAMANG CRECHE,143550.00
MP,SANTA BETHAL BRANCH,105700.00
MP,BOKAMOSO YOUTH CENTRE,131000.00
MP,EARLY BEE PRE-SCHOOL,88500.00
MP,SIZANANI EDUCARE,146000.00
MP,MAROPENG SERVICE CENTRE,135100.00
MP,LIGHT - HOUSE DAY CARE CENTRE,89099.08
MP,SIPHOSETHU HOME BASED CARE,99500.00
MP,CASTEEL COMMUNITY HOME BASED CARE,129200.00
MP,SIMUNYE HOME BASED CARE,70000.00
MP,MATSULU HOME BASED CARE,117200.00
MP,POTI-PRE,134292.63
MP,ELUKWATINI YOUTH DEVELOPMENT CENTRE,92639.70
MP,JABULANI EDU-CARE,140000.00
MP,THOLULWAZI DAY CARE CENTRE,128000.00
MP,WELVERDIEND YOUTH SERVICE,112000.00
MP,SANDLA SEMUSA MULTI PURPOSE CENTRE,118000.00
MP,UMALUSI OMUHLE PRE SCHOOL,120000.00
MP,NTUTHUKO PREVENTION GROUP,116889.00
MP,THUTHUKANI PRE-SCHOOL,128000.00
MP,SIPHUMELELE DAYCARE CENTRE,103000.00
MP,VULAMEHLO EARLY LEARNING CENTRE,119800.00
MP,THE WAY EDUCARE,121000.00
MP,RISE N' SHINE PRE SCHOOL,90000.00
MP,DELPARK HOME BASED CARE,88520.00
MP,HOPE WELL DAY CARE CENTRE,92388.00
MP,SILINDILE MULTI-PURPOSE DROP-IN CENTRE,139670.00
NW,KONKOLODI EARLY LEARNING CENTRE,185730.00
NW,A.G.C.C HEARTS AND HANDS E.L.C,214881.00
NW,RUTANANG LEARNING CENTRE,430000.00
NW,ARE AGISANENG COMMUNITY SERVICES,50100.00
NW,DORCAS DIVINE COMMUNITY CENTRE,83498.00
NW,RE A DIRA DEVELOPMENT FOR THE DISABLED,429300.00
NW,MOTHEO CHILDREN'S CENTRE,88450.00
NW,KELESITSE EARLY LEARNING CETRE,305748.00
NW,GRACE HELP CENTRE,278000.00
NW,CHILD WELFARE SOUTH AFRICA:POTCHEFSTROOM,169564.00
GP,TLHALEFANG DAY CARE CENTRE,157500.00
GP,REATLEHILE DAY CARE CENTRE,133800.00
GP,MOTHERS 2 MOTHERS 2 BE,38013.00
GP,SIZWILE PRE-SCHOOL,168895.00
MP,KHOMANANI MAGAZA TRADITIONAL DANCE,332600.00
MP,KULA AFRICA STRATEGIC SERVICES,640530.00
MP,ERMELO COMMUNITY RADIO STATION,3467888.00
GP,NORTH GAUTENG MENTAL HEALTH SOCIETY,286800.00
GP,TSHEPO DAY CARE & PRE-SCHOOL,89500.00
GP,CHRISTELIK-MAATSKAPLIKE RAAD(CMR),287000.00
GP,THE GREATER BENONI CHILD WELFARE,465000.00
GP,REARABETSWE DAY CARE CENTRE,155030.00
GP,HLALEFANG PRE-SCHOOL,116700.00
GP,THUSANANG II DAY CARE CENTRE,159537.00
GP,RATANANG PRE SCHOOL,121945.00
GP,VOICE OF THE PEOPLE SOUTH AFRICA SERVICE DELIVERY CAMPAIGN,118000.00
KZN,DANCING PENCILS LITERACY DEVELOPMENT PROJECT,3189300.00
KZN,EKHOKHWANE PRIMARY,100000.00
KZN,KHABZA DE KHABZA ART COMMUNITY CENTRE,475000.00
KZN,WILDLIFE POISONING PREVENTION AND CONFLICT RESOLUTION,31829.76
NC,AMANDLA DANCA TEATRO ZA,495000.00
WC,SOUTH ROOTS INTERNATIONAL,341200.00
FS,MABOLELA EDUCARE CENTRE,114396.00
FS,ITEKENG SELF HELP PROJECT FOR DISABLED,263000.00
FS,AHANANG SOUP KITCHEN,179500.00
FS,MPHOHADI DAY CARE CENTRE,113499.00
FS,PELONOLO DAY CARE CENTRE,162206.00
FS,TLISANG BANA CHILD CARE,128539.00
FS,ITEKENG MAQHEKU CLUB,90000.00
FS,THARI YA TSHEPE EDUCARE,143297.00
FS,BUBBLE DAY CARE CENTRE,143000.00
FS,PABALLO PRE SCHOOL,127800.00
FS,SALVATION DAY CARE CENTRE,130300.00
FS,MAMORENA CHILD CARE,137296.00
FS,BOTSHELO CENTRE,92300.00
FS,ITSOSENG EDUCARE CENTRE,99039.00
FS,PALESA PRE SCHOOL,93000.00
FS,REBOHLOKWA PRE SCHOOL,80800.00
FS,MASAKHANE CRECHE,90860.00
FS,LESANG BANA EDUCARE,115800.00
FS,MOFULATSHEPE EDUCARE CENTRE,134600.00
FS,LERATO CRECHE,140000.00
FS,KGATHALLANG HOME BASED CARE,108600.00
FS,MOTHOOSELE EDUCARE CENTRE,136350.00
FS,BONAMELO DAY CARE CENTRE,139300.00
FS,TSWELLANG PRE SCHOOL,122800.00
FS,TIISETSO CRECHE,131200.00
FS,THANDEKA CRECHE,144700.00
FS,ELIZABETH PRE SCHOOL,130000.00
FS,MAMELO PRE SCHOOL,130345.00
FS,LESEDING PRE SCHOOL AND CRECHE,142949.00
FS,SEKHUTLONG HOME BASED CARE,108299.00
FS,LINDOBUHLE DAY CARE CENTRE,131300.00
FS,SHAMMAH DAY CARE AND PRE SCHOOL,135799.00
FS,REAGOLA DAY CARE,142591.00
FS,OBAKENG EDU CARE PRE SCHOOL,145500.00
FS,BOOTSHIDI DAY CARE CENTRE,122300.00
FS,ST JOHN PRE SCHOOL,148300.00
FS,NONAGANG LO DIRE PRE SCHOOL,131051.00
FS,IKETLETSENG DAY CARE CENTRE,142899.00
FS,TSHWARAGANO DAY CARE CENTRE,141800.00
FS,NYAKALLO DAY CARE AND PRE SCHOOL,139298.00
FS,LESEDI LEARNING CENTRE,119000.00
FS,MARIA LOFAFA CRECHE,111600.00
LP,MMASERA DROP IN CENTRE,142833.00
MP,THUSHA BATHO DROPIN CENTRE,78000.00
NC,NORTHERN CAPE DRUG REHABILITATION CENTRE,500000.00
GP,THE SOCIAL COHESION TRUST,12888872.00
GP,IARI,4787500.00
KZN,THANDA AFTER SCHOOL,53000.00
KZN,FUNDA UBHALE PROJECT,121500.00
KZN,SPEECH AND DRAMA ASSOCIATION OF SOUTH AFRICA,67000.00
KZN,KZN YOUTH ENVIRONMENTAL CLUB,304649.00
FS,SEDIBENG CRECHE,138046.00
FS,ANDRIES MARIE OOSTHUIZEN: TAK VAN MONUMENTTEHUIS VAN DIE NHSV GROEP,80000.00
FS,TSHEPO THEMBA EDUCARE,164944.00
FS,ATLEHANG PROJECT,115392.00
FS,SESSY 24 HOURS CRECHE,85000.00
FS,ENGO FAMILY CARE HEILBRON,119526.00
FS,ENGO FAMILY CARE VILJOENSKOON,138697.00
FS,BEFRIENDERS SOUTH AFRICA,255800.00
FS,THUSONG CATHOLIC EDUCARE CENTRE,122000.00
FS,PHAPHAMA YOUTH DEVELOPMENT,163395.00
FS,THEMBALIHLE COMMUNITY PROJECT,131180.00
FS,BOITELO CRECHE,125500.00
FS,IKAKGENG EDUCARE,120000.00
FS,KATLEHO CRECHE,141105.00
FS,KITSONG SKILLS DEVELOPMENT & WELNESS PROJECTS,128160.00
FS,MAMOHAU CRECHE,113220.00
FS,ZAMOKUHLE CRECHE,122187.00
MP,NKANYISO YOUTH DEVELOPMENT CENTRE,106000.00
MP,BOSELE CRECHE AND PRE-SCHOOL,90500.00
MP,TEMNDENI COMMUNITY DEVELOPMENT CENTRE,117700.00
MP,DINGUKWAZI DAY CARE CENTRE,80384.00
MP,UKUKHULAKWETHU MULTIPURPOSE CENTRE,165997.00
MP,BONGINKOSI CRECHE & PRESCHOOL,118000.00
MP,NKOSINATHI DAY CARE CENTRE,100000.00
MP,UBUHLE BENTUTHUKO CARE FOR THE AGED,118000.00
MP,FIRST STEP DAY CARE CENTRE,120800.00
MP,VUSELANI HOME BASED CARE,88520.00
MP,OTHANDWENI PRE-SCHOOL,88080.00
MP,FUNDZANI PRE-SCHOOL,110100.00
MP,EMPILWENI HOME BASED CARE,146000.00
KZN,VELEMSENI COMMUNITY DEVELOPMENT,96800.00
KZN,ZIMISELE HIV/AIDS CARE,413000.00
KZN,MAGAYE VISUAL IMPAIRED PEOPLE'S ASSOCIATION,170940.00
KZN,THUTHUKISA IMPILO ORGANISATION,43500.00
MP,MASIQHUBEKE PRE-SCHOOL,147094.00
MP,IREAGH B PRE-SCHOOL,122900.00
MP,BAMBANANI HOME BASE CARE,104000.00
MP,KHUTSALANI PRE-SCHOOL,118000.00
MP,SINETHEMBA HOME BASED CARE,88600.00
MP,TWELOPELE EDU-CARE,154000.00
EC,NOTHERN AREAS SOCCER BOARD - PE,86000.00
FS,MADIBOHO INTERMEDIATE SCHOOL,300000.00
FS,NELSDRIF PRIMARY SCHOOL,287512.00
GP,MAANO COMMUNITY DEVELOPMENT PROJECT,42850.00
NW,TSOGO SECONDARY,296730.00
NW,MAKGATLHANONG PRIMARY SCHOOL,296730.00
NW,MARAUDING CLASSIC FOOTBALL CLUB,199575.00
KZN,INQOPHAMLANDO SERVICE CENTRE-HOME FOR THE AGED,350000.00
KZN,THE KLOOF CONSERVANCY,796000.00
GP,BLACK HOME FOUNDATION,65500.00
LP,PHOLOGO DROP IN CENTRE,70500.00
LP,MOTINTI HOME BASED CARE,71100.00
LP,MMAKELETSE OLD AGED CENTRE,141682.00
LP,LEGAE LA RENA DEVELOPMENT CENTRE,100222.00
LP,NYAOPE MUST FALL FOUNDATION,60397.00
NW,MANTLWANENG DAY CARE CENTRE,169500.00
NW,KELEBOGILE DAY CARE CENTRE,163500.00
WC,GOD FIRST OUTREACH ORGANISATION,195600.00
WC,JO'S SCHOOL,24300.00
GP,THE DREAMFIELDS PROJECT,497360.00
GP,MAPENANE SECONDARY SCHOOL,299570.00
KZN,MFUNZI PRIMARY SCHOOL,300000.00
KZN,EBHETHANI PRIMARY SCHOOL,300000.00
KZN,SIBONGINTUTHUKO PRIMARY SCHOOL,300000.00
KZN,OQUNGWENI PRIMARY SCHOOL,300000.00
KZN,LOKOTHWAYO COMBINED SCHOOL,263249.30
KZN,EMNGCELENI PRIMARY SCHOOL,296979.80
KZN,HILTON TENNIS CLUB,150000.00
KZN,EHLWATHI PRIMARY SCHOOL,300000.00
KZN,SIGIDISABATHEMBU PRIMARY SCHOOL,300000.00
KZN,HAWA HIGHER PRIMARY SCHOOL,300000.00
KZN,KUJABULENI P SCHOOL,293600.00
KZN,ECANCANE PRIMARY SCHOOL,300000.00
KZN,RANTJIESVLAKTE PRIMARY SCHOOL,300000.00
GP,SOUTH AFRICAN MUSIC EDUCATION TRUST (SAMET),2674522.00
MP,UKULIMA FOOD SOVEREIGNTY NPC,217728.00
NC,BOGOSI BOATLEGILE TRUST,499220.00
LP,OPRET COMMUNITY HEALTH CENTRE,60500.00
LP,IKAGELENG CRECHE,152000.00
LP,MABLE CHOEU CRECHE,141257.00
LP,MASHASHANE VICTIM SUPPORT CENTRE (VEP),286250.00
KZN,ZOEKNOG YOUNG TIGERS F.C,296705.00
KZN,SCOTTBURGH SURF LIFESAVING CLUB,128124.00
KZN,KWAMKHUMBUZI PRIMARY SCHOOL,300000.00
KZN,EZIHLABENI PRIMARY SCHOOL,300000.00
KZN,JOJINGWENYA PRIMARY SCHOOL,300000.00
KZN,EMHLUNGWINI PRIMARY SCHOOL,300000.00
KZN,KZN GOLDEN OLDIES,105000.00
KZN,MABHEDLA PRIMARY SCHOOL,282800.00
KZN,MPIYAKHE HIGH SCHOOL,298810.95
KZN,MNQOBOKAZI PRIMARY SCHOOL,298353.65
KZN,NGOZA PRIMARY SCHOOL,300000.00
KZN,LIBUYILE PRIMARY SCHOOL,298302.70
KZN,NIBELA PRIMARY SCHOOL,293783.20
KZN,NKOLOKOTHO PRIMARY SCHOOL,298760.45
KZN,HOMELEIGH PRIMARY SCHOOL,292651.50
KZN,ISIPHEPHELO HIGH SCHOOL,301140.50
KZN,EMPUMELELWENI PRIMARY SCHOOL,307400.00
KZN,MAMFENE PRIMARY SCHOOL,292453.15
KZN,MAWANA PRIMARY SCHOOL,300000.00
KZN,UMTENTWENI BOWILING CLUB,152781.94
KZN,MACHWETSHANA PRIMARY SCHOOL,298353.65
KZN,NTIKILI PRIMARY SCHOOL,298810.95
KZN,GOBANDLOVU PRIMARY SCHOOL,300000.00
KZN,NKOSAZANA PRIMARY SCHOOL,298760.95
KZN,NQUTSHINI PRIMARY SCHOOL,291853.65
KZN,MPHOTHI PRIMARY SCHOOL,298810.95
KZN,PHUNGELIHLE PRIMARY SCHOOL,283800.00
KZN,MPHAKATHINI PRIMARY SCHOOL,298810.95
KZN,KING SENZANGAKHONA HIGH,298760.95
KZN,NTOBOZI PRIMARY SCHOOL,300000.00
KZN,THANGO PRIMARY SCHOOL,298353.65
KZN,EMAGUQENI PRIMARY SCHOOL,298750.95
KZN,MBUSOWABATHETHWA HIGH SCHOOL,299999.97
KZN,IMIZIKAYIFANI PRIMARY SCHOOL,300000.00
KZN,TWASANA PRIMARY SCHOOL,298353.65
KZN,NTULABAKAYISE SECONDARY SCHOOL,298353.65
KZN,QALAKANCANE PRIMARY SCHOOL,300000.00
KZN,NQABAYEMBUBE HIGH SCHOOL,300000.00
KZN,OTHUNGWINI PRIMARY SCHOOL,300000.00
KZN,NKOSITHANDILE HIGH SCHOOL,300000.00
LP,MADODONGA COMMUNITY CRECHE,462500.00
LP,SELEDU CRECHE,103000.00
LP,ITIRELENG DAY CARE CENTRE,65400.00
LP,SENWABARWANA VICTIM SUPPORT CENTRE,133100.00
LP,PURAVON HOME BASED CARE,137700.00
MP,REATLEGILE YOUTH ADVISORY CENTER,239400.00
MP,MPUMALANGA CHORAL MUSIC ASSOCIATION,646000.00
LP,THUTO KE LESEDI ECD,102500.00
LP,PEOPLE AGAINST THE SPREAD OF AIDS &SALVATION,38305.00
LP,FHATANI LUSHAKA SUBSTANCE ABUSE,37500.00
LP,SANTA SEDIBENG COMMUNITY CARE GROUP,94500.00
LP,TAKUSENI SIMULATION CENTRE,55500.00
LP,WISANI DROP IN CENTRE,99333.00
LP,RE A KGONA MANKWENG DROP IN CENTRE,107000.00
LP,MAFIWA DROP IN CENTRE,96480.00
LP,MUTHEO SOCIAL SERVICES,61000.00
LP,MOROBALA OLD AGE CENTRE,143078.00
LP,ITSHEPHENG SENIOR CITIZENS MULTIPURPOSE CENTRE,167750.00
LP,PHEDISANG BUTSWANA DROP IN CENTRE,119000.00
LP,XITIYISA COMMUNITY PROJECT,67000.00
LP,MTITIITI DROP IN CENTRE,61000.00
EC,SID FOURIE TRUST,428349.82
EC,CAT CONSERVATION TRUST,914470.75
FS,REALEBOHA DAY CARE CENTRE,182090.00
FS,BOIKITLAETSO SCHEME,165125.00
FS,THEBE PRE SCHOOL,69300.00
FS,LETLHABILE EARLY LEARNING CENTRE,111100.00
FS,PHAHAMENG DAY CARE CENTRE FOR THE AGED,37300.00
FS,JOK FOUNDATION,62300.00
FS,TOKOLOHO FOUNDATION,109500.00
FS,SIVILE-RE UTLWILE ORGANISATION,56000.00
FS,RAINBOW FOUNDATION AND SERVICE DELIVERY,100107.00
FS,QIBINIG OLD AGE ORGANISATION,103200.00
GP,THE TEDDY BEAR CLINIC FOR ABUSED CHILDREN,171675.00
EC,MVUME SPRINGS SENIOR PRIMARY SCHOOL,300000.00
EC,CWEBENI JUNIOR SECONDARY SCHOOL,300000.00
EC,BULUMKO JUNIOR PRIMARY SCHOOL,297500.00
EC,NONTLOKO JUNIOR SECONDARY SCHOOL,300000.00
EC,UPPER CEGCUWANA JUNIOR SECONDARY SCHOOL,300000.00
EC,MTHWAKU JUNIOR SECONDARY SCHOOL,300000.00
EC,MDABUKA JUNIOR SECONDARY SCHOOL,300000.00
EC,MBHASHE SENIOR PRIMARY SCHOOL,300000.00
EC,VULINDLELA SENIOR SECONDARY SCHOOL,300000.00
EC,MEYIWA JUNIOR SECONDARY SCHOOL,300000.00
EC,GOSO FOREST JUNIOR SECONDARY SCHOOL,300000.00
EC,VUKUKHANYE JUNIOR SECONDARY SCHOOL,300000.00
EC,LOWER MZENGE JUNIOR SECONDARY SCHOOL,300000.00
EC,SICHWE JUNIOR SECONDARY SCHOOL,300000.00
KZN,MABEDLANA PRIMARY SCHOOL,300000.00
KZN,NGONGOLO PRIMARY SCHOOL,300000.00
KZN,SICELUKUKHANYA HIGH SCHOOL,252449.30
KZN,MAHLAHLAMELA COMBINED PRIMARY SCHOOL,300000.00
KZN,KWAMSHAYA PRIMARY SCHOOL,298760.95
KZN,MFULAWEZWE PRIMARY SCHOOL,298302.70
KZN,VEYANA PRMARY SCHOOL,298353.65
KZN,OBANJENI PRIMARY SCHOOL,300000.00
KZN,EMOYENI PRIMARY SCHOOL,297850.00
WC,PINELANDS HIGH SCHOOL,268650.00
KZN,THE DURBAN AFRICAN ART CENTRE ASSOCIATION,1146000.00
KZN,HLUMA INTERMEDIATE SCHOOL,100000.00
NW,MORIBO ARTS PROJECTS,220333.00
NW,ITSOSENG ARTS CULTURE AND SPORTS ORGANISATION,4583400.00
GP,TSHEPONG DAY CARE,141000.00
GP,ENKOLWENI CRECHE,116438.00
GP,EESTERUST WELSYNSORGNASASIE VIE BEJAARDES,257260.00
GP,THUTO KE LESEDI PRE SCHOOL,134000.00
GP,KHULANI DAY CARE CENTRE,160000.00
GP,THABANG CRECHE,135000.00
GP,FLOWER FOUNDATION PRETORIA HOMES FOR THE AGED,139470.00
GP,NALEDI YA MESO DAY CARE CENTRE,143000.00
GP,TUTELA,115900.00
GP,THEKGANANG SUPPORT GROUP,168000.00
GP,INKULULEKO DAY CARE,151000.00
GP,ANN HARDING CHESHIRE HOME,296000.00
GP,HLALEFANG CRECHE AND PRE SCHOOL,137460.00
GP,ALPHA WORLD MINISTRIES SOCIAL CARE CENTRE,162000.00
GP,RESALETSE THUTO DAY CARE CENTRE,129998.00
GP,CHILD WELFARE SA VANDERBIJILPARK,92600.00
GP,DIE ONDERSTEUNINGSRAAD,391480.00
GP,TLHALEFANG DAY CARE CENTRE,125000.00
GP,VEREENING CHILD AND FAMILY,159000.00
GP,RORISANG DAY CARE AND PRE SCHOOL,135000.00
GP,PRECIOUS PLACE OF HOPE,160000.00
GP,SEBOKENG OLD AGE HOME & MULTI PURPOSE CENTRE,307200.00
GP,INKANYEZI HIV/AIDS ORGANISATION,116000.00
GP,TSHEPANG PROGRAMME FOR ORPHANED AND VULNERABLE CHILDREN,159797.90
GP,EMTHONJENI AWARENESS CENTRE,160000.00
GP,SAVF PRETORIA STREEKKANTOOR,94000.00
GP,LERANZO CARE CENTRE,126000.00
GP,TETENI HOME BASED CARE,141000.00
GP,REFUWE DAY CARE CENTRE,138000.00
GP,THUTO KE LERE DAY CARE CENTRE,139000.00
GP,LOFENTSE PRE SCHOOL,134500.00
GP,BONGI DAY CARE,112600.00
GP,INMED SOUTH AFRICA,96000.00
GP,LESEDI LA THUTO PRE SCHOOL,141000.00
GP,KGAHLISO CHILDRENS HOME & DAY CARE CENTRE,140000.00
GP,LETLOTLO LABOPHELO DAY CARE CENTRE,141000.00
GP,THE PAPILION FOUNDATION,115500.00
GP,TSOSELETSO DAY CARE CENTRE,141000.00
GP,THUSANANG DAY CARE,141000.00
GP,DEUTSCHES ALTERSHEIM,105400.00
GP,BOKAMOSO DAY CARE CENTRE,141000.00
GP,EMILY HOBHOUSE TAK VAN MONUMENT TEHUIS V.D NHSV GROUP,118335.00
GP,LEFE LINE SOUTHERN AFRICA,188718.00
GP,LIFE LINE EKURHULENI,108164.61
GP,MMAKETSOENG DAY CARE CENTRE,122500.00
GP,UNITY CRECHE AND PRE SCHOOL,95997.00
GP,INSTITUDE FOR WOMENS DEVELOPMENT,131000.00
MP,PHUMELELA CARE FOR THE AGED,59761.00
MP,QEDUSIZI COMMUNITY BASED DROP IN CENTRE,71920.00
MP,STANDERTON VICTIM EMPOWERMENT CENTRE,579950.00
MP,WELVERDIEND COMMUNITY BASED CARE,65595.00
FS,PABALLONG DAY CARE CENTRE,95809.00
GP,THEMBELIHLE DAY CARE,131225.00
GP,YOUNGSTARS NURSERY AND PRE SCHOOL,146000.00
GP,ABC NURSERY AND PRE SCHOOL,104000.00
GP,PASSIONATE FEEDING SCHEME,154000.00
GP,KWAZE KWASA,136600.00
GP,STAND WITH NPC,142000.00
GP,KHAYELIHLE DAY CARE CENTRE,135747.00
GP,HUMPTY DUMPTY DAY CARE CENTRE,149700.00
GP,AVRIL ELIZABETH HOME FOR THE MENTALLY HANDICAPPED,140000.00
GP,SIKHULA SONKE DAY CARE CENTRE,132000.00
GP,RETINA SOUTH AFRICA NORTHERN GAUTENG BRANCH,137290.00
GP,SISONKE EARLY LEARNING CENTRE,145500.00
GP,CENTURION RAAD VIRJAARDES,133400.00
GP,YAKHA IKUSASA MANJE HELATH DEVELOPMENT CENTRE,131000.00
GP,SPRINGS & KWA THEMA CHILD WELFARE SOCIETY,136000.00
GP,THE CRADDLE OF HOPE,138000.00
GP,THARI YA SETSHABA,122600.00
GP,METT CENTRE,89618.00
GP,INKOSINOTHANDO NURSEY AND PRE SCHOOL,110000.00
GP,THE HAMLET FOUNDATION,165000.00
GP,VEREENING ALLIANCE FOR STREET CHILDREN,110750.00
GP,MATLAFALA TRAUMA MANAGEMENT,111000.00
GP,HOSPICE EAST RAND,103646.00
GP,GOOD HOPE EARLY LEARNING CENTRE,141000.00
GP,GUGULETHU CRECHE,141910.00
GP,LESEDI PRE SCHOOL,118500.00
GP,KATLEHO SCHOOL FOR PHYSICALLY DISABLED,143500.00
GP,YOUTH AGAINST HIV/AIDS AND POVERTY,146000.00
GP,UTHANDO CHRISTIAN DAY & PRE SCHOOL,129000.00
GP,THE CENTRE FOR ADVANCEMENT TO INDEPENDENCE THROUGH MOTIVATION,121000.00
GP,NG WELFARE VEREENIGING / NG WLESYN VEREENING,120883.00
GP,LIFELINE WEST RAND,111000.00
GP,POLKA DOT ANGELS CARE CENTRE,140195.00
GP,TSHEPONG DAY CARE CENTRE,141000.00
GP,BADIRI SOCIAL TRANSFORMATION,86286.00
GP,VUKA -UKHANYE COMMUNITY DEVELOPMENT,62000.00
GP,NOMAHLETHESTER,58100.00
GP,THE NEW APOSTOLIC CHURCH OF SPRIRIT H.B.C,83000.00
