Name,Sector,Province,Amount
"Schizophrenia Foundation of South Africa, Parktown",CHARITIES,National Bodies,314790
SOS Children's Villages,CHARITIES,National Bodies,15600312
TB Alliance DOTS Support Association Bellville,CHARITIES,National Bodies,600000
"The Aids Consortium, Braamfontein",CHARITIES,National Bodies,499296
The Association for Autism Pretoria,CHARITIES,National Bodies,580940
The Big Issue Cape Town,CHARITIES,National Bodies,400000
The Deaf Federation of SA,CHARITIES,National Bodies,1000000
The Educo Trust of Africa Cape Town,CHARITIES,National Bodies,1000000
The Homes Training Trust Randburg,CHARITIES,National Bodies,297145
"The Homes Training Trust, Braamfontein",CHARITIES,National Bodies,250000
The Ondersteuningsraad Pretoria,CHARITIES,National Bodies,1000000
Tswaranang Legal Advocacy Centre,CHARITIES,National Bodies,500000
Women's Legal Centre Trust Cape Town,CHARITIES,National Bodies,500000
ACVV Aberdeen,CHARITIES,Eastern Cape,800000
ACVV Algoa Park,CHARITIES,Eastern Cape,500000
ACVV Cradock,CHARITIES,Eastern Cape,1154697
ACVV Grahamstown Service Centre for the Aged,CHARITIES,Eastern Cape,161500
"ACVV Huis van de Graaff Old Age Home, Graaff-Reinet",CHARITIES,Eastern Cape,797823
ACVV Kirkwood,CHARITIES,Eastern Cape,300000
ACVV Middelburg,CHARITIES,Eastern Cape,500000
ACVV Middelburg (Eastern Cape),CHARITIES,Eastern Cape,272635
ACVV Middleburg (Eastern Cape),CHARITIES,Eastern Cape,353489
ACVV Somerset East,CHARITIES,Eastern Cape,426256
"ACVV Despatch: Nobuntu Crèche, Khayamnandi",CHARITIES,Eastern Cape,74100
Adelaide C & F Society,CHARITIES,Eastern Cape,300000
"After Care Havens, Port Elizabeth",CHARITIES,Eastern Cape,794123
Algoa Bay Council for the Aged,CHARITIES,Eastern Cape,358036
"Alzheimer and Related Dementias Association, EC, Uitenhage",CHARITIES,Eastern Cape,123500
Antic Senior Citizen Service Centre Grahamstown,CHARITIES,Eastern Cape,285765
Association for the Physically Disabled Eastern Cape,CHARITIES,Eastern Cape,1049970
Barkly East Advice Centre,CHARITIES,Eastern Cape,200000
Berea Gardens East London,CHARITIES,Eastern Cape,1000000
Border Hospice East London,CHARITIES,Eastern Cape,465375
Camdeboo Hospice Graaff Reinet,CHARITIES,Eastern Cape,180000
Catholic Development Centre Umtata,CHARITIES,Eastern Cape,555000
Cerebral palsy Association Eastern Cape P.E.,CHARITIES,Eastern Cape,400000
"Christian Social Services, Port Elizabeth",CHARITIES,Eastern Cape,1500000
CMR Port Elizabeth,CHARITIES,Eastern Cape,224058
CMR Queenstown,CHARITIES,Eastern Cape,254760
CMR Sondagrivier,CHARITIES,Eastern Cape,251013
CMR van die Drakensburg Elliot,CHARITIES,Eastern Cape,228600
CMR vir die Ring van Graaf Reinet,CHARITIES,Eastern Cape,162738
"Comserve Ministries, Port Elizabeth",CHARITIES,Eastern Cape,800000
Cradock Cancer Care,CHARITIES,Eastern Cape,100000
CSS Ring van Humansdorp,CHARITIES,Eastern Cape,591533
"Disabled People South Africa (DPSA Eastern Cape), Cape Town",CHARITIES,Eastern Cape,1000000
Dordrecht Legal Advice Office,CHARITIES,Eastern Cape,300000
East London Children's Home,CHARITIES,Eastern Cape,600000
East London Senior Citizens Association,CHARITIES,Eastern Cape,225000
Eastern Cape NGO Coalition East London,CHARITIES,Eastern Cape,300000
Elliot Home for the Aged,CHARITIES,Eastern Cape,200000
Ethembeni Children's Day Care George,CHARITIES,Eastern Cape,400000
"FAMSA Border, Family Life Centre",CHARITIES,Eastern Cape,117454
"FAMSA, Port Elizabeth",CHARITIES,Eastern Cape,500000
"Gompo Welfare Organisation for the Care of the Aged (Gompo Abused Children Centre), East London",CHARITIES,Eastern Cape,750000
Grahamstown C & F Welfare Society,CHARITIES,Eastern Cape,267000
Grahamstown Hospice,CHARITIES,Eastern Cape,506740
Herschel Legal Advice Centre,CHARITIES,Eastern Cape,382214
Huis Formosa Joubertina,CHARITIES,Eastern Cape,405000
Huis Louisa Meyburgh Port Elizabeth,CHARITIES,Eastern Cape,300000
Huis Tarkastad Home,CHARITIES,Eastern Cape,250000
Ikhwezi Mphalatsane Community Organisation,CHARITIES,Eastern Cape,183000
"Ikwhezi Lokusa Rehab, Umtata",CHARITIES,Eastern Cape,700000
Isaiah 58 Children's Village East London,CHARITIES,Eastern Cape,1000000
Isifungo Pre Primary School Port Elizabeth,CHARITIES,Eastern Cape,200000
Isinamva Community Development Centre,CHARITIES,Eastern Cape,100000
Jerusalem Ministries,CHARITIES,Eastern Cape,255790
KWT Child & Youth Care Centre King Williamstown,CHARITIES,Eastern Cape,500000
Lake Farm Aid Centre P.E.,CHARITIES,Eastern Cape,195000
Lifeline Eastern Cape. Port Elizabeth,CHARITIES,Eastern Cape,400000
Masibambane Service Centre for the Aged Mdantsane,CHARITIES,Eastern Cape,50000
Masikhule ECD Centre,CHARITIES,Eastern Cape,500000
"Masimanyane Women's Support Centre, East London",CHARITIES,Eastern Cape,1431763
Matatiele Advice Centre,CHARITIES,Eastern Cape,721700
"McClelland Adult Centre for the Handicapped, East London",CHARITIES,Eastern Cape,787423
"Missionvale Care Centre Trust, Port Elizabeth",CHARITIES,Eastern Cape,300000
Mount Fletcher Advice Centre,CHARITIES,Eastern Cape,300000
Mount Fletcher Cheshire Home,CHARITIES,Eastern Cape,251665
"MTR Smit Children's Haven, Port Elizabeth",CHARITIES,Eastern Cape,1200000
"Nazareth House, Port Elizabeth",CHARITIES,Eastern Cape,532833
Ons Tuiste Humansdorp,CHARITIES,Eastern Cape,1074386
Oosterland Youth Despatch,CHARITIES,Eastern Cape,919000
OR Tambo Disabled Peoples Organisation Umtata,CHARITIES,Eastern Cape,200000
Peddie Women's Support Centre,CHARITIES,Eastern Cape,100000
Port Alfred Benevolent Society,CHARITIES,Eastern Cape,265000
Port Elizabeth Charity Organisation,CHARITIES,Eastern Cape,85000
Port Elizabeth Children & Family Centre,CHARITIES,Eastern Cape,440191
"Port Elizabeth Mental Health, Port Elizabeth",CHARITIES,Eastern Cape,1465795
"Project for Conflict Resolution & Dev, Port Elizabeth",CHARITIES,Eastern Cape,1181200
"Protea Service Centre, Port Elizabeth",CHARITIES,Eastern Cape,602028
Queenstown C & F Welfare Society Queenstown,CHARITIES,Eastern Cape,304000
Rape Crisis Centre,CHARITIES,Eastern Cape,520000
"Rape Crisis Centre, Port Elizabeth",CHARITIES,Eastern Cape,500000
Regional Educare Council King Williams Town,CHARITIES,Eastern Cape,500000
Retina SA Port Elizabeth,CHARITIES,Eastern Cape,200000
SA Blind Workers Organisation Eastern Cape P.E.,CHARITIES,Eastern Cape,200000
SA Council for C & F Welfare JHB Eastern Cape Office,CHARITIES,Eastern Cape,2000000
SANCA Central Eastern Cape,CHARITIES,Eastern Cape,807146
SANCA PE,CHARITIES,Eastern Cape,600000
Schoombie Trust for the Education & Training Middelburg,CHARITIES,Eastern Cape,68446
Siyakhana Youth Outreach & Educational Trust Umtata,CHARITIES,Eastern Cape,950000
Society for St Vincent de Paul,CHARITIES,Eastern Cape,1800000
Somerset East CFWS,CHARITIES,Eastern Cape,250000
"SOS Children's Village, Port Elizabeth",CHARITIES,Eastern Cape,1852890
SPCA Cradock & District,CHARITIES,Eastern Cape,100000
SPCA Kirkwood,CHARITIES,Eastern Cape,50000
SPCA Stutterheim & District,CHARITIES,Eastern Cape,130000
St Francis Hospice Port Elizabeth,CHARITIES,Eastern Cape,163757
"Summerstrand Cheshire Home, Port Elizabeth",CHARITIES,Eastern Cape,450000
Thatcher Home,CHARITIES,Eastern Cape,1341124
The Early Learning Centre Eastern Cape,CHARITIES,Eastern Cape,416000
The House of Resurrection Haven Salsonville,CHARITIES,Eastern Cape,782645
The Presidents Award for Youth Empowerment,CHARITIES,Eastern Cape,300000
Transkei Land Service Organisation,CHARITIES,Eastern Cape,200000
Ubuntu Education Fund of Ebhayi,CHARITIES,Eastern Cape,200000
Uitenhage & District SPCA,CHARITIES,Eastern Cape,150000
Uitenhage Child and Family Welfare Society,CHARITIES,Eastern Cape,718419
Uitenhage Mental Health,CHARITIES,Eastern Cape,129901
Umtata Child Abuse Resource Centre,CHARITIES,Eastern Cape,300000
Umtata Child and Family Welfare Society,CHARITIES,Eastern Cape,200000
Umtata Women's Support Centre,CHARITIES,Eastern Cape,300000
Umthathi Training Project Trust Grahamstown,CHARITIES,Eastern Cape,332121
Union of Jewish Women Port Elizabeth,CHARITIES,Eastern Cape,70000
"Walmer Soup Kitchen, Walmer",CHARITIES,Eastern Cape,200000
Winterberg School Trust,CHARITIES,Eastern Cape,436760
Zanokhanyo Educare Centre,CHARITIES,Eastern Cape,111000
Albert Luthuli Day Care Centre,CHARITIES,Free State,112296
Amohelang Day Care Centre,CHARITIES,Free State,101943
Andries Marie Oosthuizen Tehuis Parys,CHARITIES,Free State,135916
"APD: Free State Access One Stop, Bloemfontein",CHARITIES,Free State,216500
Association for Persons with Disabilities  Free State,CHARITIES,Free State,186000
Boitumelo Early Learning Centre,CHARITIES,Free State,78945
Bolokanang Home Based Care,CHARITIES,Free State,134535
Bread of Life Day Care Centre,CHARITIES,Free State,96283
Child & Family Welfare Society Bloemfontein,CHARITIES,Free State,1388510
Catholic Community Service Bethlehem,CHARITIES,Free State,777355
"Child Welfare Society, Bloemfontein [Telkom Helpline]",CHARITIES,Free State,268007
Concerned HIV/AIDS Youth Group Sasolburg,CHARITIES,Free State,100000
Diketso Eseng Dipuo Community Development Trust Bloem,CHARITIES,Free State,386149
"Epilepsy SA, Free State & North West Branch",CHARITIES,Free State,500000
Faith Day Care Centre,CHARITIES,Free State,94565
"Free State Rural Development Ass, Bloemfontein",CHARITIES,Free State,360000
"Goldfields Hospice Association, Welkom",CHARITIES,Free State,396420
"Goldfields Hospice Association, Welkom",CHARITIES,Free State,345600
"Goldfields Society for the Blind, Welkom",CHARITIES,Free State,200000
Heart Beat Centre for Community,CHARITIES,Free State,785182
"Huis Maranata, Bothaville",CHARITIES,Free State,73800
Ikageng Pre-School,CHARITIES,Free State,132750
Ipeleng Day Care Centre,CHARITIES,Free State,80509
Ipopeng Crèche,CHARITIES,Free State,189873
"Itsoseng Day Care, Wepener",CHARITIES,Free State,100000
JJ Monnapule Early Child Development,CHARITIES,Free State,88399
Karabelo Day Care Centre,CHARITIES,Free State,104306
Keikantse Early Learning Centre,CHARITIES,Free State,79141
"Kerklike Maatskaplike Diens, Odendaalsrus",CHARITIES,Free State,37020
Kgatelopele Day Care Centre,CHARITIES,Free State,107566
Kgotsong C & F Welfare Society Bothaville,CHARITIES,Free State,614603
"Khanya Community Based Organisation, Botshabelo",CHARITIES,Free State,200000
"KMD Ring, Fauresmith",CHARITIES,Free State,106296
Kuyasa Child Care Centre,CHARITIES,Free State,107938
Ladybrand Hospice,CHARITIES,Free State,183501
Leratong Educare Centre,CHARITIES,Free State,95927
Lesang Bana Day Care Centre,CHARITIES,Free State,250877
Lesedi La Thuto Day Care Centre,CHARITIES,Free State,109648
Letlhabile Early Learning Centre,CHARITIES,Free State,66518
Mamohau Day Care Centre,CHARITIES,Free State,81949
Mangaung Society for the Care of the Aged Bloemfontein,CHARITIES,Free State,2000000
Maria's Crèche,CHARITIES,Free State,77854
Masakhane Crèche,CHARITIES,Free State,194495
Masakhane Day Care Centre,CHARITIES,Free State,92496
Mofulatshepe Educare Centre,CHARITIES,Free State,171172
Motheo Day Care Centre,CHARITIES,Free State,189729
Naledi Day Care Centre,CHARITIES,Free State,101322
Nanogang Lo Dire Pre-School,CHARITIES,Free State,64651
Northern Free State Mental Health Welkom,CHARITIES,Free State,250000
"Northern Free State Mental Health, Welkom",CHARITIES,Free State,400000
"Orange Vroue Vereeniging Vredefort, Parys",CHARITIES,Free State,210372
Oranje Vroue Vereeniging Brandfort,CHARITIES,Free State,350000
Orediretse Day Care Centre,CHARITIES,Free State,66554
OVV Bethlehem,CHARITIES,Free State,300000
OVV Bloemfontein,CHARITIES,Free State,307558
OVV Brandfort,CHARITIES,Free State,300000
OVV Brandwag,CHARITIES,Free State,400000
OVV Frankfort,CHARITIES,Free State,391065
OVV Harrismith,CHARITIES,Free State,14625
OVV Parys,CHARITIES,Free State,185925
OVV Smithfield,CHARITIES,Free State,50000
OVV Tak Goudrif Welkom,CHARITIES,Free State,407395
OVV Thenissen,CHARITIES,Free State,50000
OVV Trompsburg,CHARITIES,Free State,200000
OVV Zastron,CHARITIES,Free State,412000
Paballong Day Care Centre,CHARITIES,Free State,90867
Qibing Educare Centre,CHARITIES,Free State,203336
Ratang Bana Day Care Centre,CHARITIES,Free State,152801
Reamohetswe Day Care Centre,CHARITIES,Free State,111688
Relebohile Day Care Centre,CHARITIES,Free State,114045
Retswelapele Day Care Centre,CHARITIES,Free State,113737
Rorisang Day Care Centre,CHARITIES,Free State,98366
Rose's Day Care Centre,CHARITIES,Free State,72799
Rusoord OVV Tehuis vir Bejaardes Brandfort,CHARITIES,Free State,200000
Rutanang Day Care Centre,CHARITIES,Free State,57914
"SA National Council for Child and Family Welfare (Free State Regional Office), Bloemfontein",CHARITIES,Free State,2306746
"Sentrum Vir Bejaardes, Bloemfontein",CHARITIES,Free State,372000
Social Welfare,CHARITIES,Free State,136200
Sonwabo Child Care Centre,CHARITIES,Free State,156906
SPCA Bloemfontein,CHARITIES,Free State,500000
SPCA Ficksburg,CHARITIES,Free State,80000
SPCA Kroonstad,CHARITIES,Free State,392725
SPCA Parys,CHARITIES,Free State,100000
St Wendolin's Community Resource Centre,CHARITIES,Free State,100000
"St. John's Ambulance Foundation, Bloemfontein",CHARITIES,Free State,353900
"Stllehawe Centre for Old Age Home, Dewetsdorp",CHARITIES,Free State,150000
Thari Ya Tshepe Day Care Centre,CHARITIES,Free State,88476
The Bethlehem Society for Prevention of Cruelty to Animals,CHARITIES,Free State,177100
The St Nicholas Children's Hospice - Naledi Hospice Bloem,CHARITIES,Free State,1495200
Thebe Pre - School,CHARITIES,Free State,113627
Thembinkosi Day Care Centre,CHARITIES,Free State,92071
Thusa Sechaba Crèche,CHARITIES,Free State,192345
Tilsang Bana Child Care Centre,CHARITIES,Free State,146905
Tlhabologang Day Care Centre,CHARITIES,Free State,107566
Tokoloho Disabled Care Centre Botshabelo,CHARITIES,Free State,100000
Tshenolo Child Care Centre,CHARITIES,Free State,113624
Tshepang Educare Trust Bethlehem,CHARITIES,Free State,507383
Tshepong Care Centre,CHARITIES,Free State,170981
Vereeniging vir die Versorging van Bejaardes Clocolan,CHARITIES,Free State,300000
Viljoenskroon Hospice,CHARITIES,Free State,225000
Vrystaat Nasorgsentrum Bloemfontein,CHARITIES,Free State,584279
Yeshua Day Care Centre,CHARITIES,Free State,74568
Zenzeleni Day Care Centre,CHARITIES,Free State,91173
"ACFS Community Education & Feeding Scheme, Johannesburg",CHARITIES,Gauteng,1500000
Active Learning & Leisure Libraries JHB,CHARITIES,Gauteng,100000
AGS AFM Home for the Aged Villieria,CHARITIES,Gauteng,70000
Alberton Tuiste vir Bejaardes,CHARITIES,Gauteng,315187
Alethria International Ministries Roodepoort,CHARITIES,Gauteng,306187
Alex Outreach Ministry SA Marlboro Alexandra,CHARITIES,Gauteng,258569
Alzheimer and,CHARITIES,Gauteng,176900
APD Mamelodi,CHARITIES,Gauteng,195745
Armstrong Berning Centre SAVF Pretoria,CHARITIES,Gauteng,270023
ASHA Pre School Association JHB,CHARITIES,Gauteng,1326303
Association for the Physically Disabled Greater JHB,CHARITIES,Gauteng,758300
Attridgeville Ass for the Physically Disabled,CHARITIES,Gauteng,296808
Avril Elizabeth Home Germiston,CHARITIES,Gauteng,1160165
Baby Therapy Centre Pretoria,CHARITIES,Gauteng,325650
Bethany House Trust Krugersdorp,CHARITIES,Gauteng,534600
Big Brother Big Sisters of SA Observatory,CHARITIES,Gauteng,228763
Boksburg CFWS,CHARITIES,Gauteng,1312421
Bophelo Community Ass,CHARITIES,Gauteng,856000
Botshabelo,CHARITIES,Gauteng,500000
Carel du Toit Pretoria,CHARITIES,Gauteng,350000
"Catholic Women's League  St. Anne's Home for Aged Women, Edenvale",CHARITIES,Gauteng,100000
CBDP- Community Based Development Programme. JHB,CHARITIES,Gauteng,500000
Childline Braamfontein,CHARITIES,Gauteng,1000000
Christelike Maatskaplike Raad Boksburg,CHARITIES,Gauteng,996675
Christelike Maatskaplike Raad Germiston,CHARITIES,Gauteng,422000
Christian Social Council Benoni,CHARITIES,Gauteng,700000
Christian Social Council Greater Alberton,CHARITIES,Gauteng,1210000
Christian Social Council Moot Pretoria,CHARITIES,Gauteng,45700
Christian Social Council Randburg,CHARITIES,Gauteng,60000
Christian Social Services Council Ring Heidelberg,CHARITIES,Gauteng,100000
Citizens Advice Bureau Pretoria,CHARITIES,Gauteng,130000
Community Action Programme Mamelodi,CHARITIES,Gauteng,150000
Community Aids Response CARE JHB,CHARITIES,Gauteng,419430
"Cotlands Baby Sanctuary, Johannesburg",CHARITIES,Gauteng,3096150
Council for the Aged Kempton Park,CHARITIES,Gauteng,890602
CSC Pretoria West,CHARITIES,Gauteng,136500
CWL Adoption Society JHB,CHARITIES,Gauteng,110000
CWL Mary Immaculate Queen Pre-School JHB,CHARITIES,Gauteng,100000
Deutches Altersheim Pretoria,CHARITIES,Gauteng,351379
Disabled People of Kwa-Thema JHB,CHARITIES,Gauteng,300000
Disabled People South Africa - Gauteng,CHARITIES,Gauteng,1000000
East Rand Hospice Benoni,CHARITIES,Gauteng,1000000
Edenvale Child & Family Care Society,CHARITIES,Gauteng,200000
Edutak Pre-School Training & Development Pretoria,CHARITIES,Gauteng,603638
Eldorado Park Women's Forum,CHARITIES,Gauteng,500000
Elethu Daveyton Cheshire Home Daveyton,CHARITIES,Gauteng,584898
Emily Hobhouse Housing Complex Pretoria,CHARITIES,Gauteng,511214
Ethelbert Children's Home Durban,CHARITIES,Gauteng,577258
"Family Health Services, Lenasia",CHARITIES,Gauteng,100000
Family Institute of SA Pretoria,CHARITIES,Gauteng,87000
Family Life Centre FAMSA Johannesburg,CHARITIES,Gauteng,1065450
FAMSA East Rand,CHARITIES,Gauteng,1212785
"FAMSA Vaal Triangle, Vanderbijlpark",CHARITIES,Gauteng,204800
FAMSA West Rand,CHARITIES,Gauteng,500000
Floroma Old Age Home Roodepoort,CHARITIES,Gauteng,281484
"Flower Foundation Homes for the Aged, Pretoria",CHARITIES,Gauteng,567922
Forest Farm Centre Johannesburg,CHARITIES,Gauteng,400000
Gauteng Kidney Association Germiston,CHARITIES,Gauteng,100000
Greater Germiston Society for C & F Welfare,CHARITIES,Gauteng,500000
Greater Soweto Ass for ECD,CHARITIES,Gauteng,500000
Grow Early Learning Trust Brixton,CHARITIES,Gauteng,264000
Guild Cottage Johannesburg,CHARITIES,Gauteng,349390
Hands of Compassion Randburg,CHARITIES,Gauteng,200000
"Headway Gauteng, Johannesburg",CHARITIES,Gauteng,174509
Herfsland Home for the Aged,CHARITIES,Gauteng,591000
Hippy South Africa,CHARITIES,Gauteng,500000
Horizon Care Centre for Persons with Mental Disability PTA,CHARITIES,Gauteng,150000
House Otto Self Help for Quadriplegics,CHARITIES,Gauteng,316000
Institute for Primary Health Soshanguve,CHARITIES,Gauteng,700000
J.S. Mminele Child & Youth Care Centre Atteridgeville,CHARITIES,Gauteng,471006
Jeugland Dienssentrum vir Senior Burgers Vanderbijlpark,CHARITIES,Gauteng,354605
Johannesburg Children's Home,CHARITIES,Gauteng,2111605
Johannesburg Children's Home,CHARITIES,Gauteng,1000000
Johannesburg Coronation Foundation,CHARITIES,Gauteng,2062676
Johannesburg Institute of Social Services JISS,CHARITIES,Gauteng,500000
Johannesburg Jewish Helping Hand & Burial Society,CHARITIES,Gauteng,1600000
Kathlehong Early Learning Resource Unit,CHARITIES,Gauteng,600000
Kathlehong Resource Centre,CHARITIES,Gauteng,579541
"Khanya Family Centre, Kathlehong",CHARITIES,Gauteng,405410
Khauhelo Day Care Randfontein,CHARITIES,Gauteng,20000
Khulani Aged Recreation Centre Vosloorus,CHARITIES,Gauteng,150000
Khutlo - Tharo Alcohol & Drug Help Centre Vereeniging,CHARITIES,Gauteng,50000
Laudium Mental Health Society,CHARITIES,Gauteng,200000
Lebohang Centre for the Mentally Handicapped Sebokeng,CHARITIES,Gauteng,1479160
Lebohang Crèche Sebokeng,CHARITIES,Gauteng,181172
Lesedi Educare Tweespruit,CHARITIES,Gauteng,975800
Lethabo le Khutso Pretoria,CHARITIES,Gauteng,50000
"Lethukukhanya Health Institute, Johannesburg",CHARITIES,Gauteng,300000
Lifeline Johannesburg,CHARITIES,Gauteng,700000
Lifeline Pretoria,CHARITIES,Gauteng,362500
Lifeline Vaal Triangle Acron Park,CHARITIES,Gauteng,900000
Lifeline West Rand,CHARITIES,Gauteng,300000
Little Eden Society Edenvale,CHARITIES,Gauteng,1500000
Little People Pre School & Care Centre Riverlea,CHARITIES,Gauteng,50000
Louis Botha Children's Home Pretoria,CHARITIES,Gauteng,500000
Louis Trichardt Monument Home,CHARITIES,Gauteng,218933
"Making it Happen, Johannesburg",CHARITIES,Gauteng,200000
Mamelodi YMCA,CHARITIES,Gauteng,408700
Mararti Senior Citizens Social Club,CHARITIES,Gauteng,20000
Mary Jane Pre - School Duduza,CHARITIES,Gauteng,50000
Mercy House Pretoria,CHARITIES,Gauteng,365000
Mercy House Pretoria Siyafunda Haven Soshanguve,CHARITIES,Gauteng,520000
Mercy Shelters for the Homeless Rosebank,CHARITIES,Gauteng,983120
Metropolitan Evangelical Services MES,CHARITIES,Gauteng,200000
Midrand C & F Care Ass,CHARITIES,Gauteng,500000
Midrand Child & Family Care Association,CHARITIES,Gauteng,450000
Mmashiko Community Projects,CHARITIES,Gauteng,617824
Mmashiko Community Projects Mmakau,CHARITIES,Gauteng,719592
Monument Service Centre,CHARITIES,Gauteng,95936
Mothwa Haven Pretoria,CHARITIES,Gauteng,445000
National Children's Right Committee Gauteng,CHARITIES,Gauteng,500000
National Network on Violence Against Women,CHARITIES,Gauteng,200000
Nazareth House JHB,CHARITIES,Gauteng,600000
"Nazareth House, Pretoria",CHARITIES,Gauteng,454140
Nigel C & F Welfare Society,CHARITIES,Gauteng,417000
NISAA Institute Women's Dev Dipalo School Lenasia,CHARITIES,Gauteng,387584
Nishtara Lodge Lenasia,CHARITIES,Gauteng,300000
Nitro Pretoria,CHARITIES,Gauteng,200000
Northern Pretoria Development Scheme,CHARITIES,Gauteng,100000
Ons Herberg Tehuis vir Bejaardes Bronkhorstspruit,CHARITIES,Gauteng,260000
"Ons Tuis Multi Purpose Frail Care Centre, Pretoria",CHARITIES,Gauteng,259745
"Optimus Foundation for adult education, Johannesburg",CHARITIES,Gauteng,300000
"Out- Lesbian, Gay, Bisexual & Transsexual Well Being",CHARITIES,Gauteng,50000
Park Care,CHARITIES,Gauteng,2000000
"People for Awareness on Disability Issues, JHB",CHARITIES,Gauteng,189052
People Opposing Women Abuse JHB,CHARITIES,Gauteng,610371
Phutaditjaba Old Age & Disabled Care Ass,CHARITIES,Gauteng,563064
"Pretoria & District C & F Welfare Society, Laudium",CHARITIES,Gauteng,100000
Pretoria Community Ministries,CHARITIES,Gauteng,275000
Pretoria Council for the Care of the Aged,CHARITIES,Gauteng,400000
Pretoria Sungardens Hospice,CHARITIES,Gauteng,1982900
Pretoria Workshop for the Blind,CHARITIES,Gauteng,1000000
Quadriplegic Ass Gauteng South Remmelos JHB,CHARITIES,Gauteng,388000
Quadriplegics Association Gauteng North Pretoria,CHARITIES,Gauteng,830000
Ratanda Old Age Organisation Ratanda Heidelberg,CHARITIES,Gauteng,417733
Reach Out Community Project,CHARITIES,Gauteng,250000
REEA Epilepsy Care Centre Johannesburg,CHARITIES,Gauteng,100000
Reiger Park Early Childhood & Women Development,CHARITIES,Gauteng,300000
Reitumetse Early Learning Vanderbijlpark,CHARITIES,Gauteng,383304
Rest - a - While Service Centre for the Aged Primrose,CHARITIES,Gauteng,300000
Resthaven Place of Refuge Rossettenville,CHARITIES,Gauteng,500000
Restorative Justice Centre,CHARITIES,Gauteng,668390
"Retina SA, Gauteng Branch",CHARITIES,Gauteng,300000
Rhema Service Foundation JHB,CHARITIES,Gauteng,200000
Roger Stephens Protective Workshop Pretoria,CHARITIES,Gauteng,100000
Roodepoort Care of the Aged,CHARITIES,Gauteng,500000
Rophe Counselling Services JHB,CHARITIES,Gauteng,20000
Rusoord Centurion,CHARITIES,Gauteng,516000
SA Council for English Education,CHARITIES,Gauteng,61150
SA National Council for the blind: Tshimologo,CHARITIES,Gauteng,210000
Sagewood Foundation ECD Teacher Training,CHARITIES,Gauteng,750997
San Salvador Home,CHARITIES,Gauteng,500000
SANCA Central Rand JHB,CHARITIES,Gauteng,1500000
SANCA Greater Heidelberg,CHARITIES,Gauteng,500000
SANCA Horizon Alcohol & Drug Centre Boksburg,CHARITIES,Gauteng,750000
SANCA Johannesburg,CHARITIES,Gauteng,1100000
SANCA Khutlo-Tharo Alcohol & Drug Help Centre Vereeniging,CHARITIES,Gauteng,300000
SANCA National Directorate JHB,CHARITIES,Gauteng,2755449
Sanctuary Day Care Centre,CHARITIES,Gauteng,200000
SANTA Johannesburg,CHARITIES,Gauteng,1136710
Save the Children Fund,CHARITIES,Gauteng,819500
SAVF Donato Pretoria,CHARITIES,Gauteng,232027
SAVF Greater Germiston,CHARITIES,Gauteng,200000
SAVF Heidelberg,CHARITIES,Gauteng,284821
SAVF Kammanland Nursery School Vanderbijlpark,CHARITIES,Gauteng,350000
SAVF Margaretha Ackerman Tehuis Pretoria West,CHARITIES,Gauteng,644562
SAVF Millennium Sentrum,CHARITIES,Gauteng,2000000
SAVF Millennium Sentrum,CHARITIES,Gauteng,1000000
"SAVF Oberholzer, Carletonville",CHARITIES,Gauteng,832165
SAVF Pretoria Social Services Arcadia,CHARITIES,Gauteng,27942
SAVF Women's Ferderation Pretoria,CHARITIES,Gauteng,920000
Seniorstruis Service Centre Pretoria,CHARITIES,Gauteng,133690
"Services for the Blind, Cape Town",CHARITIES,Gauteng,550000
"Sexual Harassment and Education Project, Johannesburg",CHARITIES,Gauteng,500000
Shalom Respite Care Centre Magaliesburg,CHARITIES,Gauteng,200000
"Society for Children & Adults with Autism, JHB",CHARITIES,Gauteng,500000
"South African National Council for Child and family Welfare, Sharpeville",CHARITIES,Gauteng,100000
Southern African Sexual Health Ass Rooseveldt Park,CHARITIES,Gauteng,310000
Soweto Cheshire Home,CHARITIES,Gauteng,500000
Sparrow Ministries Florida,CHARITIES,Gauteng,1000000
SPCA Boksburg,CHARITIES,Gauteng,358000
SPCA Brakpan,CHARITIES,Gauteng,64690
SPCA Heidelberg,CHARITIES,Gauteng,100000
SPCA Nigel,CHARITIES,Gauteng,100000
SPCA Springs,CHARITIES,Gauteng,100000
SPCA Vanderbijlpark,CHARITIES,Gauteng,60000
SPCA Vereeniging,CHARITIES,Gauteng,250000
Springs Retirement Frail Care Centre,CHARITIES,Gauteng,500000
Springs Senior Citizen Club,CHARITIES,Gauteng,300000
St Anne's Home Cape Town,CHARITIES,Gauteng,400000
"St Anthony's Care Centre, Reiger Park",CHARITIES,Gauteng,443473
St Giles Association Johannesburg,CHARITIES,Gauteng,200000
St Nicholas Children's Home Johannesburg,CHARITIES,Gauteng,1000000
"St. Francis Care Centre, Boksburg",CHARITIES,Gauteng,800000
"St. Vincent de Paul Society, Coronationville",CHARITIES,Gauteng,700688
Sunfield Home Logwood Muldersdrift,CHARITIES,Gauteng,919540
"Tembaletu Day Centre, Wynberg",CHARITIES,Gauteng,82975
Tembisa C & F Welfare,CHARITIES,Gauteng,729200
Tembisa Co-ordinated Welfare Organisation,CHARITIES,Gauteng,4000000
Thandanani Centre,CHARITIES,Gauteng,1000000
The Association for Senior Citizens of Randburg TASCOR,CHARITIES,Gauteng,50000
