Name,Sector,Province,Amount
 ACVV - Swellendam,CHARITIES CATEGORY,GAUTENG,50000
 Africon Self Help Association,CHARITIES CATEGORY,GAUTENG,200000
 AGS/AFM Home for the Aged - Villeria,CHARITIES CATEGORY,GAUTENG,65000
 Aidslink,CHARITIES CATEGORY,GAUTENG,50000
 Albinism Society of South Africa,CHARITIES CATEGORY,GAUTENG,200000
 Aletheia International Ministries,CHARITIES CATEGORY,GAUTENG,100000
 Alex Children’s Clinic Friends Trust I,CHARITIES CATEGORY,GAUTENG,100000
 Alex Children’s Clinic Friends Trust II,CHARITIES CATEGORY,GAUTENG,100000
 Alexandra Disability Movement,CHARITIES CATEGORY,GAUTENG,150000
 Alzheimer’s and Related Dementias Association,CHARITIES CATEGORY,GAUTENG,120000
 Ann Harding Cheshire Home for the Disabled,CHARITIES CATEGORY,GAUTENG,125000
 ARDA Gauteng,CHARITIES CATEGORY,GAUTENG,59000
 ARE Tswaraneng Protected Workshop,CHARITIES CATEGORY,GAUTENG,15000
 Association for People with Disabilities,CHARITIES CATEGORY,GAUTENG,75000
 Atteridgeville Association for People with Disabilities,CHARITIES CATEGORY,GAUTENG,50000
 Autism South Africa,CHARITIES CATEGORY,GAUTENG,50000
 Avondvrede Ouetehuis,CHARITIES CATEGORY,GAUTENG,50000
 Avril Elizabeth Home,CHARITIES CATEGORY,GAUTENG,500000
 Baby Therapy Centre,CHARITIES CATEGORY,GAUTENG,75000
 Basadi Pele Foundation,CHARITIES CATEGORY,GAUTENG,50000
 Boitumelo Eco Resource and Training Organization,CHARITIES CATEGORY,GAUTENG,200000
 Mothwa Haven Old Age Home ,CHARITIES CATEGORY,GAUTENG,122000
 Muscular Dystrophy Foundation Gauteng ,CHARITIES CATEGORY,GAUTENG,100000
 National Association for Child Minders - Soweto ,CHARITIES CATEGORY,GAUTENG,280000
 National Association of People Living with HIV/ AIDS ,CHARITIES CATEGORY,GAUTENG,150000
 National Children’s Rights Committee ,CHARITIES CATEGORY,GAUTENG,1000000
 National Welfare Social Services Development Forum ,CHARITIES CATEGORY,GAUTENG,300000
 NICRO Gauteng ,CHARITIES CATEGORY,GAUTENG,200000
 Nigel Child and Family Welfare Society ,CHARITIES CATEGORY,GAUTENG,50000
 Nishtara Alcohol and Drug Centre ,CHARITIES CATEGORY,GAUTENG,10000
 Nokuthula Centre ,CHARITIES CATEGORY,GAUTENG,50000
 North Gauteng Mental Health Society ,CHARITIES CATEGORY,GAUTENG,250000
 Ons Herberg Tehuis vir Bejaardes ,CHARITIES CATEGORY,GAUTENG,65000
 Ons Tuis Multi Purpose Frail Care Centre ,CHARITIES CATEGORY,GAUTENG,108600
 Operation Hunger ,CHARITIES CATEGORY,GAUTENG,1500000
 Oppi Hoogte Day Care Centre ,CHARITIES CATEGORY,GAUTENG,30000
 Orient Seaside Fund ,CHARITIES CATEGORY,GAUTENG,75000
 Orlando Children’s Home Soweto ,CHARITIES CATEGORY,GAUTENG,500000
 Our Nest Stimulation Centre for Mental and Physically Handicapped ,CHARITIES CATEGORY,GAUTENG,45000
 Paul Jungnickel Home ,CHARITIES CATEGORY,GAUTENG,100000
 People Against Human Abuse ,CHARITIES CATEGORY,GAUTENG,50000
 People Opposing Women Abuse ,CHARITIES CATEGORY,GAUTENG,500000
 Phuthanamagole Protected Workshop ,CHARITIES CATEGORY,GAUTENG,15000
 Phyllis Robertson Housing Care and Rehabilitation ,CHARITIES CATEGORY,GAUTENG,30000
 Pretoria Central Community Centre ,CHARITIES CATEGORY,GAUTENG,85000
 Pretoria Child and Family Care Society ,CHARITIES CATEGORY,GAUTENG,500000
 Pretoria Council for the Care of the Aged ,CHARITIES CATEGORY,GAUTENG,70000
 Pretoria Sungardens Hospice ,CHARITIES CATEGORY,GAUTENG,100000
 Pretoria West Community and Trauma Centre ,CHARITIES CATEGORY,GAUTENG,30000
 Princess Alice Adoption Home ,CHARITIES CATEGORY,GAUTENG,100000
 PROTEC ,CHARITIES CATEGORY,GAUTENG,150000
 Pumelela Training Centre ,CHARITIES CATEGORY,GAUTENG,200000
 Queen Alexandra Retirement Home ,CHARITIES CATEGORY,GAUTENG,100000
 Randburg SPCA ,CHARITIES CATEGORY,GAUTENG,100000
 Refeng Sebaka Special Care Centre ,CHARITIES CATEGORY,GAUTENG,15000
 Roger Stephens Protective Workshop for the Disabled Pretoria ,CHARITIES CATEGORY,GAUTENG,100000
 Roodepoort Care for the Aged ,CHARITIES CATEGORY,GAUTENG,50000
 Roodepoort Child and Family Welfare Society ,CHARITIES CATEGORY,GAUTENG,120000
 Roodepoort SPCA ,CHARITIES CATEGORY,GAUTENG,100000
 SA Blind Workers Organization ,CHARITIES CATEGORY,GAUTENG,100000
 SA Congress for ECD ,CHARITIES CATEGORY,GAUTENG,200000
 SA National Tuberculosis Association ,CHARITIES CATEGORY,GAUTENG,1000000
 San Michelle Home Brakpan ,CHARITIES CATEGORY,GAUTENG,400000
 San Salvador Home Hyde Park ,CHARITIES CATEGORY,GAUTENG,200000
 SANCA ,CHARITIES CATEGORY,GAUTENG,500000
 SANEL – Gauteng ,CHARITIES CATEGORY,GAUTENG,69440
 SANTA Johannesburg ,CHARITIES CATEGORY,GAUTENG,50000
 Save the Children Fund ,CHARITIES CATEGORY,GAUTENG,150000
 SAVF – Margaretha Ackerman Tehuis ,CHARITIES CATEGORY,GAUTENG,225000
 Self Help Association of Paraplegics - Soweto ,CHARITIES CATEGORY,GAUTENG,75000
 Seniorstuis Service Centre ,CHARITIES CATEGORY,GAUTENG,20000
 Services for the Blind ,CHARITIES CATEGORY,GAUTENG,100000
 Siyabuswa Educational Empowerment & Development Trust ,CHARITIES CATEGORY,GAUTENG,50000
 Greater Boksburg Child and Family Welfare Society,CHARITIES CATEGORY,GAUTENG,93279
 Greater Germiston Society for Child and Family Welfare,CHARITIES CATEGORY,GAUTENG,25000
 Greater Soweto Association for Early Childhood Development,CHARITIES CATEGORY,GAUTENG,50000
 Guild Cottage Parktown West,CHARITIES CATEGORY,GAUTENG,100000
 Hangalibalcle Protected Workshop,CHARITIES CATEGORY,GAUTENG,50000
 HIPPY (Home Instruction Programme for Preschool Youngsters),CHARITIES CATEGORY,GAUTENG,250000
 Hlengwe Day Care Centre,CHARITIES CATEGORY,GAUTENG,30000
 Holy Cross Home,CHARITIES CATEGORY,GAUTENG,50000
 Horizon Care Centre,CHARITIES CATEGORY,GAUTENG,50000
 Hospice East Rand,CHARITIES CATEGORY,GAUTENG,200000
 House of Mercy,CHARITIES CATEGORY,GAUTENG,150000
 House Otto Self Help Centre for Quadriplegics,CHARITIES CATEGORY,GAUTENG,150000
 Ikageng Old Age Relief Centre,CHARITIES CATEGORY,GAUTENG,90000
 Ikwezilokusa Home for Mentally and Physically Disabled,CHARITIES CATEGORY,GAUTENG,150000
 Institute for Health Training and Development,CHARITIES CATEGORY,GAUTENG,54000
 Ipelegeng Youth Leadership Development Programme,CHARITIES CATEGORY,GAUTENG,200000
 Irene Homes,CHARITIES CATEGORY,GAUTENG,70000
 Isiqhingi Senjabulo Pre-School Community Centre,CHARITIES CATEGORY,GAUTENG,50000
 JISS Johannesburg Institute of Social Services,CHARITIES CATEGORY,GAUTENG,500000
 JISWA Service Centre for the Aged,CHARITIES CATEGORY,GAUTENG,100000
 Johanna Raath Service Centre,CHARITIES CATEGORY,GAUTENG,50000
 Johannesburg Association For the Aged (JAFTA),CHARITIES CATEGORY,GAUTENG,200000
 Johannesburg Parent and Child Counselling Centre,CHARITIES CATEGORY,GAUTENG,100000
 Johannesburg SPCA,CHARITIES CATEGORY,GAUTENG,500000
 Kagiso Child and Family Welfare Society,CHARITIES CATEGORY,GAUTENG,120000
 Katlehong Early Learning Centre,CHARITIES CATEGORY,GAUTENG,150000
 Katlehong Society for the Care of the Aged,CHARITIES CATEGORY,GAUTENG,1000000
 Khutlo-Tharo Alcohol & Drug Help Centre,CHARITIES CATEGORY,GAUTENG,75000
 Krugersdorp Society for Child and Family Welfare,CHARITIES CATEGORY,GAUTENG,190000
 Krugersdorp SPCA,CHARITIES CATEGORY,GAUTENG,50000
 Kwa-Thema Society for the Care of the Aged,CHARITIES CATEGORY,GAUTENG,100000
 Lat Wiel Self-Help Centre,CHARITIES CATEGORY,GAUTENG,50000
 Lermogetswe Safety Home,CHARITIES CATEGORY,GAUTENG,75000
 Lethukukhanya Health Institute,CHARITIES CATEGORY,GAUTENG,250000
 Life Line Johannesburg,CHARITIES CATEGORY,GAUTENG,150000
 Life Line West Rand,CHARITIES CATEGORY,GAUTENG,50000
 Link Community Development,CHARITIES CATEGORY,GAUTENG,100000
 Little Dynamite Educare and Pre-School,CHARITIES CATEGORY,GAUTENG,90000
 Little Eden Society for Care of Mentally Handicapped,CHARITIES CATEGORY,GAUTENG,500000
 Lodewyk P Spies Home,CHARITIES CATEGORY,GAUTENG,50000
 Magnus Preprimary School,CHARITIES CATEGORY,GAUTENG,20000
 Mamelodi Community Information Services,CHARITIES CATEGORY,GAUTENG,20000
 Mamelodi Early Childhood Development and Day Care Centre,CHARITIES CATEGORY,GAUTENG,25000
 Mamelodi PODS Centre,CHARITIES CATEGORY,GAUTENG,150000
 Margaret Maltman Crèche,CHARITIES CATEGORY,GAUTENG,20000
 Mary Immaculate Queen Pre-School,CHARITIES CATEGORY,GAUTENG,20000
 Meyerton Child and Family Welfare Society,CHARITIES CATEGORY,GAUTENG,100000
 Midrand Child and Family Care,CHARITIES CATEGORY,GAUTENG,75000
 Midrand Council for the Aged,CHARITIES CATEGORY,GAUTENG,50000
 Midrand SPCA,CHARITIES CATEGORY,GAUTENG,50000
 Mission to African Scholars,CHARITIES CATEGORY,GAUTENG,20000
 Monument Service Centre,CHARITIES CATEGORY,GAUTENG,20000
 Wide Horizon Hospice,CHARITIES CATEGORY,GAUTENG,150000
 Witwatersrand Mental Health Society,CHARITIES CATEGORY,GAUTENG,250000
 Women’s Development Foundation,CHARITIES CATEGORY,GAUTENG,100000
 Woodside Sanctuary,CHARITIES CATEGORY,GAUTENG,200000
 Wozobono Early Childhood Development,CHARITIES CATEGORY,GAUTENG,250000
 Youth for Christ South Africa,CHARITIES CATEGORY,GAUTENG,900000
 Zakheni Early Learning Centre,CHARITIES CATEGORY,GAUTENG,10000
 Zamani Soweto Sisters Council,CHARITIES CATEGORY,GAUTENG,84150
 Zithobeni Pods Centre,CHARITIES CATEGORY,GAUTENG,200000
 Zodwa Special School,CHARITIES CATEGORY,GAUTENG,294200
Society of St. Vincent De Paul – Frederick Place,CHARITIES CATEGORY,GAUTENG,100000
Society of St. Vincent De Paul (Central Council – South Gauteng),CHARITIES CATEGORY,GAUTENG,50000
 South African Council for English Education,CHARITIES CATEGORY,GAUTENG,48000
 South African Federation for Mental Health,CHARITIES CATEGORY,GAUTENG,200000
 South African Legion,CHARITIES CATEGORY,GAUTENG,70000
 South African National Council For Child and Family Welfare,CHARITIES CATEGORY,GAUTENG,1000000
 South African National Council for the Blind,CHARITIES CATEGORY,GAUTENG,300000
 Soweto Workshop for the Blind,CHARITIES CATEGORY,GAUTENG,60000
 Sparrow Ministries – Hospice for People with Aids,CHARITIES CATEGORY,GAUTENG,500000
 Springs Retirement & Frail Care Centre,CHARITIES CATEGORY,GAUTENG,100000
 Springs Senior Citizens Club,CHARITIES CATEGORY,GAUTENG,100000
 St Annes Home for Aged Women,CHARITIES CATEGORY,GAUTENG,20000
 St Anthony’s Day Care Centre,CHARITIES CATEGORY,GAUTENG,50000
 St Anthony’s Education Centre,CHARITIES CATEGORY,GAUTENG,75000
 St Francis Care Centre,CHARITIES CATEGORY,GAUTENG,100000
 St George Home,CHARITIES CATEGORY,GAUTENG,200000
 St Vincent School for the Deaf,CHARITIES CATEGORY,GAUTENG,100000
 Street Wise,CHARITIES CATEGORY,GAUTENG,500000
 Sunshine Centre Association,CHARITIES CATEGORY,GAUTENG,150000
 Takalani Home for the Mentally Disabled,CHARITIES CATEGORY,GAUTENG,200000
 Tembisa Child and Family Welfare Society,CHARITIES CATEGORY,GAUTENG,250000
 Thabiso Early Learning Centre,CHARITIES CATEGORY,GAUTENG,11729
 Thamsanqa Mongezi Special Care Centre,CHARITIES CATEGORY,GAUTENG,10000
 The Association for Senior Citizens of Randburg (TASCOR),CHARITIES CATEGORY,GAUTENG,30000
 The Compassionate Friends,CHARITIES CATEGORY,GAUTENG,20000
 The Key School for Specialized Education,CHARITIES CATEGORY,GAUTENG,250000
 The Krugersdorp Council for the Care of the Aged,CHARITIES CATEGORY,GAUTENG,200000
 The Latter Rain Association for the Aged,CHARITIES CATEGORY,GAUTENG,158000
 The Living Link,CHARITIES CATEGORY,GAUTENG,20000
 The O’Connor Foundation,CHARITIES CATEGORY,GAUTENG,200000
 The Ondersteuningsraad,CHARITIES CATEGORY,GAUTENG,500000
 The Self Help Skills Training Centre,CHARITIES CATEGORY,GAUTENG,200000
 The Society for Animals in Distress,CHARITIES CATEGORY,GAUTENG,150000
 The Training and Development Foundation,CHARITIES CATEGORY,GAUTENG,130000
 Threshold Foundation,CHARITIES CATEGORY,GAUTENG,50000
 Thusanang Child and Family Welfare Society,CHARITIES CATEGORY,GAUTENG,150000
 Thusong Youth Centre,CHARITIES CATEGORY,GAUTENG,90000
 Toevlug Service Centre for Senior Citizens,CHARITIES CATEGORY,GAUTENG,50000
 Tokologo Self Help Centre Quadriplegics,CHARITIES CATEGORY,GAUTENG,75000
 Township Aids Project,CHARITIES CATEGORY,GAUTENG,270000
 Transoranje Institute for Special Education,CHARITIES CATEGORY,GAUTENG,100000
 Tsakane Society for the Care of the Aged,CHARITIES CATEGORY,GAUTENG,50000
 Tshepong Stimulation Centre,CHARITIES CATEGORY,GAUTENG,100000
 Tswelelopele Special Care Centre,CHARITIES CATEGORY,GAUTENG,50000
 Twilight Children,CHARITIES CATEGORY,GAUTENG,190000
 Umzantsi Afrika Child and Youth Care,CHARITIES CATEGORY,GAUTENG,200000
 Usizo Uluntwini,CHARITIES CATEGORY,GAUTENG,250000
 Vaal Triangle Alcohol and Drug Help Centre,CHARITIES CATEGORY,GAUTENG,50000
 Vereeniging Child & Family Welfare Society,CHARITIES CATEGORY,GAUTENG,50000
 Vita Nova Centre,CHARITIES CATEGORY,GAUTENG,100000
 West Rand Association for the Physically Disabled,CHARITIES CATEGORY,GAUTENG,200000
 Westonaria SPCA,CHARITIES CATEGORY,GAUTENG,20000
 ACVV - Huis Joanna,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 Advice Desk for Abused Women,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
 African Vision of Development,CHARITIES CATEGORY,KWA-ZULU NATAL,20000
 Alcohol and Drug Help Centre – SANCA Zululand,CHARITIES CATEGORY,KWA-ZULU NATAL,65755
 Amanzimtoti Child & Family Welfare Society I,CHARITIES CATEGORY,KWA-ZULU NATAL,20000
 Amanzimtoti Child & Family Welfare Society II,CHARITIES CATEGORY,KWA-ZULU NATAL,150000
 Amanzimtoti SPCA,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
 Arthur Blaxall School,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
 Association for Persons with Physical Disabilities - KwaZulu Natal,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
 Association for Persons with Physical Disabilities - Pietermaritzburg,CHARITIES CATEGORY,KWA-ZULU NATAL,30223
 Association for the Physically Challenged,CHARITIES CATEGORY,KWA-ZULU NATAL,10000
 Candlelight Mission,CHARITIES CATEGORY,KWA-ZULU NATAL,90000
 Cathulani Child & Family Welfare,CHARITIES CATEGORY,KWA-ZULU NATAL,75000
 Centre for Criminal Justice,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
 Chatsworth Child and Family Welfare Society,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 Cheshire Homes- Durban,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 Chief J M Dlamini Cheshire Home,CHARITIES CATEGORY,KWA-ZULU NATAL,75000
 Childline Family Centre,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
 Children’s Assessment & Therapy Centre Trust,CHARITIES CATEGORY,KWA-ZULU NATAL,149000
 David Landau Community Centre,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 Dundee SPCA,CHARITIES CATEGORY,KWA-ZULU NATAL,20000
 Durban and Coastal Mental Health,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
 Durban Association for the Aged,CHARITIES CATEGORY,KWA-ZULU NATAL,150000
 Durban Children’s Society,CHARITIES CATEGORY,KWA-ZULU NATAL,800000
 Ekhanana Aged Home,CHARITIES CATEGORY,KWA-ZULU NATAL,40000
 Ekujabuleni Children’s Home,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
 Emma Barter Home Pietermaritzburg,CHARITIES CATEGORY,KWA-ZULU NATAL,15000
 Estcourt Homes for the Aged Trust,CHARITIES CATEGORY,KWA-ZULU NATAL,60000
 Estcourt SPCA,CHARITIES CATEGORY,KWA-ZULU NATAL,60000
 FAMSA: Pietermaritzburg,CHARITIES CATEGORY,KWA-ZULU NATAL,165000
 God’s Golden Acre Khayelihle,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 Greytown Children’s Home,CHARITIES CATEGORY,KWA-ZULU NATAL,350000
 Headway Natal,CHARITIES CATEGORY,KWA-ZULU NATAL,75000
 Highway Aged,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
 Highway Hospice Association,CHARITIES CATEGORY,KWA-ZULU NATAL,290000
 Howick Hospice Association,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 Ilungelo Labadala/TAFTA Development,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
 Impendle District Child and Welfare Society,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 SANEL - KZN,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
 Sibusiswe Clermont Child Welfare,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
 Singakwenza Teacher Empowerment Project,CHARITIES CATEGORY,KWA-ZULU NATAL,250000
 Sparks Estate Cheshire Home - Durban,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
 St Monica’s Children’s Home,CHARITIES CATEGORY,KWA-ZULU NATAL,145000
 St Philomena’s Children’s Home,CHARITIES CATEGORY,KWA-ZULU NATAL,500000
 St Thomas Home for Children,CHARITIES CATEGORY,KWA-ZULU NATAL,150000
 Stanger and District Association for the Aged,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 Street Children Forum,CHARITIES CATEGORY,KWA-ZULU NATAL,75000
 Tabitha Ministries,CHARITIES CATEGORY,KWA-ZULU NATAL,20000
 The Mercury Hibberdene Children’s Holiday Home Association,CHARITIES CATEGORY,KWA-ZULU NATAL,250000
 Thembalethu Welfare Society,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
 Turn Table Trust,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
 Verulam Day and Frail Care Centre for the Aged,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
 Victoria Memorial Home,CHARITIES CATEGORY,KWA-ZULU NATAL,45000
 Vryheid Child and Family Welfare Society,CHARITIES CATEGORY,KWA-ZULU NATAL,65000
 Vryheid Hospice,CHARITIES CATEGORY,KWA-ZULU NATAL,25000
 Vusimpilo,CHARITIES CATEGORY,KWA-ZULU NATAL,46408
 Wings of Love Safe Care Centre,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 Ziphakamise I,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
 Ziphakamise II,CHARITIES CATEGORY,KWA-ZULU NATAL,150000
 Ziphakamise III,CHARITIES CATEGORY,KWA-ZULU NATAL,110498
 Zululand Mental Health,CHARITIES CATEGORY,KWA-ZULU NATAL,69934
 Zululand SPCA,CHARITIES CATEGORY,KWA-ZULU NATAL,15000
Interface KZN,CHARITIES CATEGORY,KWA-ZULU NATAL,5000
Kloof SPCA,CHARITIES CATEGORY,KWA-ZULU NATAL,75000
Kokstad Council for Child and Family Welfare,CHARITIES CATEGORY,KWA-ZULU NATAL,47000
Kwa Mashu Christian Care Society,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
Kwa Mashu Family and Child Welfare,CHARITIES CATEGORY,KWA-ZULU NATAL,500000
KwaZulu Natal Christian Social Services - Pinetown,CHARITIES CATEGORY,KWA-ZULU NATAL,75000
La Gratitude Old Age Home,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
Lamontville HIV/AIDS Support Centre,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
Life Line Durban,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
Lighthouse Hospice Association,CHARITIES CATEGORY,KWA-ZULU NATAL,250000
Mandawe and District Child and Family Welfare,CHARITIES CATEGORY,KWA-ZULU NATAL,10000
Mariann Child Care Group,CHARITIES CATEGORY,KWA-ZULU NATAL,20000
Mbango Home Care Services,CHARITIES CATEGORY,KWA-ZULU NATAL,55000
Môrester Kinderhuis - Ladysmith,CHARITIES CATEGORY,KWA-ZULU NATAL,270000
Mount Currie Cottages Trust & Home for the Aged,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
Msundizu Hospice Association,CHARITIES CATEGORY,KWA-ZULU NATAL,60000
Muthande Society for the Aged,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
Mzamo Child Guidance Clinic,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
Natal Aid Association,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
Natal Cerebral Palsy Association - Pietermaritzburg,CHARITIES CATEGORY,KWA-ZULU NATAL,75000
Natal Cripple Care Association,CHARITIES CATEGORY,KWA-ZULU NATAL,30000
Natal Society for the Blind,CHARITIES CATEGORY,KWA-ZULU NATAL,750000
Nazareth House - Durban,CHARITIES CATEGORY,KWA-ZULU NATAL,250000
NCVV Home - Pietermaritzburg,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
NCVV Service Centre for the Aged,CHARITIES CATEGORY,KWA-ZULU NATAL,10000
Newcastle Child and Family Welfare Society,CHARITIES CATEGORY,KWA-ZULU NATAL,85000
Newcastle SPCA,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
Ngoboyolwazi Crèche,CHARITIES CATEGORY,KWA-ZULU NATAL,25000
NICRO KwaZulu Natal,CHARITIES CATEGORY,KWA-ZULU NATAL,500000
North Coast Centre for Alcoholics,CHARITIES CATEGORY,KWA-ZULU NATAL,20000
Open Door Crisis Centre,CHARITIES CATEGORY,KWA-ZULU NATAL,75000
Ottawa House Haven,CHARITIES CATEGORY,KWA-ZULU NATAL,30000
Phezukomkhono Social Service Institute I,CHARITIES CATEGORY,KWA-ZULU NATAL,20000
Phezukomkhono Social Service Institute II,CHARITIES CATEGORY,KWA-ZULU NATAL,20000
Phezukomkhono Social Services,CHARITIES CATEGORY,KWA-ZULU NATAL,10000
Phoenix Child & Family Welfare,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
Phoenix Community Centre,CHARITIES CATEGORY,KWA-ZULU NATAL,20000
Pietermaritzburg & District Council for the Care of the Aged,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
Pietermaritzburg Benevolent Society,CHARITIES CATEGORY,KWA-ZULU NATAL,18337
Pietermaritzburg SPCA,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
Pietermaritzburg Mental Health Society,CHARITIES CATEGORY,KWA-ZULU NATAL,400000
Pinetown-Highway Child and Family Welfare Society,CHARITIES CATEGORY,KWA-ZULU NATAL,400000
Project Gateway,CHARITIES CATEGORY,KWA-ZULU NATAL,195000
Rehoboth House,CHARITIES CATEGORY,KWA-ZULU NATAL,50000
Richards Bay Family Care,CHARITIES CATEGORY,KWA-ZULU NATAL,150000
SA Council for the Aged,CHARITIES CATEGORY,KWA-ZULU NATAL,100000
SA Council for the Aged KwaZulu Natal,CHARITIES CATEGORY,KWA-ZULU NATAL,200000
Sacred Heart Children's Home,CHARITIES CATEGORY,KWA-ZULU NATAL,250000
SANCA Alcohol and Drug Centre - Pietermaritzburg,CHARITIES CATEGORY,KWA-ZULU NATAL,70000
SANCA Durban Alcohol and Drug Centres,CHARITIES CATEGORY,KWA-ZULU NATAL,250000
SANCA Newcastle Alcohol & Drug Centre,CHARITIES CATEGORY,KWA-ZULU NATAL,30000
SANEL - Durban & Coastal,CHARITIES CATEGORY,KWA-ZULU NATAL,300000
 Association for Persons with Disability - Northern Province,CHARITIES CATEGORY,LIMPOPO,70900
 Bushbuckridge Health & Social Service Consortium,CHARITIES CATEGORY,LIMPOPO,100000
" Centenary Home, Association for People with Disabilities",CHARITIES CATEGORY,LIMPOPO,100000
 Ebenhezer Centre for the Mentally Handicapped,CHARITIES CATEGORY,LIMPOPO,5000
 Ellisras SPCA,CHARITIES CATEGORY,LIMPOPO,10000
 Exodus Care Centre,CHARITIES CATEGORY,LIMPOPO,102000
 FAMSA Northern Province,CHARITIES CATEGORY,LIMPOPO,50000
 Far North Alcohol and Drug Centre,CHARITIES CATEGORY,LIMPOPO,50000
 HIV Aids Prevention Group,CHARITIES CATEGORY,LIMPOPO,10000
 Hlatlolanane Health and Nutrition Education Centre,CHARITIES CATEGORY,LIMPOPO,200000
 Home Tekno,CHARITIES CATEGORY,LIMPOPO,250000
 Immanuel Workshop fro Disabled,CHARITIES CATEGORY,LIMPOPO,20000
 Kgwana Community Centre - Pietersburg,CHARITIES CATEGORY,LIMPOPO,99000
 Lotapha Legal Advice Organisation,CHARITIES CATEGORY,LIMPOPO,50000
 Makotse Women’s Club,CHARITIES CATEGORY,LIMPOPO,50000
 Mokorogane Crèche,CHARITIES CATEGORY,LIMPOPO,30000
 Mosebjadi Crèche Organizations,CHARITIES CATEGORY,LIMPOPO,10000
 Naboom Home for the Aged,CHARITIES CATEGORY,LIMPOPO,100000
 Northern Province Council for the Aged,CHARITIES CATEGORY,LIMPOPO,50000
 Phalaborwa SPCA,CHARITIES CATEGORY,LIMPOPO,50000
 Pietersburg Child & Family Care Society,CHARITIES CATEGORY,LIMPOPO,294000
 Pietersburg SPCA,CHARITIES CATEGORY,LIMPOPO,30000
 Relemugile Rural Development Projects,CHARITIES CATEGORY,LIMPOPO,20000
 Riakona Community Based Rehabilitation Programme,CHARITIES CATEGORY,LIMPOPO,100000
ACVV - Prieska,CHARITIES CATEGORY,NORTHERN CAPE,50000
ACVV - Richmond,CHARITIES CATEGORY,NORTHERN CAPE,40000
ACVV - Springbok,CHARITIES CATEGORY,NORTHERN CAPE,25000
ACVV - Upington,CHARITIES CATEGORY,NORTHERN CAPE,37000
Association for Community and Rural Advancement (ANCRA),CHARITIES CATEGORY,NORTHERN CAPE,200000
Association for People with Physical Disabilities - Northern Cape,CHARITIES CATEGORY,NORTHERN CAPE,360000
Blommeland Bewaarskool,CHARITIES CATEGORY,NORTHERN CAPE,15000
Bornfree Children’s Shelter,CHARITIES CATEGORY,NORTHERN CAPE,25000
Christina Kiddie Children's Home,CHARITIES CATEGORY,NORTHERN CAPE,50000
Diakonale Dienste Richtersveld,CHARITIES CATEGORY,NORTHERN CAPE,20000
Eureka Community Services,CHARITIES CATEGORY,NORTHERN CAPE,75000
FAMSA – Upington,CHARITIES CATEGORY,NORTHERN CAPE,75000
Galeshewe Association for the Care of the Aged,CHARITIES CATEGORY,NORTHERN CAPE,25000
Galeshewe Educare Centre,CHARITIES CATEGORY,NORTHERN CAPE,20000
Hopetown Advice and Development Office,CHARITIES CATEGORY,NORTHERN CAPE,50000
Huis E J Appies Steinkopf,CHARITIES CATEGORY,NORTHERN CAPE,150000
Huis H Du P Pickard,CHARITIES CATEGORY,NORTHERN CAPE,200000
Huis Namakwaland – ACVV Tehuis vir Bejaardes,CHARITIES CATEGORY,NORTHERN CAPE,50000
Kimberley Benevolent Society,CHARITIES CATEGORY,NORTHERN CAPE,45000
